level,state,region_name,region_code,region_level,anzsco_code,anzsco_title,date,vacancies
3,QLD,Cairns,306,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,96
3,QLD,Cairns,306,SA4,2H,Medical Practitioners and Nurses,2026-07-01,172
2,QLD,Cairns,306,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,319
3,QLD,Cairns,306,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,34
3,QLD,Cairns,306,SA4,32,Automotive and Engineering Trades,2026-07-01,97
3,QLD,Cairns,306,SA4,33,Construction Trades,2026-07-01,41
3,QLD,Cairns,306,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,39
3,QLD,Cairns,306,SA4,35,Food Trades,2026-07-01,69
3,QLD,Cairns,306,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,18
3,QLD,Cairns,306,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,7
3,QLD,Cairns,306,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,13
2,QLD,Cairns,306,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,243
3,QLD,Cairns,306,SA4,41,Health and Welfare Support Workers,2026-07-01,44
3,QLD,Cairns,306,SA4,42,Carers and Aides,2026-07-01,116
3,QLD,Cairns,306,SA4,43,Hospitality Workers,2026-07-01,44
3,QLD,Cairns,306,SA4,44,Protective Service Workers,2026-07-01,10
3,QLD,Cairns,306,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,28
2,QLD,Cairns,306,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,302
3,QLD,Cairns,306,SA4,55,Numerical Clerks,2026-07-01,48
3,QLD,Cairns,306,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,8
3,QLD,Cairns,306,SA4,59,Other Clerical and Administrative Workers,2026-07-01,41
3,QLD,Cairns,306,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,36
3,QLD,Cairns,306,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,168
2,QLD,Cairns,306,SA4,6,SALES WORKERS,2026-07-01,168
3,QLD,Cairns,306,SA4,61,Sales Representatives and Agents,2026-07-01,37
3,QLD,Cairns,306,SA4,62,Sales Assistants and Salespersons,2026-07-01,119
3,QLD,Cairns,306,SA4,63,Sales Support Workers,2026-07-01,12
2,QLD,Cairns,306,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,167
3,QLD,Cairns,306,SA4,71,Machine and Stationary Plant Operators,2026-07-01,22
3,QLD,Cairns,306,SA4,72,Mobile Plant Operators,2026-07-01,43
3,QLD,Cairns,306,SA4,7A,Drivers and Storepersons,2026-07-01,102
2,QLD,Cairns,306,SA4,8,LABOURERS,2026-07-01,166
3,QLD,Cairns,306,SA4,81,Cleaners and Laundry Workers,2026-07-01,44
3,QLD,Cairns,306,SA4,82,Construction and Mining Labourers,2026-07-01,15
3,QLD,Cairns,306,SA4,83,Factory Process Workers,2026-07-01,10
3,QLD,Cairns,306,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,22
3,QLD,Cairns,306,SA4,85,Food Preparation Assistants,2026-07-01,9
3,QLD,Cairns,306,SA4,89,Other Labourers,2026-07-01,66
1,QLD,Central Queensland,308,SA4,0,Central Queensland TOTAL,2026-07-01,2091
2,QLD,Central Queensland,308,SA4,1,MANAGERS,2026-07-01,179
3,QLD,Central Queensland,308,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,5
3,QLD,Central Queensland,308,SA4,12,Farmers and Farm Managers,2026-07-01,1
3,QLD,Central Queensland,308,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,68
3,QLD,Central Queensland,308,SA4,1A,Corporate Managers,2026-07-01,45
3,QLD,Central Queensland,308,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,41
3,QLD,Central Queensland,308,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,20
2,QLD,Central Queensland,308,SA4,2,PROFESSIONALS,2026-07-01,483
3,QLD,Central Queensland,308,SA4,21,Arts and Media Professionals,2026-07-01,8
3,QLD,Central Queensland,308,SA4,24,Education Professionals,2026-07-01,29
3,QLD,Central Queensland,308,SA4,26,ICT Professionals,2026-07-01,7
3,QLD,Central Queensland,308,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,88
3,QLD,Central Queensland,308,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,34
3,QLD,Central Queensland,308,SA4,2B,Information Professionals,2026-07-01,5
3,QLD,Central Queensland,308,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,8
3,QLD,Central Queensland,308,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,12
3,QLD,Central Queensland,308,SA4,2E,Engineers,2026-07-01,63
3,QLD,Central Queensland,308,SA4,2F,Science Professionals and Veterinarians,2026-07-01,13
3,QLD,Central Queensland,308,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,60
3,QLD,Central Queensland,308,SA4,2H,Medical Practitioners and Nurses,2026-07-01,157
2,QLD,Central Queensland,308,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,416
3,QLD,Central Queensland,308,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,59
3,QLD,Central Queensland,308,SA4,32,Automotive and Engineering Trades,2026-07-01,190
3,QLD,Central Queensland,308,SA4,33,Construction Trades,2026-07-01,44
3,QLD,Central Queensland,308,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,60
3,QLD,Central Queensland,308,SA4,35,Food Trades,2026-07-01,32
3,QLD,Central Queensland,308,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,11
3,QLD,Central Queensland,308,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,11
3,QLD,Central Queensland,308,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,9
2,QLD,Central Queensland,308,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,198
3,QLD,Central Queensland,308,SA4,41,Health and Welfare Support Workers,2026-07-01,44
3,QLD,Central Queensland,308,SA4,42,Carers and Aides,2026-07-01,117
3,QLD,Central Queensland,308,SA4,43,Hospitality Workers,2026-07-01,14
3,QLD,Central Queensland,308,SA4,44,Protective Service Workers,2026-07-01,6
3,QLD,Central Queensland,308,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,17
2,QLD,Central Queensland,308,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,220
3,QLD,Central Queensland,308,SA4,55,Numerical Clerks,2026-07-01,19
3,QLD,Central Queensland,308,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,7
3,QLD,Central Queensland,308,SA4,59,Other Clerical and Administrative Workers,2026-07-01,38
3,QLD,Central Queensland,308,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,29
3,QLD,Central Queensland,308,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,128
2,QLD,Central Queensland,308,SA4,6,SALES WORKERS,2026-07-01,159
3,QLD,Central Queensland,308,SA4,61,Sales Representatives and Agents,2026-07-01,34
3,QLD,Central Queensland,308,SA4,62,Sales Assistants and Salespersons,2026-07-01,110
3,QLD,Central Queensland,308,SA4,63,Sales Support Workers,2026-07-01,14
2,QLD,Central Queensland,308,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,255
3,QLD,Central Queensland,308,SA4,71,Machine and Stationary Plant Operators,2026-07-01,61
3,QLD,Central Queensland,308,SA4,72,Mobile Plant Operators,2026-07-01,66
3,QLD,Central Queensland,308,SA4,7A,Drivers and Storepersons,2026-07-01,128
2,QLD,Central Queensland,308,SA4,8,LABOURERS,2026-07-01,180
3,QLD,Central Queensland,308,SA4,81,Cleaners and Laundry Workers,2026-07-01,33
3,QLD,Central Queensland,308,SA4,82,Construction and Mining Labourers,2026-07-01,38
3,QLD,Central Queensland,308,SA4,83,Factory Process Workers,2026-07-01,9
3,QLD,Central Queensland,308,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,12
3,QLD,Central Queensland,308,SA4,85,Food Preparation Assistants,2026-07-01,7
3,QLD,Central Queensland,308,SA4,89,Other Labourers,2026-07-01,81
1,QLD,Darling Downs - Maranoa,307,SA4,0,Darling Downs - Maranoa TOTAL,2026-07-01,967
2,QLD,Darling Downs - Maranoa,307,SA4,1,MANAGERS,2026-07-01,83
3,QLD,Darling Downs - Maranoa,307,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,4
3,QLD,Darling Downs - Maranoa,307,SA4,12,Farmers and Farm Managers,2026-07-01,7
3,QLD,Darling Downs - Maranoa,307,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,27
3,QLD,Darling Downs - Maranoa,307,SA4,1A,Corporate Managers,2026-07-01,19
3,QLD,Darling Downs - Maranoa,307,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,18
3,QLD,Darling Downs - Maranoa,307,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,7
2,QLD,Darling Downs - Maranoa,307,SA4,2,PROFESSIONALS,2026-07-01,221
3,QLD,Darling Downs - Maranoa,307,SA4,21,Arts and Media Professionals,2026-07-01,3
3,QLD,Darling Downs - Maranoa,307,SA4,24,Education Professionals,2026-07-01,13
3,QLD,Darling Downs - Maranoa,307,SA4,26,ICT Professionals,2026-07-01,2
3,QLD,Darling Downs - Maranoa,307,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,28
3,QLD,Darling Downs - Maranoa,307,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,22
3,QLD,Darling Downs - Maranoa,307,SA4,2B,Information Professionals,2026-07-01,4
3,QLD,Darling Downs - Maranoa,307,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,3
3,QLD,Darling Downs - Maranoa,307,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,5
3,QLD,Darling Downs - Maranoa,307,SA4,2E,Engineers,2026-07-01,24
3,QLD,Darling Downs - Maranoa,307,SA4,2F,Science Professionals and Veterinarians,2026-07-01,6
3,QLD,Darling Downs - Maranoa,307,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,33
3,QLD,Darling Downs - Maranoa,307,SA4,2H,Medical Practitioners and Nurses,2026-07-01,78
2,QLD,Darling Downs - Maranoa,307,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,173
3,QLD,Darling Downs - Maranoa,307,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,26
3,QLD,Darling Downs - Maranoa,307,SA4,32,Automotive and Engineering Trades,2026-07-01,67
3,QLD,Darling Downs - Maranoa,307,SA4,33,Construction Trades,2026-07-01,16
3,QLD,Darling Downs - Maranoa,307,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,23
3,QLD,Darling Downs - Maranoa,307,SA4,35,Food Trades,2026-07-01,20
3,QLD,Darling Downs - Maranoa,307,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,8
3,QLD,Darling Downs - Maranoa,307,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,7
3,QLD,Darling Downs - Maranoa,307,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,6
2,QLD,Darling Downs - Maranoa,307,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,114
3,QLD,Darling Downs - Maranoa,307,SA4,41,Health and Welfare Support Workers,2026-07-01,16
3,QLD,Darling Downs - Maranoa,307,SA4,42,Carers and Aides,2026-07-01,72
3,QLD,Darling Downs - Maranoa,307,SA4,43,Hospitality Workers,2026-07-01,7
3,QLD,Darling Downs - Maranoa,307,SA4,44,Protective Service Workers,2026-07-01,4
3,QLD,Darling Downs - Maranoa,307,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,15
2,QLD,Darling Downs - Maranoa,307,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,126
3,QLD,Darling Downs - Maranoa,307,SA4,55,Numerical Clerks,2026-07-01,15
3,QLD,Darling Downs - Maranoa,307,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,3
3,QLD,Darling Downs - Maranoa,307,SA4,59,Other Clerical and Administrative Workers,2026-07-01,24
3,QLD,Darling Downs - Maranoa,307,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,12
3,QLD,Darling Downs - Maranoa,307,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,71
2,QLD,Darling Downs - Maranoa,307,SA4,6,SALES WORKERS,2026-07-01,68
3,QLD,Darling Downs - Maranoa,307,SA4,61,Sales Representatives and Agents,2026-07-01,11
3,QLD,Darling Downs - Maranoa,307,SA4,62,Sales Assistants and Salespersons,2026-07-01,51
3,QLD,Darling Downs - Maranoa,307,SA4,63,Sales Support Workers,2026-07-01,6
2,QLD,Darling Downs - Maranoa,307,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,94
3,QLD,Darling Downs - Maranoa,307,SA4,71,Machine and Stationary Plant Operators,2026-07-01,22
3,QLD,Darling Downs - Maranoa,307,SA4,72,Mobile Plant Operators,2026-07-01,25
3,QLD,Darling Downs - Maranoa,307,SA4,7A,Drivers and Storepersons,2026-07-01,47
2,QLD,Darling Downs - Maranoa,307,SA4,8,LABOURERS,2026-07-01,87
3,QLD,Darling Downs - Maranoa,307,SA4,81,Cleaners and Laundry Workers,2026-07-01,12
3,QLD,Darling Downs - Maranoa,307,SA4,82,Construction and Mining Labourers,2026-07-01,11
3,QLD,Darling Downs - Maranoa,307,SA4,83,Factory Process Workers,2026-07-01,9
3,QLD,Darling Downs - Maranoa,307,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,14
3,QLD,Darling Downs - Maranoa,307,SA4,85,Food Preparation Assistants,2026-07-01,3
3,QLD,Darling Downs - Maranoa,307,SA4,89,Other Labourers,2026-07-01,38
1,QLD,Gold Coast,309,SA4,0,Gold Coast TOTAL,2026-07-01,5125
2,QLD,Gold Coast,309,SA4,1,MANAGERS,2026-07-01,604
3,QLD,Gold Coast,309,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,16
3,QLD,Gold Coast,309,SA4,12,Farmers and Farm Managers,2026-07-01,3
3,QLD,Gold Coast,309,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,231
3,QLD,Gold Coast,309,SA4,1A,Corporate Managers,2026-07-01,188
3,QLD,Gold Coast,309,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,132
3,QLD,Gold Coast,309,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,34
2,QLD,Gold Coast,309,SA4,2,PROFESSIONALS,2026-07-01,1073
3,QLD,Gold Coast,309,SA4,21,Arts and Media Professionals,2026-07-01,21
3,QLD,Gold Coast,309,SA4,24,Education Professionals,2026-07-01,71
3,QLD,Gold Coast,309,SA4,26,ICT Professionals,2026-07-01,55
3,QLD,Gold Coast,309,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,146
3,QLD,Gold Coast,309,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,155
3,QLD,Gold Coast,309,SA4,2B,Information Professionals,2026-07-01,19
3,QLD,Gold Coast,309,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,84
3,QLD,Gold Coast,309,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,45
3,QLD,Gold Coast,309,SA4,2E,Engineers,2026-07-01,86
3,QLD,Gold Coast,309,SA4,2F,Science Professionals and Veterinarians,2026-07-01,19
3,QLD,Gold Coast,309,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,166
3,QLD,Gold Coast,309,SA4,2H,Medical Practitioners and Nurses,2026-07-01,206
2,QLD,Gold Coast,309,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,803
3,QLD,Gold Coast,309,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,134
3,QLD,Gold Coast,309,SA4,32,Automotive and Engineering Trades,2026-07-01,200
3,QLD,Gold Coast,309,SA4,33,Construction Trades,2026-07-01,99
3,QLD,Gold Coast,309,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,89
3,QLD,Gold Coast,309,SA4,35,Food Trades,2026-07-01,164
3,QLD,Gold Coast,309,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,43
3,QLD,Gold Coast,309,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,53
3,QLD,Gold Coast,309,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,21
2,QLD,Gold Coast,309,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,568
3,QLD,Gold Coast,309,SA4,41,Health and Welfare Support Workers,2026-07-01,55
3,QLD,Gold Coast,309,SA4,42,Carers and Aides,2026-07-01,258
3,QLD,Gold Coast,309,SA4,43,Hospitality Workers,2026-07-01,158
3,QLD,Gold Coast,309,SA4,44,Protective Service Workers,2026-07-01,22
3,QLD,Gold Coast,309,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,74
2,QLD,Gold Coast,309,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,773
3,QLD,Gold Coast,309,SA4,55,Numerical Clerks,2026-07-01,127
3,QLD,Gold Coast,309,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,15
3,QLD,Gold Coast,309,SA4,59,Other Clerical and Administrative Workers,2026-07-01,141
3,QLD,Gold Coast,309,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,125
3,QLD,Gold Coast,309,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,365
2,QLD,Gold Coast,309,SA4,6,SALES WORKERS,2026-07-01,512
3,QLD,Gold Coast,309,SA4,61,Sales Representatives and Agents,2026-07-01,142
3,QLD,Gold Coast,309,SA4,62,Sales Assistants and Salespersons,2026-07-01,340
3,QLD,Gold Coast,309,SA4,63,Sales Support Workers,2026-07-01,31
2,QLD,Gold Coast,309,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,350
3,QLD,Gold Coast,309,SA4,71,Machine and Stationary Plant Operators,2026-07-01,75
3,QLD,Gold Coast,309,SA4,72,Mobile Plant Operators,2026-07-01,99
3,QLD,Gold Coast,309,SA4,7A,Drivers and Storepersons,2026-07-01,175
2,QLD,Gold Coast,309,SA4,8,LABOURERS,2026-07-01,442
3,QLD,Gold Coast,309,SA4,81,Cleaners and Laundry Workers,2026-07-01,106
3,QLD,Gold Coast,309,SA4,82,Construction and Mining Labourers,2026-07-01,43
3,QLD,Gold Coast,309,SA4,83,Factory Process Workers,2026-07-01,51
3,QLD,Gold Coast,309,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,14
3,QLD,Gold Coast,309,SA4,85,Food Preparation Assistants,2026-07-01,29
3,QLD,Gold Coast,309,SA4,89,Other Labourers,2026-07-01,199
1,QLD,Mackay - Isaac - Whitsunday,312,SA4,0,Mackay - Isaac - Whitsunday TOTAL,2026-07-01,2275
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,1,MANAGERS,2026-07-01,180
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,3
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,12,Farmers and Farm Managers,2026-07-01,0
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,60
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,1A,Corporate Managers,2026-07-01,48
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,48
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,20
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,2,PROFESSIONALS,2026-07-01,462
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,21,Arts and Media Professionals,2026-07-01,14
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,24,Education Professionals,2026-07-01,22
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,26,ICT Professionals,2026-07-01,7
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,55
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,64
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2B,Information Professionals,2026-07-01,8
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,5
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,15
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2E,Engineers,2026-07-01,105
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2F,Science Professionals and Veterinarians,2026-07-01,13
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,54
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,2H,Medical Practitioners and Nurses,2026-07-01,101
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,548
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,62
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,32,Automotive and Engineering Trades,2026-07-01,276
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,33,Construction Trades,2026-07-01,52
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,79
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,35,Food Trades,2026-07-01,36
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,10
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,11
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,22
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,155
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,41,Health and Welfare Support Workers,2026-07-01,29
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,42,Carers and Aides,2026-07-01,85
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,43,Hospitality Workers,2026-07-01,17
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,44,Protective Service Workers,2026-07-01,10
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,14
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,249
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,55,Numerical Clerks,2026-07-01,26
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,9
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,59,Other Clerical and Administrative Workers,2026-07-01,46
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,23
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,146
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,6,SALES WORKERS,2026-07-01,156
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,61,Sales Representatives and Agents,2026-07-01,29
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,62,Sales Assistants and Salespersons,2026-07-01,114
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,63,Sales Support Workers,2026-07-01,13
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,329
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,71,Machine and Stationary Plant Operators,2026-07-01,98
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,72,Mobile Plant Operators,2026-07-01,74
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,7A,Drivers and Storepersons,2026-07-01,157
2,QLD,Mackay - Isaac - Whitsunday,312,SA4,8,LABOURERS,2026-07-01,196
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,81,Cleaners and Laundry Workers,2026-07-01,35
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,82,Construction and Mining Labourers,2026-07-01,55
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,83,Factory Process Workers,2026-07-01,10
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,6
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,85,Food Preparation Assistants,2026-07-01,8
3,QLD,Mackay - Isaac - Whitsunday,312,SA4,89,Other Labourers,2026-07-01,82
1,QLD,Queensland - Outback,315,SA4,0,Queensland - Outback TOTAL,2026-07-01,777
2,QLD,Queensland - Outback,315,SA4,1,MANAGERS,2026-07-01,61
3,QLD,Queensland - Outback,315,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,2
3,QLD,Queensland - Outback,315,SA4,12,Farmers and Farm Managers,2026-07-01,1
3,QLD,Queensland - Outback,315,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,24
3,QLD,Queensland - Outback,315,SA4,1A,Corporate Managers,2026-07-01,12
3,QLD,Queensland - Outback,315,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,14
3,QLD,Queensland - Outback,315,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,7
2,QLD,Queensland - Outback,315,SA4,2,PROFESSIONALS,2026-07-01,229
3,QLD,Queensland - Outback,315,SA4,21,Arts and Media Professionals,2026-07-01,11
3,QLD,Queensland - Outback,315,SA4,24,Education Professionals,2026-07-01,12
3,QLD,Queensland - Outback,315,SA4,26,ICT Professionals,2026-07-01,3
3,QLD,Queensland - Outback,315,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,39
3,QLD,Queensland - Outback,315,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,15
3,QLD,Queensland - Outback,315,SA4,2B,Information Professionals,2026-07-01,4
3,QLD,Queensland - Outback,315,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,2
3,QLD,Queensland - Outback,315,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,6
3,QLD,Queensland - Outback,315,SA4,2E,Engineers,2026-07-01,28
3,QLD,Queensland - Outback,315,SA4,2F,Science Professionals and Veterinarians,2026-07-01,9
3,QLD,Queensland - Outback,315,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,28
3,QLD,Queensland - Outback,315,SA4,2H,Medical Practitioners and Nurses,2026-07-01,72
2,QLD,Queensland - Outback,315,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,144
3,QLD,Queensland - Outback,315,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,20
3,QLD,Queensland - Outback,315,SA4,32,Automotive and Engineering Trades,2026-07-01,54
3,QLD,Queensland - Outback,315,SA4,33,Construction Trades,2026-07-01,19
3,QLD,Queensland - Outback,315,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,18
3,QLD,Queensland - Outback,315,SA4,35,Food Trades,2026-07-01,20
3,QLD,Queensland - Outback,315,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,6
3,QLD,Queensland - Outback,315,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,2
