level,anzsco_code,title,state,date,vacancies
3,32,Automotive and Engineering Trades Workers,AUST,2020-10-01,6839.336
3,32,Automotive and Engineering Trades Workers,AUST,2020-11-01,7276.668
3,32,Automotive and Engineering Trades Workers,AUST,2020-12-01,7689.321
3,32,Automotive and Engineering Trades Workers,AUST,2021-01-01,8131.846
3,32,Automotive and Engineering Trades Workers,AUST,2021-02-01,8609.125
3,32,Automotive and Engineering Trades Workers,AUST,2021-03-01,9047.028
3,32,Automotive and Engineering Trades Workers,AUST,2021-04-01,9302.123
3,32,Automotive and Engineering Trades Workers,AUST,2021-05-01,9300.765
3,32,Automotive and Engineering Trades Workers,AUST,2021-06-01,9101.601
3,32,Automotive and Engineering Trades Workers,AUST,2021-07-01,8869.251
3,32,Automotive and Engineering Trades Workers,AUST,2021-08-01,8815.114
3,32,Automotive and Engineering Trades Workers,AUST,2021-09-01,8956.955
3,32,Automotive and Engineering Trades Workers,AUST,2021-10-01,9232.356
3,32,Automotive and Engineering Trades Workers,AUST,2021-11-01,9561.895
3,32,Automotive and Engineering Trades Workers,AUST,2021-12-01,9852.373
3,32,Automotive and Engineering Trades Workers,AUST,2022-01-01,10100.518
3,32,Automotive and Engineering Trades Workers,AUST,2022-02-01,10283.183
3,32,Automotive and Engineering Trades Workers,AUST,2022-03-01,10448.346
3,32,Automotive and Engineering Trades Workers,AUST,2022-04-01,10584.063
3,32,Automotive and Engineering Trades Workers,AUST,2022-05-01,10730.48
3,32,Automotive and Engineering Trades Workers,AUST,2022-06-01,10891.676
3,32,Automotive and Engineering Trades Workers,AUST,2022-07-01,10981.98
3,32,Automotive and Engineering Trades Workers,AUST,2022-08-01,10959.492
3,32,Automotive and Engineering Trades Workers,AUST,2022-09-01,10913.751
3,32,Automotive and Engineering Trades Workers,AUST,2022-10-01,10919.697
3,32,Automotive and Engineering Trades Workers,AUST,2022-11-01,11036.769
3,32,Automotive and Engineering Trades Workers,AUST,2022-12-01,11270.977
3,32,Automotive and Engineering Trades Workers,AUST,2023-01-01,11594.077
3,32,Automotive and Engineering Trades Workers,AUST,2023-02-01,11937.967
3,32,Automotive and Engineering Trades Workers,AUST,2023-03-01,12221.129
3,32,Automotive and Engineering Trades Workers,AUST,2023-04-01,12414.327
3,32,Automotive and Engineering Trades Workers,AUST,2023-05-01,12499.28
3,32,Automotive and Engineering Trades Workers,AUST,2023-06-01,12489.173
3,32,Automotive and Engineering Trades Workers,AUST,2023-07-01,12413.604
3,32,Automotive and Engineering Trades Workers,AUST,2023-08-01,12254.292
3,32,Automotive and Engineering Trades Workers,AUST,2023-09-01,12073.02
3,32,Automotive and Engineering Trades Workers,AUST,2023-10-01,11906.176
3,32,Automotive and Engineering Trades Workers,AUST,2023-11-01,11732.448
3,32,Automotive and Engineering Trades Workers,AUST,2023-12-01,11535.003
3,32,Automotive and Engineering Trades Workers,AUST,2024-01-01,11246.287
3,32,Automotive and Engineering Trades Workers,AUST,2024-02-01,10949.971
3,32,Automotive and Engineering Trades Workers,AUST,2024-03-01,10701.693
3,32,Automotive and Engineering Trades Workers,AUST,2024-04-01,10531.941
3,32,Automotive and Engineering Trades Workers,AUST,2024-05-01,10405.506
3,32,Automotive and Engineering Trades Workers,AUST,2024-06-01,10283.785
3,32,Automotive and Engineering Trades Workers,AUST,2024-07-01,10195.192
3,32,Automotive and Engineering Trades Workers,AUST,2024-08-01,10098.051
3,32,Automotive and Engineering Trades Workers,AUST,2024-09-01,9978.303
3,32,Automotive and Engineering Trades Workers,AUST,2024-10-01,9869.016
3,32,Automotive and Engineering Trades Workers,AUST,2024-11-01,9782.781
3,32,Automotive and Engineering Trades Workers,AUST,2024-12-01,9716.754
3,32,Automotive and Engineering Trades Workers,AUST,2025-01-01,9653.232
3,32,Automotive and Engineering Trades Workers,AUST,2025-02-01,9553.05
3,32,Automotive and Engineering Trades Workers,AUST,2025-03-01,9433.937
3,32,Automotive and Engineering Trades Workers,AUST,2025-04-01,9344.203
3,32,Automotive and Engineering Trades Workers,AUST,2025-05-01,9282.064
3,32,Automotive and Engineering Trades Workers,AUST,2025-06-01,9181.134
3,32,Automotive and Engineering Trades Workers,AUST,2025-07-01,9040.766
3,32,Automotive and Engineering Trades Workers,AUST,2025-08-01,8931.628
3,32,Automotive and Engineering Trades Workers,AUST,2025-09-01,8868.652
3,32,Automotive and Engineering Trades Workers,AUST,2025-10-01,8843.509
3,32,Automotive and Engineering Trades Workers,AUST,2025-11-01,8836.334
3,32,Automotive and Engineering Trades Workers,AUST,2025-12-01,8828.667
3,32,Automotive and Engineering Trades Workers,AUST,2026-01-01,8850.711
3,32,Automotive and Engineering Trades Workers,AUST,2026-02-01,8905.655
3,32,Automotive and Engineering Trades Workers,AUST,2026-03-01,8946.139
3,32,Automotive and Engineering Trades Workers,AUST,2026-04-01,8942.074
3,32,Automotive and Engineering Trades Workers,AUST,2026-05-01,8934.826
3,32,Automotive and Engineering Trades Workers,AUST,2026-06-01,8987.105
3,32,Automotive and Engineering Trades Workers,AUST,2026-07-01,9095.754
3,33,Construction Trades Workers,AUST,2006-01-01,2827.776
3,33,Construction Trades Workers,AUST,2006-02-01,2786.522
3,33,Construction Trades Workers,AUST,2006-03-01,2744.929
3,33,Construction Trades Workers,AUST,2006-04-01,2706.866
3,33,Construction Trades Workers,AUST,2006-05-01,2682.89
3,33,Construction Trades Workers,AUST,2006-06-01,2687.435
3,33,Construction Trades Workers,AUST,2006-07-01,2721.777
3,33,Construction Trades Workers,AUST,2006-08-01,2780.049
3,33,Construction Trades Workers,AUST,2006-09-01,2840.994
3,33,Construction Trades Workers,AUST,2006-10-01,2897.342
3,33,Construction Trades Workers,AUST,2006-11-01,2956.33
3,33,Construction Trades Workers,AUST,2006-12-01,3027.046
3,33,Construction Trades Workers,AUST,2007-01-01,3104.012
3,33,Construction Trades Workers,AUST,2007-02-01,3182.795
3,33,Construction Trades Workers,AUST,2007-03-01,3262.178
3,33,Construction Trades Workers,AUST,2007-04-01,3340.804
3,33,Construction Trades Workers,AUST,2007-05-01,3410.357
3,33,Construction Trades Workers,AUST,2007-06-01,3477.963
3,33,Construction Trades Workers,AUST,2007-07-01,3548.645
3,33,Construction Trades Workers,AUST,2007-08-01,3618.164
3,33,Construction Trades Workers,AUST,2007-09-01,3679.194
3,33,Construction Trades Workers,AUST,2007-10-01,3723.126
3,33,Construction Trades Workers,AUST,2007-11-01,3751.443
3,33,Construction Trades Workers,AUST,2007-12-01,3779.522
3,33,Construction Trades Workers,AUST,2008-01-01,3820.592
3,33,Construction Trades Workers,AUST,2008-02-01,3871.791
3,33,Construction Trades Workers,AUST,2008-03-01,3911.516
3,33,Construction Trades Workers,AUST,2008-04-01,3917.693
3,33,Construction Trades Workers,AUST,2008-05-01,3873.737
3,33,Construction Trades Workers,AUST,2008-06-01,3768.658
3,33,Construction Trades Workers,AUST,2008-07-01,3606.809
3,33,Construction Trades Workers,AUST,2008-08-01,3410.874
3,33,Construction Trades Workers,AUST,2008-09-01,3196.751
3,33,Construction Trades Workers,AUST,2008-10-01,2976.471
3,33,Construction Trades Workers,AUST,2008-11-01,2758.931
3,33,Construction Trades Workers,AUST,2008-12-01,2553.713
3,33,Construction Trades Workers,AUST,2009-01-01,2380.442
3,33,Construction Trades Workers,AUST,2009-02-01,2251.094
3,33,Construction Trades Workers,AUST,2009-03-01,2176.503
3,33,Construction Trades Workers,AUST,2009-04-01,2152.398
3,33,Construction Trades Workers,AUST,2009-05-01,2164.735
3,33,Construction Trades Workers,AUST,2009-06-01,2200.92
3,33,Construction Trades Workers,AUST,2009-07-01,2254.484
3,33,Construction Trades Workers,AUST,2009-08-01,2327.161
3,33,Construction Trades Workers,AUST,2009-09-01,2433.991
3,33,Construction Trades Workers,AUST,2009-10-01,2571.325
3,33,Construction Trades Workers,AUST,2009-11-01,2718.644
3,33,Construction Trades Workers,AUST,2009-12-01,2842.536
3,33,Construction Trades Workers,AUST,2010-01-01,2918.997
3,33,Construction Trades Workers,AUST,2010-02-01,2945.14
3,33,Construction Trades Workers,AUST,2010-03-01,2932.825
3,33,Construction Trades Workers,AUST,2010-04-01,2908.29
3,33,Construction Trades Workers,AUST,2010-05-01,2900.988
3,33,Construction Trades Workers,AUST,2010-06-01,2924.691
3,33,Construction Trades Workers,AUST,2010-07-01,2972.331
3,33,Construction Trades Workers,AUST,2010-08-01,3021.513
3,33,Construction Trades Workers,AUST,2010-09-01,3048.367
3,33,Construction Trades Workers,AUST,2010-10-01,3042.109
3,33,Construction Trades Workers,AUST,2010-11-01,3003.573
3,33,Construction Trades Workers,AUST,2010-12-01,2941.007
3,33,Construction Trades Workers,AUST,2011-01-01,2862.425
3,33,Construction Trades Workers,AUST,2011-02-01,2774.484
3,33,Construction Trades Workers,AUST,2011-03-01,2691.43
3,33,Construction Trades Workers,AUST,2011-04-01,2617.632
3,33,Construction Trades Workers,AUST,2011-05-01,2548.187
3,33,Construction Trades Workers,AUST,2011-06-01,2481.227
3,33,Construction Trades Workers,AUST,2011-07-01,2412.452
3,33,Construction Trades Workers,AUST,2011-08-01,2338.5
3,33,Construction Trades Workers,AUST,2011-09-01,2260.48
3,33,Construction Trades Workers,AUST,2011-10-01,2185.882
3,33,Construction Trades Workers,AUST,2011-11-01,2123.642
3,33,Construction Trades Workers,AUST,2011-12-01,2077.751
3,33,Construction Trades Workers,AUST,2012-01-01,2044.464
3,33,Construction Trades Workers,AUST,2012-02-01,2017.476
3,33,Construction Trades Workers,AUST,2012-03-01,1980.829
3,33,Construction Trades Workers,AUST,2012-04-01,1932.043
3,33,Construction Trades Workers,AUST,2012-05-01,1879.446
3,33,Construction Trades Workers,AUST,2012-06-01,1829.242
3,33,Construction Trades Workers,AUST,2012-07-01,1794.382
3,33,Construction Trades Workers,AUST,2012-08-01,1780.638
3,33,Construction Trades Workers,AUST,2012-09-01,1779.679
3,33,Construction Trades Workers,AUST,2012-10-01,1781.931
3,33,Construction Trades Workers,AUST,2012-11-01,1780.99
3,33,Construction Trades Workers,AUST,2012-12-01,1773.074
3,33,Construction Trades Workers,AUST,2013-01-01,1761.495
3,33,Construction Trades Workers,AUST,2013-02-01,1752.358
3,33,Construction Trades Workers,AUST,2013-03-01,1748.667
3,33,Construction Trades Workers,AUST,2013-04-01,1748.709
3,33,Construction Trades Workers,AUST,2013-05-01,1752.089
3,33,Construction Trades Workers,AUST,2013-06-01,1759.099
3,33,Construction Trades Workers,AUST,2013-07-01,1771.378
3,33,Construction Trades Workers,AUST,2013-08-01,1796.736
3,33,Construction Trades Workers,AUST,2013-09-01,1844.711
3,33,Construction Trades Workers,AUST,2013-10-01,1914.424
3,33,Construction Trades Workers,AUST,2013-11-01,1995.56
3,33,Construction Trades Workers,AUST,2013-12-01,2076.475
3,33,Construction Trades Workers,AUST,2014-01-01,2148.666
3,33,Construction Trades Workers,AUST,2014-02-01,2206.382
3,33,Construction Trades Workers,AUST,2014-03-01,2257.555
3,33,Construction Trades Workers,AUST,2014-04-01,2315.29
3,33,Construction Trades Workers,AUST,2014-05-01,2387.854
3,33,Construction Trades Workers,AUST,2014-06-01,2475.136
3,33,Construction Trades Workers,AUST,2014-07-01,2566.074
3,33,Construction Trades Workers,AUST,2014-08-01,2638.316
3,33,Construction Trades Workers,AUST,2014-09-01,2678.207
3,33,Construction Trades Workers,AUST,2014-10-01,2685.445
3,33,Construction Trades Workers,AUST,2014-11-01,2674.531
3,33,Construction Trades Workers,AUST,2014-12-01,2668.888
3,33,Construction Trades Workers,AUST,2015-01-01,2681.423
3,33,Construction Trades Workers,AUST,2015-02-01,2713.081
3,33,Construction Trades Workers,AUST,2015-03-01,2750.461
3,33,Construction Trades Workers,AUST,2015-04-01,2774.292
3,33,Construction Trades Workers,AUST,2015-05-01,2779.004
3,33,Construction Trades Workers,AUST,2015-06-01,2771.514
3,33,Construction Trades Workers,AUST,2015-07-01,2760.224
3,33,Construction Trades Workers,AUST,2015-08-01,2759.168
3,33,Construction Trades Workers,AUST,2015-09-01,2773.887
3,33,Construction Trades Workers,AUST,2015-10-01,2805.314
3,33,Construction Trades Workers,AUST,2015-11-01,2845.558
3,33,Construction Trades Workers,AUST,2015-12-01,2882.518
3,33,Construction Trades Workers,AUST,2016-01-01,2909.579
3,33,Construction Trades Workers,AUST,2016-02-01,2931.038
3,33,Construction Trades Workers,AUST,2016-03-01,2950.45
3,33,Construction Trades Workers,AUST,2016-04-01,2969.272
3,33,Construction Trades Workers,AUST,2016-05-01,2979.544
3,33,Construction Trades Workers,AUST,2016-06-01,2977.883
3,33,Construction Trades Workers,AUST,2016-07-01,2960.641
3,33,Construction Trades Workers,AUST,2016-08-01,2925.219
3,33,Construction Trades Workers,AUST,2016-09-01,2875.331
3,33,Construction Trades Workers,AUST,2016-10-01,2823.844
3,33,Construction Trades Workers,AUST,2016-11-01,2779.651
3,33,Construction Trades Workers,AUST,2016-12-01,2750.701
3,33,Construction Trades Workers,AUST,2017-01-01,2738.858
3,33,Construction Trades Workers,AUST,2017-02-01,2746.375
3,33,Construction Trades Workers,AUST,2017-03-01,2767.321
3,33,Construction Trades Workers,AUST,2017-04-01,2800.383
3,33,Construction Trades Workers,AUST,2017-05-01,2833.199
3,33,Construction Trades Workers,AUST,2017-06-01,2854.327
3,33,Construction Trades Workers,AUST,2017-07-01,2859.883
3,33,Construction Trades Workers,AUST,2017-08-01,2851.499
3,33,Construction Trades Workers,AUST,2017-09-01,2827.862
3,33,Construction Trades Workers,AUST,2017-10-01,2792.486
3,33,Construction Trades Workers,AUST,2017-11-01,2764.271
3,33,Construction Trades Workers,AUST,2017-12-01,2755.885
3,33,Construction Trades Workers,AUST,2018-01-01,2767.204
3,33,Construction Trades Workers,AUST,2018-02-01,2779.991
3,33,Construction Trades Workers,AUST,2018-03-01,2784.718
3,33,Construction Trades Workers,AUST,2018-04-01,2772.916
3,33,Construction Trades Workers,AUST,2018-05-01,2738.315
3,33,Construction Trades Workers,AUST,2018-06-01,2680.98
3,33,Construction Trades Workers,AUST,2018-07-01,2599.745
3,33,Construction Trades Workers,AUST,2018-08-01,2511.292
3,33,Construction Trades Workers,AUST,2018-09-01,2435.835
3,33,Construction Trades Workers,AUST,2018-10-01,2379.215
3,33,Construction Trades Workers,AUST,2018-11-01,2332.773
3,33,Construction Trades Workers,AUST,2018-12-01,2289.398
3,33,Construction Trades Workers,AUST,2019-01-01,2247.024
3,33,Construction Trades Workers,AUST,2019-02-01,2202.332
3,33,Construction Trades Workers,AUST,2019-03-01,2154.581
3,33,Construction Trades Workers,AUST,2019-04-01,2103.633
3,33,Construction Trades Workers,AUST,2019-05-01,2062.569
3,33,Construction Trades Workers,AUST,2019-06-01,2033.997
3,33,Construction Trades Workers,AUST,2019-07-01,2021.686
3,33,Construction Trades Workers,AUST,2019-08-01,2016.625
3,33,Construction Trades Workers,AUST,2019-09-01,2004.498
3,33,Construction Trades Workers,AUST,2019-10-01,1975.177
3,33,Construction Trades Workers,AUST,2019-11-01,1921.487
3,33,Construction Trades Workers,AUST,2019-12-01,1841.054
3,33,Construction Trades Workers,AUST,2020-01-01,1744.195
3,33,Construction Trades Workers,AUST,2020-02-01,1663.447
3,33,Construction Trades Workers,AUST,2020-03-01,1624.928
3,33,Construction Trades Workers,AUST,2020-04-01,1645.694
3,33,Construction Trades Workers,AUST,2020-05-01,1732.017
3,33,Construction Trades Workers,AUST,2020-06-01,1881.399
3,33,Construction Trades Workers,AUST,2020-07-01,2080.066
3,33,Construction Trades Workers,AUST,2020-08-01,2302.01
3,33,Construction Trades Workers,AUST,2020-09-01,2522.766
3,33,Construction Trades Workers,AUST,2020-10-01,2728.897
3,33,Construction Trades Workers,AUST,2020-11-01,2921.677
3,33,Construction Trades Workers,AUST,2020-12-01,3110.33
3,33,Construction Trades Workers,AUST,2021-01-01,3294.428
3,33,Construction Trades Workers,AUST,2021-02-01,3456.02
3,33,Construction Trades Workers,AUST,2021-03-01,3573.978
3,33,Construction Trades Workers,AUST,2021-04-01,3634.938
3,33,Construction Trades Workers,AUST,2021-05-01,3637.555
3,33,Construction Trades Workers,AUST,2021-06-01,3603.689
3,33,Construction Trades Workers,AUST,2021-07-01,3564.604
3,33,Construction Trades Workers,AUST,2021-08-01,3555.863
3,33,Construction Trades Workers,AUST,2021-09-01,3602.684
3,33,Construction Trades Workers,AUST,2021-10-01,3703.502
3,33,Construction Trades Workers,AUST,2021-11-01,3831.799
3,33,Construction Trades Workers,AUST,2021-12-01,3950.24
3,33,Construction Trades Workers,AUST,2022-01-01,4040.374
3,33,Construction Trades Workers,AUST,2022-02-01,4090.855
3,33,Construction Trades Workers,AUST,2022-03-01,4105.952
3,33,Construction Trades Workers,AUST,2022-04-01,4089.888
3,33,Construction Trades Workers,AUST,2022-05-01,4041.434
3,33,Construction Trades Workers,AUST,2022-06-01,3962.825
3,33,Construction Trades Workers,AUST,2022-07-01,3864.176
3,33,Construction Trades Workers,AUST,2022-08-01,3760.445
3,33,Construction Trades Workers,AUST,2022-09-01,3667.318
3,33,Construction Trades Workers,AUST,2022-10-01,3606.552
3,33,Construction Trades Workers,AUST,2022-11-01,3599.075
3,33,Construction Trades Workers,AUST,2022-12-01,3651.156
3,33,Construction Trades Workers,AUST,2023-01-01,3739.291
3,33,Construction Trades Workers,AUST,2023-02-01,3829.514
3,33,Construction Trades Workers,AUST,2023-03-01,3897.251
3,33,Construction Trades Workers,AUST,2023-04-01,3927.932
3,33,Construction Trades Workers,AUST,2023-05-01,3927.418
3,33,Construction Trades Workers,AUST,2023-06-01,3900.159
3,33,Construction Trades Workers,AUST,2023-07-01,3859.887
3,33,Construction Trades Workers,AUST,2023-08-01,3816.727
3,33,Construction Trades Workers,AUST,2023-09-01,3768.391
3,33,Construction Trades Workers,AUST,2023-10-01,3713.063
3,33,Construction Trades Workers,AUST,2023-11-01,3643.037
3,33,Construction Trades Workers,AUST,2023-12-01,3555.142
3,33,Construction Trades Workers,AUST,2024-01-01,3461.714
3,33,Construction Trades Workers,AUST,2024-02-01,3374.658
3,33,Construction Trades Workers,AUST,2024-03-01,3300.068
3,33,Construction Trades Workers,AUST,2024-04-01,3250.989
3,33,Construction Trades Workers,AUST,2024-05-01,3233.584
3,33,Construction Trades Workers,AUST,2024-06-01,3247.568
3,33,Construction Trades Workers,AUST,2024-07-01,3274.349
3,33,Construction Trades Workers,AUST,2024-08-01,3300.552
3,33,Construction Trades Workers,AUST,2024-09-01,3323.645
3,33,Construction Trades Workers,AUST,2024-10-01,3334.448
3,33,Construction Trades Workers,AUST,2024-11-01,3333.214
3,33,Construction Trades Workers,AUST,2024-12-01,3326.52
3,33,Construction Trades Workers,AUST,2025-01-01,3318.122
3,33,Construction Trades Workers,AUST,2025-02-01,3322.159
3,33,Construction Trades Workers,AUST,2025-03-01,3346.168
3,33,Construction Trades Workers,AUST,2025-04-01,3379.465
3,33,Construction Trades Workers,AUST,2025-05-01,3413.932
3,33,Construction Trades Workers,AUST,2025-06-01,3440.691
3,33,Construction Trades Workers,AUST,2025-07-01,3449.817
3,33,Construction Trades Workers,AUST,2025-08-01,3440.402
3,33,Construction Trades Workers,AUST,2025-09-01,3418.068
3,33,Construction Trades Workers,AUST,2025-10-01,3397.597
3,33,Construction Trades Workers,AUST,2025-11-01,3394.874
3,33,Construction Trades Workers,AUST,2025-12-01,3411.43
3,33,Construction Trades Workers,AUST,2026-01-01,3437.927
3,33,Construction Trades Workers,AUST,2026-02-01,3460.569
3,33,Construction Trades Workers,AUST,2026-03-01,3472.463
3,33,Construction Trades Workers,AUST,2026-04-01,3477.048
3,33,Construction Trades Workers,AUST,2026-05-01,3477.865
3,33,Construction Trades Workers,AUST,2026-06-01,3483.667
3,33,Construction Trades Workers,AUST,2026-07-01,3505.165
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-01-01,2461.115
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-02-01,2458.27
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-03-01,2455.273
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-04-01,2447.564
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-05-01,2433.149
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-06-01,2410.807
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-07-01,2376.051
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-08-01,2332.364
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-09-01,2284.663
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-10-01,2244.752
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-11-01,2235.624
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2006-12-01,2274.937
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-01-01,2356.678
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-02-01,2466.891
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-03-01,2587.253
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-04-01,2695.629
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-05-01,2774.92
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-06-01,2820.425
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-07-01,2848.33
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-08-01,2878.35
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-09-01,2922.689
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-10-01,2973.987
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-11-01,3016.24
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2007-12-01,3038.378
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-01-01,3041.333
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-02-01,3031.198
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-03-01,3013.962
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-04-01,2998.179
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-05-01,2987.848
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-06-01,2981.93
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-07-01,2969.277
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-08-01,2938.78
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-09-01,2881.234
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-10-01,2794.058
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-11-01,2674.221
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2008-12-01,2520.021
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-01-01,2345.089
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-02-01,2166.521
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-03-01,2005.863
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-04-01,1878.937
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-05-01,1789.977
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-06-01,1730.265
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-07-01,1692.83
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-08-01,1677.041
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-09-01,1686.31
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-10-01,1719.487
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-11-01,1770.665
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2009-12-01,1834.456
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-01-01,1898.773
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-02-01,1953.12
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-03-01,1996.09
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-04-01,2035.464
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-05-01,2085.417
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-06-01,2154.183
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-07-01,2237.337
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-08-01,2320.284
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-09-01,2388.241
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-10-01,2438.469
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-11-01,2479.414
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2010-12-01,2516.773
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-01-01,2553.352
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-02-01,2595.23
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-03-01,2642.48
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-04-01,2687.645
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-05-01,2718.906
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-06-01,2730.683
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-07-01,2722.651
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-08-01,2692.516
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-09-01,2646.533
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-10-01,2594.39
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-11-01,2549.925
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2011-12-01,2525.547
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-01-01,2524.166
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-02-01,2532.849
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-03-01,2527.578
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-04-01,2496.939
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-05-01,2436.386
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-06-01,2350.647
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-07-01,2257.64
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-08-01,2177.598
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-09-01,2118.428
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-10-01,2077.039
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-11-01,2046.515
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2012-12-01,2018.658
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-01-01,1988.023
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-02-01,1950.254
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-03-01,1905.141
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-04-01,1857.252
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-05-01,1813.613
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-06-01,1782.121
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-07-01,1760.81
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-08-01,1751.897
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-09-01,1758.311
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-10-01,1774.556
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-11-01,1791.614
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2013-12-01,1804.06
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2014-01-01,1811.673
3,34,Electrotechnology and Telecommunications Trades Workers,AUST,2014-02-01,1816.925
