onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
31-9097.00,Phlebotomists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",48.0,08/2026,Occupational Expert,O*NET
31-9099.01,Speech-Language Pathology Assistants,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",11.76,08/2022,Incumbent,O*NET
31-9099.01,Speech-Language Pathology Assistants,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,32.74,08/2022,Incumbent,O*NET
31-9099.01,Speech-Language Pathology Assistants,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",32.53,08/2022,Incumbent,O*NET
31-9099.02,Endoscopy Technicians,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,50.0,08/2023,Occupational Expert,O*NET
31-9099.02,Endoscopy Technicians,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",53.85,08/2023,Occupational Expert,O*NET
31-9099.02,Endoscopy Technicians,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",53.85,08/2023,Occupational Expert,O*NET
33-1011.00,First-Line Supervisors of Correctional Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",39.15,08/2020,Incumbent,O*NET
33-1011.00,First-Line Supervisors of Correctional Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",34.78,08/2020,Incumbent,O*NET
33-1011.00,First-Line Supervisors of Correctional Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",40.23,08/2020,Incumbent,O*NET
33-1012.00,First-Line Supervisors of Police and Detectives,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,71.55,08/2024,Incumbent,O*NET
33-1012.00,First-Line Supervisors of Police and Detectives,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",36.55,08/2024,Incumbent,O*NET
33-1012.00,First-Line Supervisors of Police and Detectives,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",44.53,08/2024,Incumbent,O*NET
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",18.61,08/2026,Incumbent,O*NET
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",33.28,08/2026,Incumbent,O*NET
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",34.05,08/2026,Incumbent,O*NET
33-1091.00,First-Line Supervisors of Security Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",33.61,08/2025,Incumbent,O*NET
33-1091.00,First-Line Supervisors of Security Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,42.32,08/2025,Incumbent,O*NET
33-1091.00,First-Line Supervisors of Security Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",31.96,08/2025,Incumbent,O*NET
33-2011.00,Firefighters,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,53.56,08/2026,Incumbent,O*NET
33-2011.00,Firefighters,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",29.08,08/2026,Incumbent,O*NET
