onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
35-3023.00,Fast Food and Counter Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,43.83,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",39.88,08/2025,Incumbent,O*NET
35-3023.01,Baristas,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,57.71,08/2026,Incumbent,O*NET
35-3023.01,Baristas,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,44.55,08/2026,Incumbent,O*NET
35-3023.01,Baristas,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",60.17,08/2026,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,55.64,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,63.46,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",55.0,08/2025,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,38.23,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,45.43,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",54.31,08/2020,Incumbent,O*NET
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,40.64,08/2021,Incumbent,O*NET
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,59.1,08/2021,Incumbent,O*NET
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",81.86,08/2021,Incumbent,O*NET
35-9021.00,Dishwashers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,43.5,08/2025,Incumbent,O*NET
35-9021.00,Dishwashers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,51.07,08/2025,Incumbent,O*NET
35-9021.00,Dishwashers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",40.8,08/2025,Incumbent,O*NET
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,63.23,08/2025,Incumbent,O*NET
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,59.93,08/2025,Incumbent,O*NET
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",83.35,08/2025,Incumbent,O*NET
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",35.56,08/2020,Incumbent,O*NET
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",34.03,08/2020,Incumbent,O*NET
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",28.1,08/2020,Incumbent,O*NET
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",28.11,08/2021,Incumbent,O*NET
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,35.05,08/2021,Incumbent,O*NET
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",32.96,08/2021,Incumbent,O*NET
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,19.38,08/2023,Incumbent,O*NET
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,14.84,08/2023,Incumbent,O*NET
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",26.89,08/2023,Incumbent,O*NET
37-2012.00,Maids and Housekeeping Cleaners,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,48.19,08/2020,Incumbent,O*NET
37-2012.00,Maids and Housekeeping Cleaners,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,59.27,08/2020,Incumbent,O*NET
37-2012.00,Maids and Housekeeping Cleaners,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",42.27,08/2020,Incumbent,O*NET
37-2021.00,Pest Control Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",13.04,08/2026,Incumbent,O*NET
37-2021.00,Pest Control Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",58.97,08/2026,Incumbent,O*NET
37-2021.00,Pest Control Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",49.78,08/2026,Incumbent,O*NET
37-3011.00,Landscaping and Groundskeeping Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,8.17,08/2026,Incumbent,O*NET
37-3011.00,Landscaping and Groundskeeping Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,88.95,08/2026,Incumbent,O*NET
37-3011.00,Landscaping and Groundskeeping Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",32.06,08/2026,Incumbent,O*NET
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,43.03,08/2026,Incumbent,O*NET
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",52.71,08/2026,Incumbent,O*NET
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",39.52,08/2026,Incumbent,O*NET
37-3013.00,Tree Trimmers and Pruners,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,21.49,08/2018,Incumbent,O*NET
37-3013.00,Tree Trimmers and Pruners,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",30.42,08/2018,Incumbent,O*NET
37-3013.00,Tree Trimmers and Pruners,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.36,08/2018,Incumbent,O*NET
39-1013.00,First-Line Supervisors of Gambling Services Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",24.18,08/2022,Incumbent,O*NET
39-1013.00,First-Line Supervisors of Gambling Services Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,25.84,08/2022,Incumbent,O*NET
39-1013.00,First-Line Supervisors of Gambling Services Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",26.63,08/2022,Incumbent,O*NET
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",34.19,08/2026,Incumbent,O*NET
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,32.14,08/2026,Incumbent,O*NET
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",27.58,08/2026,Incumbent,O*NET
39-1022.00,First-Line Supervisors of Personal Service Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",67.62,08/2024,Incumbent,O*NET
39-1022.00,First-Line Supervisors of Personal Service Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",11.9,08/2024,Incumbent,O*NET
39-1022.00,First-Line Supervisors of Personal Service Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",10.43,08/2024,Incumbent,O*NET
39-2011.00,Animal Trainers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",31.36,07/2014,Incumbent,O*NET
39-2011.00,Animal Trainers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",25.22,07/2014,Incumbent,O*NET
39-2011.00,Animal Trainers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",23.05,07/2014,Incumbent,O*NET
39-2021.00,Animal Caretakers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",24.05,08/2019,Incumbent,O*NET
39-2021.00,Animal Caretakers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,32.66,08/2019,Incumbent,O*NET
39-2021.00,Animal Caretakers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",56.76,08/2019,Incumbent,O*NET
39-3011.00,Gambling Dealers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",37.21,08/2019,Incumbent,O*NET
39-3011.00,Gambling Dealers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,42.76,08/2019,Incumbent,O*NET
39-3011.00,Gambling Dealers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",37.53,08/2019,Incumbent,O*NET
39-3012.00,Gambling and Sports Book Writers and Runners,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,46.35,07/2014,Incumbent,O*NET
39-3012.00,Gambling and Sports Book Writers and Runners,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,40.61,07/2014,Incumbent,O*NET
39-3012.00,Gambling and Sports Book Writers and Runners,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",59.46,07/2014,Incumbent,O*NET
39-3021.00,Motion Picture Projectionists,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,46.04,08/2020,Incumbent,O*NET
39-3021.00,Motion Picture Projectionists,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",36.03,08/2020,Incumbent,O*NET
39-3021.00,Motion Picture Projectionists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",33.27,08/2020,Incumbent,O*NET
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,75.32,08/2026,Incumbent,O*NET
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,46.74,08/2026,Incumbent,O*NET
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",30.7,08/2026,Incumbent,O*NET
39-3091.00,Amusement and Recreation Attendants,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,88.66,08/2020,Incumbent,O*NET
39-3091.00,Amusement and Recreation Attendants,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",4.66,08/2020,Incumbent,O*NET
39-3091.00,Amusement and Recreation Attendants,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",9.02,08/2020,Incumbent,O*NET
39-3092.00,Costume Attendants,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",33.88,07/2016,Incumbent,O*NET
39-3092.00,Costume Attendants,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,29.93,07/2016,Incumbent,O*NET
39-3092.00,Costume Attendants,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",52.44,07/2016,Incumbent,O*NET
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",46.34,08/2026,Incumbent,O*NET
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,46.65,08/2026,Incumbent,O*NET
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",45.77,08/2026,Incumbent,O*NET
39-4011.00,Embalmers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",53.05,08/2021,Incumbent,O*NET
39-4011.00,Embalmers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",27.12,08/2021,Incumbent,O*NET
39-4011.00,Embalmers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",36.27,08/2021,Incumbent,O*NET
39-4021.00,Funeral Attendants,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,54.73,08/2024,Incumbent,O*NET
39-4021.00,Funeral Attendants,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,33.27,08/2024,Incumbent,O*NET
39-4021.00,Funeral Attendants,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",36.14,08/2024,Incumbent,O*NET
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,56.04,08/2024,Incumbent,O*NET
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",33.74,08/2024,Incumbent,O*NET
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",26.34,08/2024,Incumbent,O*NET
39-5011.00,Barbers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,54.55,08/2026,Occupational Expert,O*NET
39-5011.00,Barbers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,33.33,08/2026,Occupational Expert,O*NET
39-5011.00,Barbers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",39.39,08/2026,Occupational Expert,O*NET
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,58.37,08/2026,Incumbent,O*NET
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",21.63,08/2026,Incumbent,O*NET
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",25.25,08/2026,Incumbent,O*NET
39-5091.00,"Makeup Artists, Theatrical and Performance",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",30.0,08/2025,Occupational Expert,O*NET
39-5091.00,"Makeup Artists, Theatrical and Performance",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,42.86,08/2025,Occupational Expert,O*NET
39-5091.00,"Makeup Artists, Theatrical and Performance",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,28.57,08/2025,Occupational Expert,O*NET
39-5092.00,Manicurists and Pedicurists,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",18.84,07/2015,Incumbent,O*NET
39-5092.00,Manicurists and Pedicurists,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,30.82,07/2015,Incumbent,O*NET
39-5092.00,Manicurists and Pedicurists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",31.13,07/2015,Incumbent,O*NET
39-5093.00,Shampooers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,27.88,06/2008,Incumbent,O*NET
39-5093.00,Shampooers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,15.09,06/2008,Incumbent,O*NET
39-5093.00,Shampooers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",58.7,06/2008,Incumbent,O*NET
39-5094.00,Skincare Specialists,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,12.78,08/2025,Incumbent,O*NET
39-5094.00,Skincare Specialists,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",38.75,08/2025,Incumbent,O*NET
39-5094.00,Skincare Specialists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",46.13,08/2025,Incumbent,O*NET
39-6011.00,Baggage Porters and Bellhops,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",28.21,08/2018,Incumbent,O*NET
39-6011.00,Baggage Porters and Bellhops,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",12.09,08/2018,Incumbent,O*NET
39-6011.00,Baggage Porters and Bellhops,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",24.5,08/2018,Incumbent,O*NET
39-6012.00,Concierges,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",31.82,08/2025,Occupational Expert,O*NET
39-6012.00,Concierges,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,45.45,08/2025,Occupational Expert,O*NET
39-6012.00,Concierges,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",45.45,08/2025,Occupational Expert,O*NET
39-7011.00,Tour Guides and Escorts,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",39.01,08/2020,Incumbent,O*NET
39-7011.00,Tour Guides and Escorts,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,28.93,08/2020,Incumbent,O*NET
39-7011.00,Tour Guides and Escorts,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",27.82,08/2020,Incumbent,O*NET
39-7012.00,Travel Guides,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,42.44,08/2022,Incumbent,O*NET
39-7012.00,Travel Guides,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",43.26,08/2022,Incumbent,O*NET
39-7012.00,Travel Guides,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",48.35,08/2022,Incumbent,O*NET
39-9011.00,Childcare Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",34.72,08/2018,Incumbent,O*NET
39-9011.00,Childcare Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,33.43,08/2018,Incumbent,O*NET
39-9011.00,Childcare Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",44.36,08/2018,Incumbent,O*NET
39-9011.01,Nannies,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",44.0,08/2023,Occupational Expert,O*NET
39-9011.01,Nannies,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,40.0,08/2023,Occupational Expert,O*NET
39-9011.01,Nannies,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",48.0,08/2023,Occupational Expert,O*NET
39-9031.00,Exercise Trainers and Group Fitness Instructors,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",42.86,08/2025,Occupational Expert,O*NET
39-9031.00,Exercise Trainers and Group Fitness Instructors,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,38.1,08/2025,Occupational Expert,O*NET
