anzsco_code,occupation,industry_rank,industry
224213,,3,Public Administration and Safety
224214,,1,Public Administration and Safety
224214,,2,"Professional, Scientific and Technical Services"
224214,,3,Health Care and Social Assistance
224411,,1,Public Administration and Safety
224411,,2,"Professional, Scientific and Technical Services"
224412,,1,Public Administration and Safety
224412,,2,Health Care and Social Assistance
224412,,3,"Professional, Scientific and Technical Services"
224511,,1,"Rental, Hiring and Real Estate Services"
224511,,2,Construction
224511,,3,Public Administration and Safety
224512,,1,"Rental, Hiring and Real Estate Services"
224512,,2,Public Administration and Safety
224512,,3,"Professional, Scientific and Technical Services"
224711,,1,"Professional, Scientific and Technical Services"
224711,,2,Financial and Insurance Services
224711,,3,Public Administration and Safety
224712,,1,Financial and Insurance Services
224712,,2,"Professional, Scientific and Technical Services"
224712,,3,Public Administration and Safety
224911,,1,Public Administration and Safety
224912,,1,Public Administration and Safety
224912,,2,Health Care and Social Assistance
224912,,3,Education and Training
224913,,1,"Professional, Scientific and Technical Services"
224913,,2,Other Services
224914,,1,Public Administration and Safety
224914,,2,"Professional, Scientific and Technical Services"
224999,,1,Public Administration and Safety
224999,,2,"Professional, Scientific and Technical Services"
224999,,3,Financial and Insurance Services
225111,,1,"Professional, Scientific and Technical Services"
225111,,2,Information Media and Telecommunications
225112,,1,"Professional, Scientific and Technical Services"
225112,,2,Financial and Insurance Services
225112,,3,Retail Trade
225113,,1,"Professional, Scientific and Technical Services"
225113,,2,Financial and Insurance Services
225113,,3,Retail Trade
225211,,1,"Professional, Scientific and Technical Services"
225211,,2,Information Media and Telecommunications
225211,,3,Wholesale Trade
225212,,1,"Professional, Scientific and Technical Services"
225212,,2,Information Media and Telecommunications
225212,,3,Wholesale Trade
225213,,1,"Professional, Scientific and Technical Services"
225213,,2,Information Media and Telecommunications
225213,,3,Retail Trade
225411,,1,Wholesale Trade
225411,,2,Manufacturing
225411,,3,Retail Trade
225412,,1,Wholesale Trade
225412,,2,Health Care and Social Assistance
225412,,3,Manufacturing
225499,,1,Wholesale Trade
225499,,2,Education and Training
225499,,3,Retail Trade
231111,,1,"Transport, Postal and Warehousing"
231111,,2,Public Administration and Safety
231112,,1,"Transport, Postal and Warehousing"
231112,,2,Public Administration and Safety
231113,,1,Education and Training
231113,,2,"Transport, Postal and Warehousing"
231113,,3,Public Administration and Safety
231114,,1,"Transport, Postal and Warehousing"
231114,,2,Public Administration and Safety
231114,,3,"Agriculture, Forestry and Fishing"
231199,,1,"Transport, Postal and Warehousing"
231199,,2,Public Administration and Safety
231211,,1,"Agriculture, Forestry and Fishing"
231211,,2,"Transport, Postal and Warehousing"
231212,,1,"Transport, Postal and Warehousing"
231212,,2,Public Administration and Safety
231212,,3,Manufacturing
231213,,1,"Transport, Postal and Warehousing"
231214,,1,"Transport, Postal and Warehousing"
231214,,2,Public Administration and Safety
231215,,1,"Professional, Scientific and Technical Services"
231215,,2,"Transport, Postal and Warehousing"
231215,,3,Public Administration and Safety
231299,,1,"Transport, Postal and Warehousing"
231299,,2,Public Administration and Safety
232111,,1,"Professional, Scientific and Technical Services"
232111,,2,Construction
232112,,1,"Professional, Scientific and Technical Services"
232112,,2,Construction
232112,,3,Public Administration and Safety
232212,,1,"Professional, Scientific and Technical Services"
232212,,2,Construction
232212,,3,Mining
232213,,1,Public Administration and Safety
232213,,2,"Professional, Scientific and Technical Services"
232213,,3,Mining
232214,,1,Public Administration and Safety
232214,,2,"Professional, Scientific and Technical Services"
232214,,3,"Electricity, Gas, Water and Waste Services"
232311,,1,Retail Trade
232311,,2,"Professional, Scientific and Technical Services"
232311,,3,Manufacturing
232312,,1,"Professional, Scientific and Technical Services"
232312,,2,Manufacturing
232312,,3,Retail Trade
232313,,1,"Professional, Scientific and Technical Services"
232313,,2,Retail Trade
232313,,3,Manufacturing
232411,,1,"Professional, Scientific and Technical Services"
232411,,2,Manufacturing
232411,,3,Information Media and Telecommunications
232412,,1,Information Media and Telecommunications
232412,,2,Arts and Recreation Services
232412,,3,"Professional, Scientific and Technical Services"
232413,,1,"Professional, Scientific and Technical Services"
232413,,2,Education and Training
232413,,3,Information Media and Telecommunications
232414,,1,"Professional, Scientific and Technical Services"
232414,,2,Retail Trade
232414,,3,Education and Training
233111,,1,Manufacturing
233111,,2,"Professional, Scientific and Technical Services"
233111,,3,Mining
233112,,1,"Professional, Scientific and Technical Services"
233112,,2,Manufacturing
233112,,3,Mining
233211,,1,Construction
233211,,2,"Professional, Scientific and Technical Services"
233211,,3,Public Administration and Safety
233212,,1,"Professional, Scientific and Technical Services"
233212,,2,Mining
233213,,1,"Professional, Scientific and Technical Services"
233213,,2,Construction
233214,,1,"Professional, Scientific and Technical Services"
233214,,2,Construction
233215,,1,"Professional, Scientific and Technical Services"
233215,,2,Public Administration and Safety
233215,,3,"Transport, Postal and Warehousing"
233511,,1,Manufacturing
233511,,2,"Professional, Scientific and Technical Services"
233511,,3,Construction
233512,,1,"Professional, Scientific and Technical Services"
233512,,2,Manufacturing
233512,,3,Mining
233513,,1,Manufacturing
233513,,2,"Professional, Scientific and Technical Services"
233513,,3,Mining
233611,,1,Mining
233611,,2,"Professional, Scientific and Technical Services"
233612,,1,Mining
233612,,2,"Professional, Scientific and Technical Services"
233612,,3,Construction
233911,,1,Public Administration and Safety
233911,,2,Manufacturing
233911,,3,"Professional, Scientific and Technical Services"
233912,,1,"Agriculture, Forestry and Fishing"
233912,,2,Manufacturing
233912,,3,"Professional, Scientific and Technical Services"
233913,,1,Health Care and Social Assistance
233913,,2,Wholesale Trade
233913,,3,Manufacturing
233914,,1,Manufacturing
233914,,2,"Professional, Scientific and Technical Services"
233914,,3,Construction
233915,,1,"Professional, Scientific and Technical Services"
233915,,2,"Electricity, Gas, Water and Waste Services"
233915,,3,Public Administration and Safety
233916,,1,"Professional, Scientific and Technical Services"
233916,,2,Manufacturing
233916,,3,Public Administration and Safety
233999,,1,"Professional, Scientific and Technical Services"
233999,,2,Manufacturing
233999,,3,Public Administration and Safety
234111,,1,"Agriculture, Forestry and Fishing"
234111,,2,Public Administration and Safety
234111,,3,"Professional, Scientific and Technical Services"
234112,,1,"Agriculture, Forestry and Fishing"
234112,,2,"Professional, Scientific and Technical Services"
234112,,3,Wholesale Trade
234113,,1,"Agriculture, Forestry and Fishing"
234113,,2,Public Administration and Safety
234113,,3,"Professional, Scientific and Technical Services"
234211,,1,Manufacturing
234211,,2,"Professional, Scientific and Technical Services"
234211,,3,Education and Training
234212,,1,Manufacturing
234212,,2,"Professional, Scientific and Technical Services"
234212,,3,Wholesale Trade
234213,,1,Manufacturing
234311,,1,Public Administration and Safety
234311,,2,"Professional, Scientific and Technical Services"
234312,,1,"Professional, Scientific and Technical Services"
234312,,2,Mining
234312,,3,Public Administration and Safety
234313,,1,"Professional, Scientific and Technical Services"
234313,,2,Public Administration and Safety
234313,,3,"Electricity, Gas, Water and Waste Services"
234314,,1,Arts and Recreation Services
234314,,2,Public Administration and Safety
234314,,3,"Agriculture, Forestry and Fishing"
234399,,1,Public Administration and Safety
234399,,2,"Professional, Scientific and Technical Services"
234399,,3,"Electricity, Gas, Water and Waste Services"
234411,,1,Mining
234411,,2,"Professional, Scientific and Technical Services"
234412,,1,Mining
234412,,2,"Professional, Scientific and Technical Services"
234412,,3,Public Administration and Safety
234413,,1,"Professional, Scientific and Technical Services"
234413,,2,Public Administration and Safety
234413,,3,Mining
234511,,1,Education and Training
234511,,2,"Professional, Scientific and Technical Services"
234511,,3,Public Administration and Safety
234513,,1,Education and Training
234513,,2,Health Care and Social Assistance
234513,,3,"Professional, Scientific and Technical Services"
234514,,1,"Professional, Scientific and Technical Services"
234514,,2,Education and Training
234514,,3,Health Care and Social Assistance
234515,,1,"Professional, Scientific and Technical Services"
234515,,2,Public Administration and Safety
234515,,3,Education and Training
234516,,1,"Professional, Scientific and Technical Services"
234516,,2,Public Administration and Safety
234516,,3,Education and Training
234517,,1,"Professional, Scientific and Technical Services"
234517,,2,Manufacturing
234517,,3,Health Care and Social Assistance
234518,,1,"Professional, Scientific and Technical Services"
234518,,2,Public Administration and Safety
234518,,3,Education and Training
234599,,1,Health Care and Social Assistance
234599,,2,"Professional, Scientific and Technical Services"
234599,,3,Education and Training
234911,,1,Arts and Recreation Services
234911,,2,Information Media and Telecommunications
234911,,3,Public Administration and Safety
234912,,1,Mining
234912,,2,"Professional, Scientific and Technical Services"
234912,,3,Manufacturing
234913,,1,"Professional, Scientific and Technical Services"
234913,,2,Education and Training
234913,,3,Public Administration and Safety
234914,,1,Health Care and Social Assistance
234914,,2,Education and Training
234914,,3,Public Administration and Safety
234915,,1,Health Care and Social Assistance
234915,,2,Arts and Recreation Services
234999,,1,Health Care and Social Assistance
234999,,2,Public Administration and Safety
234999,,3,"Professional, Scientific and Technical Services"
241511,,1,Education and Training
241512,,1,Education and Training
241512,,2,Health Care and Social Assistance
241513,,1,Education and Training
241599,,1,Education and Training
242111,,1,Education and Training
242112,,1,Education and Training
249111,,1,Education and Training
249111,,2,Public Administration and Safety
249111,,3,Health Care and Social Assistance
249112,,1,Education and Training
249112,,2,Public Administration and Safety
249112,,3,"Professional, Scientific and Technical Services"
249211,,1,Education and Training
249211,,2,Arts and Recreation Services
249211,,3,Health Care and Social Assistance
249212,,1,Education and Training
249213,,1,Education and Training
249213,,2,Arts and Recreation Services
249214,,1,Education and Training
249299,,1,Education and Training
251111,,1,Health Care and Social Assistance
251112,,1,Health Care and Social Assistance
251112,,2,Other Services
251112,,3,Education and Training
251211,,1,Health Care and Social Assistance
251212,,1,Health Care and Social Assistance
251213,,1,Health Care and Social Assistance
251214,,1,Health Care and Social Assistance
251311,,1,Public Administration and Safety
251311,,2,Health Care and Social Assistance
251311,,3,Manufacturing
251312,,1,Public Administration and Safety
251312,,2,Construction
251312,,3,Health Care and Social Assistance
251411,,1,Health Care and Social Assistance
251412,,1,Health Care and Social Assistance
251511,,1,Health Care and Social Assistance
251511,,2,Retail Trade
251512,,1,Manufacturing
251512,,2,"Professional, Scientific and Technical Services"
251512,,3,Wholesale Trade
251513,,1,Retail Trade
251513,,2,Health Care and Social Assistance
251911,,1,Health Care and Social Assistance
251911,,2,Education and Training
251911,,3,Public Administration and Safety
251912,,1,Health Care and Social Assistance
251912,,2,Manufacturing
251999,,1,Health Care and Social Assistance
251999,,2,Public Administration and Safety
252111,,1,Health Care and Social Assistance
252112,,1,Health Care and Social Assistance
252211,,1,Health Care and Social Assistance
252212,,1,Health Care and Social Assistance
252213,,1,Health Care and Social Assistance
252213,,2,Retail Trade
252214,,1,Health Care and Social Assistance
252299,,1,Health Care and Social Assistance
252299,,2,Education and Training
252311,,1,Health Care and Social Assistance
252312,,1,Health Care and Social Assistance
252711,,1,Health Care and Social Assistance
252711,,2,Manufacturing
252712,,1,Health Care and Social Assistance
252712,,2,Education and Training
253111,,1,Health Care and Social Assistance
253112,,1,Health Care and Social Assistance
253311,,1,Health Care and Social Assistance
253312,,1,Health Care and Social Assistance
253313,,1,Health Care and Social Assistance
253314,,1,Health Care and Social Assistance
253315,,1,Health Care and Social Assistance
253316,,1,Health Care and Social Assistance
253317,,1,Health Care and Social Assistance
253318,,1,Health Care and Social Assistance
253321,,1,Health Care and Social Assistance
253322,,1,Health Care and Social Assistance
253323,,1,Health Care and Social Assistance
253324,,1,Health Care and Social Assistance
253399,,1,Health Care and Social Assistance
253511,,1,Health Care and Social Assistance
253512,,1,Health Care and Social Assistance
253513,,1,Health Care and Social Assistance
253514,,1,Health Care and Social Assistance
253515,,1,Health Care and Social Assistance
253516,,1,Health Care and Social Assistance
253517,,1,Health Care and Social Assistance
253518,,1,Health Care and Social Assistance
253521,,1,Health Care and Social Assistance
253911,,1,Health Care and Social Assistance
253912,,1,Health Care and Social Assistance
253913,,1,Health Care and Social Assistance
253914,,1,Health Care and Social Assistance
253915,,1,Health Care and Social Assistance
253917,,1,Health Care and Social Assistance
253918,,1,Health Care and Social Assistance
253999,,1,Health Care and Social Assistance
254211,,1,Health Care and Social Assistance
254211,,2,Education and Training
254212,,1,Health Care and Social Assistance
254212,,2,"Professional, Scientific and Technical Services"
254212,,3,Education and Training
254411,,1,Health Care and Social Assistance
254412,,1,Health Care and Social Assistance
254413,,1,Health Care and Social Assistance
254413,,2,Public Administration and Safety
254414,,1,Health Care and Social Assistance
254414,,2,Education and Training
254415,,1,Health Care and Social Assistance
254417,,1,Health Care and Social Assistance
254418,,1,Health Care and Social Assistance
254421,,1,Health Care and Social Assistance
254422,,1,Health Care and Social Assistance
254423,,1,Health Care and Social Assistance
254424,,1,Health Care and Social Assistance
254425,,1,Health Care and Social Assistance
254499,,1,Health Care and Social Assistance
261111,,1,"Professional, Scientific and Technical Services"
261111,,2,Financial and Insurance Services
261111,,3,Public Administration and Safety
261112,,1,"Professional, Scientific and Technical Services"
261112,,2,Financial and Insurance Services
261112,,3,Public Administration and Safety
261211,,1,"Professional, Scientific and Technical Services"
261211,,2,Information Media and Telecommunications
261211,,3,Arts and Recreation Services
261212,,1,"Professional, Scientific and Technical Services"
261212,,2,Information Media and Telecommunications
261212,,3,Financial and Insurance Services
261311,,1,"Professional, Scientific and Technical Services"
261311,,2,Financial and Insurance Services
261311,,3,Public Administration and Safety
261312,,1,"Professional, Scientific and Technical Services"
261312,,2,Financial and Insurance Services
261312,,3,Public Administration and Safety
261313,,1,"Professional, Scientific and Technical Services"
261313,,2,Financial and Insurance Services
261313,,3,Information Media and Telecommunications
261314,,1,"Professional, Scientific and Technical Services"
261314,,2,Financial and Insurance Services
261314,,3,Public Administration and Safety
261399,,1,"Professional, Scientific and Technical Services"
261399,,2,Financial and Insurance Services
261399,,3,Information Media and Telecommunications
262111,,1,"Professional, Scientific and Technical Services"
262111,,2,Public Administration and Safety
262111,,3,Financial and Insurance Services
262112,,1,"Professional, Scientific and Technical Services"
262112,,2,Public Administration and Safety
262112,,3,Financial and Insurance Services
262113,,1,"Professional, Scientific and Technical Services"
262113,,2,Public Administration and Safety
262113,,3,Education and Training
263111,,1,"Professional, Scientific and Technical Services"
263111,,2,Financial and Insurance Services
263111,,3,Information Media and Telecommunications
263112,,1,"Professional, Scientific and Technical Services"
263112,,2,Education and Training
263112,,3,Information Media and Telecommunications
263113,,1,"Professional, Scientific and Technical Services"
263113,,2,Information Media and Telecommunications
263113,,3,Financial and Insurance Services
263211,,1,"Professional, Scientific and Technical Services"
263211,,2,Financial and Insurance Services
263211,,3,Public Administration and Safety
263212,,1,"Professional, Scientific and Technical Services"
263212,,2,Financial and Insurance Services
263212,,3,Information Media and Telecommunications
263213,,1,"Professional, Scientific and Technical Services"
263213,,2,Financial and Insurance Services
263213,,3,Public Administration and Safety
263299,,1,"Professional, Scientific and Technical Services"
263299,,2,Financial and Insurance Services
263299,,3,Information Media and Telecommunications
263311,,1,Information Media and Telecommunications
263311,,2,"Professional, Scientific and Technical Services"
263311,,3,Public Administration and Safety
263312,,1,Information Media and Telecommunications
263312,,2,"Professional, Scientific and Technical Services"
263312,,3,Wholesale Trade
271211,,1,Public Administration and Safety
271212,,1,Public Administration and Safety
271213,,1,Public Administration and Safety
271214,,1,"Professional, Scientific and Technical Services"
271299,,1,Public Administration and Safety
271299,,2,"Professional, Scientific and Technical Services"
271299,,3,Financial and Insurance Services
272111,,1,Education and Training
272111,,2,Administrative and Support Services
272111,,3,Health Care and Social Assistance
272112,,1,Health Care and Social Assistance
272112,,2,Other Services
272113,,1,Health Care and Social Assistance
272114,,1,Health Care and Social Assistance
272114,,2,Financial and Insurance Services
272114,,3,Public Administration and Safety
272115,,1,Education and Training
272115,,2,Health Care and Social Assistance
272199,,1,Education and Training
272199,,2,Health Care and Social Assistance
272199,,3,Other Services
272311,,1,Health Care and Social Assistance
272311,,2,Public Administration and Safety
272312,,1,Education and Training
272312,,2,Health Care and Social Assistance
272313,,1,Health Care and Social Assistance
272313,,2,"Professional, Scientific and Technical Services"
272313,,3,Public Administration and Safety
272314,,1,Health Care and Social Assistance
272314,,2,Education and Training
272399,,1,Health Care and Social Assistance
272399,,2,Education and Training
272399,,3,Public Administration and Safety
272411,,1,"Professional, Scientific and Technical Services"
272411,,2,Education and Training
272411,,3,Arts and Recreation Services
272412,,1,"Professional, Scientific and Technical Services"
272412,,2,Health Care and Social Assistance
272412,,3,Public Administration and Safety
272413,,1,"Professional, Scientific and Technical Services"
272413,,2,Health Care and Social Assistance
272413,,3,Public Administration and Safety
272414,,1,"Professional, Scientific and Technical Services"
272414,,2,Public Administration and Safety
272499,,1,"Professional, Scientific and Technical Services"
272499,,2,Education and Training
272499,,3,Public Administration and Safety
272611,,1,Public Administration and Safety
272611,,2,Arts and Recreation Services
272611,,3,Health Care and Social Assistance
272612,,1,Public Administration and Safety
272612,,2,Health Care and Social Assistance
272612,,3,Arts and Recreation Services
272613,,1,Health Care and Social Assistance
272613,,2,Public Administration and Safety
311211,,1,Health Care and Social Assistance
311212,,1,Health Care and Social Assistance
311212,,2,Wholesale Trade
311213,,1,Health Care and Social Assistance
311214,,1,Health Care and Social Assistance
311215,,1,Retail Trade
311215,,2,Health Care and Social Assistance
311216,,1,Health Care and Social Assistance
311299,,1,Health Care and Social Assistance
311299,,2,Manufacturing
311311,,1,Public Administration and Safety
311312,,1,Manufacturing
311312,,2,Administrative and Support Services
311312,,3,Public Administration and Safety
311313,,1,Public Administration and Safety
311313,,2,"Agriculture, Forestry and Fishing"
311399,,1,Public Administration and Safety
311399,,2,"Agriculture, Forestry and Fishing"
311399,,3,Manufacturing
311411,,1,Manufacturing
311411,,2,"Professional, Scientific and Technical Services"
311411,,3,Education and Training
311412,,1,"Professional, Scientific and Technical Services"
311412,,2,Mining
311412,,3,Construction
311413,,1,"Professional, Scientific and Technical Services"
311413,,2,Education and Training
311413,,3,Health Care and Social Assistance
311414,,1,Education and Training
311415,,1,"Electricity, Gas, Water and Waste Services"
311415,,2,Public Administration and Safety
311415,,3,"Professional, Scientific and Technical Services"
311499,,1,"Professional, Scientific and Technical Services"
311499,,2,Public Administration and Safety
311499,,3,Manufacturing
312111,,1,"Professional, Scientific and Technical Services"
312111,,2,Construction
312112,,1,Construction
312113,,1,"Professional, Scientific and Technical Services"
312113,,2,Public Administration and Safety
312113,,3,Construction
312114,,1,Construction
312114,,2,Manufacturing
312115,,1,Public Administration and Safety
312115,,2,Construction
312115,,3,"Electricity, Gas, Water and Waste Services"
312116,,1,"Professional, Scientific and Technical Services"
312116,,2,Public Administration and Safety
312116,,3,Construction
312199,,1,"Professional, Scientific and Technical Services"
312199,,2,Construction
312199,,3,Manufacturing
312211,,1,"Professional, Scientific and Technical Services"
312211,,2,Construction
312211,,3,Public Administration and Safety
312212,,1,"Professional, Scientific and Technical Services"
312212,,2,Public Administration and Safety
312212,,3,Construction
312311,,1,"Professional, Scientific and Technical Services"
312311,,2,"Electricity, Gas, Water and Waste Services"
312311,,3,Construction
312312,,1,Construction
312312,,2,"Electricity, Gas, Water and Waste Services"
312312,,3,Manufacturing
312411,,1,Manufacturing
312411,,2,"Professional, Scientific and Technical Services"
312411,,3,Public Administration and Safety
312412,,1,Public Administration and Safety
312412,,2,Manufacturing
312412,,3,Information Media and Telecommunications
312511,,1,"Professional, Scientific and Technical Services"
312511,,2,Manufacturing
312511,,3,Construction
312512,,1,Manufacturing
312512,,2,Other Services
312512,,3,"Professional, Scientific and Technical Services"
312911,,1,Mining
312911,,2,Manufacturing
312911,,3,Construction
312912,,1,"Professional, Scientific and Technical Services"
312912,,2,Mining
312912,,3,Manufacturing
312913,,1,Mining
312913,,2,Manufacturing
312999,,1,Manufacturing
312999,,2,Mining
312999,,3,Health Care and Social Assistance
313111,,1,"Professional, Scientific and Technical Services"
313111,,2,Other Services
313111,,3,Retail Trade
313112,,1,"Professional, Scientific and Technical Services"
313112,,2,Education and Training
313112,,3,Public Administration and Safety
313113,,1,Retail Trade
313113,,2,"Professional, Scientific and Technical Services"
313113,,3,Public Administration and Safety
313199,,1,Public Administration and Safety
313199,,2,"Professional, Scientific and Technical Services"
313199,,3,Information Media and Telecommunications
313211,,1,Information Media and Telecommunications
313211,,2,Public Administration and Safety
313211,,3,"Professional, Scientific and Technical Services"
313212,,1,Information Media and Telecommunications
313212,,2,Construction
313213,,1,Information Media and Telecommunications
313213,,2,Construction
313213,,3,"Professional, Scientific and Technical Services"
313214,,1,Information Media and Telecommunications
313214,,2,Public Administration and Safety
313214,,3,"Professional, Scientific and Technical Services"
321211,,1,Other Services
321211,,2,Retail Trade
321212,,1,Other Services
321212,,2,"Transport, Postal and Warehousing"
321212,,3,Wholesale Trade
321213,,1,Other Services
321213,,2,Retail Trade
321214,,1,Other Services
321214,,2,Retail Trade
321214,,3,Manufacturing
322111,,1,Manufacturing
322112,,1,Manufacturing
322113,,1,"Agriculture, Forestry and Fishing"
322113,,2,Arts and Recreation Services
322114,,1,Manufacturing
322114,,2,Mining
322115,,1,Manufacturing
322115,,2,Other Services
322311,,1,Manufacturing
322311,,2,Construction
322311,,3,Mining
322312,,1,Manufacturing
322312,,2,Construction
322312,,3,"Electricity, Gas, Water and Waste Services"
322313,,1,Manufacturing
322313,,2,Construction
323111,,1,Public Administration and Safety
323111,,2,Manufacturing
323111,,3,"Transport, Postal and Warehousing"
323112,,1,Public Administration and Safety
323112,,2,Manufacturing
323112,,3,"Transport, Postal and Warehousing"
323113,,1,Manufacturing
323113,,2,"Transport, Postal and Warehousing"
323113,,3,Public Administration and Safety
323211,,1,Mining
323211,,2,Manufacturing
323211,,3,Other Services
323212,,1,Manufacturing
323212,,2,Other Services
323212,,3,Mining
323213,,1,Manufacturing
323213,,2,Construction
323213,,3,Other Services
323214,,1,Manufacturing
323214,,2,Other Services
323214,,3,"Professional, Scientific and Technical Services"
323215,,1,Other Services
323215,,2,Manufacturing
323215,,3,Retail Trade
323299,,1,Other Services
323299,,2,"Agriculture, Forestry and Fishing"
323299,,3,Wholesale Trade
323311,,1,Manufacturing
323311,,2,Retail Trade
323311,,3,Other Services
323312,,1,Public Administration and Safety
323312,,2,Manufacturing
323312,,3,Construction
323313,,1,Other Services
323313,,2,Public Administration and Safety
323314,,1,Other Services
323314,,2,Wholesale Trade
323314,,3,Health Care and Social Assistance
323315,,1,Manufacturing
323315,,2,Other Services
323315,,3,"Agriculture, Forestry and Fishing"
323316,,1,Other Services
323316,,2,Retail Trade
323316,,3,Manufacturing
323411,,1,Manufacturing
323412,,1,Manufacturing
323412,,2,Other Services
323412,,3,Wholesale Trade
324211,,1,Manufacturing
324211,,2,Other Services
324211,,3,"Transport, Postal and Warehousing"
324212,,1,Other Services
324212,,2,Manufacturing
331111,,1,Construction
331112,,1,Manufacturing
331112,,2,Construction
331212,,1,Construction
331213,,1,Construction
331213,,2,Manufacturing
333211,,1,Construction
333212,,1,Construction
334111,,1,Construction
334112,,1,Construction
334113,,1,Construction
334114,,1,Construction
334114,,2,"Electricity, Gas, Water and Waste Services"
334115,,1,Construction
341111,,1,Construction
341111,,2,Manufacturing
341111,,3,Mining
341112,,1,Construction
341112,,2,Manufacturing
341112,,3,Mining
341113,,1,Construction
341113,,2,Other Services
341113,,3,Manufacturing
342211,,1,"Electricity, Gas, Water and Waste Services"
342211,,2,Construction
342212,,1,"Electricity, Gas, Water and Waste Services"
342212,,2,Construction
342311,,1,Wholesale Trade
342311,,2,Other Services
342311,,3,Manufacturing
342312,,1,Public Administration and Safety
342313,,1,Construction
342313,,2,Other Services
342313,,3,"Professional, Scientific and Technical Services"
342314,,1,Public Administration and Safety
342314,,2,Manufacturing
342314,,3,Mining
342315,,1,"Transport, Postal and Warehousing"
342315,,2,Manufacturing
342315,,3,Wholesale Trade
342411,,1,Construction
342411,,2,Information Media and Telecommunications
342412,,1,Information Media and Telecommunications
342412,,2,Construction
342413,,1,Information Media and Telecommunications
342413,,2,Construction
342414,,1,Information Media and Telecommunications
342414,,2,Construction
342414,,3,Other Services
351111,,1,Manufacturing
351111,,2,Retail Trade
351111,,3,Accommodation and Food Services
351112,,1,Manufacturing
351112,,2,Accommodation and Food Services
351112,,3,Retail Trade
361111,,1,Other Services
361111,,2,Public Administration and Safety
361111,,3,Arts and Recreation Services
361112,,1,Arts and Recreation Services
361112,,2,Education and Training
361112,,3,"Agriculture, Forestry and Fishing"
361113,,1,Other Services
361113,,2,Retail Trade
361114,,1,Arts and Recreation Services
361115,,1,Other Services
361115,,2,"Professional, Scientific and Technical Services"
361115,,3,Arts and Recreation Services
361199,,1,Other Services
361199,,2,"Agriculture, Forestry and Fishing"
361199,,3,"Professional, Scientific and Technical Services"
362211,,1,Administrative and Support Services
362211,,2,Public Administration and Safety
362211,,3,Construction
362212,,1,Administrative and Support Services
362212,,2,"Agriculture, Forestry and Fishing"
362212,,3,Public Administration and Safety
362213,,1,Construction
362213,,2,Administrative and Support Services
392111,,1,Manufacturing
392111,,2,Information Media and Telecommunications
392112,,1,Manufacturing
392311,,1,Manufacturing
392311,,2,Information Media and Telecommunications
392312,,1,Manufacturing
392312,,2,Education and Training
393111,,1,Manufacturing
393111,,2,Other Services
393112,,1,Manufacturing
393112,,2,Other Services
393112,,3,Retail Trade
393113,,1,Manufacturing
393114,,1,Other Services
393114,,2,Manufacturing
393114,,3,Retail Trade
393211,,1,Manufacturing
393211,,2,Retail Trade
393211,,3,Arts and Recreation Services
393212,,1,Manufacturing
393212,,2,Retail Trade
393212,,3,"Professional, Scientific and Technical Services"
393213,,1,Manufacturing
393213,,2,Other Services
393213,,3,Retail Trade
393299,,1,Manufacturing
393299,,2,Retail Trade
394211,,1,Manufacturing
394211,,2,Construction
394211,,3,Other Services
394212,,1,Retail Trade
394212,,2,Manufacturing
394212,,3,Arts and Recreation Services
394213,,1,Manufacturing
394213,,2,Construction
394213,,3,Wholesale Trade
394214,,1,Manufacturing
394214,,2,Wholesale Trade
394214,,3,"Agriculture, Forestry and Fishing"
394299,,1,Manufacturing
394299,,2,Retail Trade
394299,,3,Arts and Recreation Services
399111,,1,Manufacturing
399112,,1,Manufacturing
399112,,2,"Transport, Postal and Warehousing"
399211,,1,Manufacturing
399211,,2,Mining
399212,,1,Mining
399212,,2,Manufacturing
399212,,3,Retail Trade
399213,,1,"Electricity, Gas, Water and Waste Services"
399213,,2,Manufacturing
399311,,1,Arts and Recreation Services
399311,,2,Manufacturing
399311,,3,Public Administration and Safety
399312,,1,Education and Training
399312,,2,Public Administration and Safety
399312,,3,Information Media and Telecommunications
399511,,1,Information Media and Telecommunications
399511,,2,Arts and Recreation Services
399512,,1,Information Media and Telecommunications
399512,,2,"Professional, Scientific and Technical Services"
399512,,3,Arts and Recreation Services
399513,,1,Arts and Recreation Services
399513,,2,Information Media and Telecommunications
399513,,3,Public Administration and Safety
399514,,1,Other Services
399514,,2,Retail Trade
399514,,3,Information Media and Telecommunications
399515,,1,Other Services
399515,,2,Manufacturing
399515,,3,Retail Trade
399516,,1,Information Media and Telecommunications
399516,,2,Arts and Recreation Services
399516,,3,Administrative and Support Services
399517,,1,Information Media and Telecommunications
399517,,2,Arts and Recreation Services
399517,,3,"Professional, Scientific and Technical Services"
399599,,1,Information Media and Telecommunications
399599,,2,Arts and Recreation Services
399599,,3,Education and Training
399911,,1,"Agriculture, Forestry and Fishing"
399911,,2,"Transport, Postal and Warehousing"
399911,,3,Public Administration and Safety
399912,,1,"Professional, Scientific and Technical Services"
399912,,2,Construction
399912,,3,"Rental, Hiring and Real Estate Services"
399913,,1,Health Care and Social Assistance
399914,,1,Health Care and Social Assistance
399914,,2,Manufacturing
399914,,3,Wholesale Trade
399915,,1,"Professional, Scientific and Technical Services"
399915,,2,Information Media and Telecommunications
399915,,3,Other Services
399916,,1,Manufacturing
399916,,2,Construction
399916,,3,Other Services
399917,,1,"Agriculture, Forestry and Fishing"
399917,,2,Wholesale Trade
