classification_level,asced_field_code,field_name,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,detailed_field_code,detailed_field_name,data_source
detailed,110109,Cookery,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110109,Cookery,ASCED 2001
detailed,110111,Food Hygiene,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110111,Food Hygiene,ASCED 2001
detailed,110199,"Food and Hospitality, n.e.c.",11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110199,"Food and Hospitality, n.e.c.",ASCED 2001
narrow,1103,Personal Services,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1103,Personal Services,,,ASCED 2001
detailed,110301,Beauty Therapy,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1103,Personal Services,110301,Beauty Therapy,ASCED 2001
detailed,110303,Hairdressing,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1103,Personal Services,110303,Hairdressing,ASCED 2001
detailed,110399,"Personal Services, n.e.c.",11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1103,Personal Services,110399,"Personal Services, n.e.c.",ASCED 2001
broad,12,MIXED FIELD PROGRAMMES,12,MIXED FIELD PROGRAMMES,,,,,ASCED 2001
narrow,1201,General Education Programmes,12,MIXED FIELD PROGRAMMES,1201,General Education Programmes,,,ASCED 2001
detailed,120101,General Primary and Secondary Education Programmes,12,MIXED FIELD PROGRAMMES,1201,General Education Programmes,120101,General Primary and Secondary Education Programmes,ASCED 2001
detailed,120103,Literacy and Numeracy Programmes,12,MIXED FIELD PROGRAMMES,1201,General Education Programmes,120103,Literacy and Numeracy Programmes,ASCED 2001
detailed,120105,Learning Skills Programmes,12,MIXED FIELD PROGRAMMES,1201,General Education Programmes,120105,Learning Skills Programmes,ASCED 2001
detailed,120199,"General Education Programmes, n.e.c.",12,MIXED FIELD PROGRAMMES,1201,General Education Programmes,120199,"General Education Programmes, n.e.c.",ASCED 2001
narrow,1203,Social Skills Programmes,12,MIXED FIELD PROGRAMMES,1203,Social Skills Programmes,,,ASCED 2001
detailed,120301,Social and Interpersonal Skills Programmes,12,MIXED FIELD PROGRAMMES,1203,Social Skills Programmes,120301,Social and Interpersonal Skills Programmes,ASCED 2001
detailed,120303,Survival Skills Programmes,12,MIXED FIELD PROGRAMMES,1203,Social Skills Programmes,120303,Survival Skills Programmes,ASCED 2001
detailed,120305,Parental Education Programmes,12,MIXED FIELD PROGRAMMES,1203,Social Skills Programmes,120305,Parental Education Programmes,ASCED 2001
detailed,120399,"Social Skills Programmes, n.e.c.",12,MIXED FIELD PROGRAMMES,1203,Social Skills Programmes,120399,"Social Skills Programmes, n.e.c.",ASCED 2001
narrow,1205,Employment Skills Programmes,12,MIXED FIELD PROGRAMMES,1205,Employment Skills Programmes,,,ASCED 2001
detailed,120501,Career Development Programmes,12,MIXED FIELD PROGRAMMES,1205,Employment Skills Programmes,120501,Career Development Programmes,ASCED 2001
detailed,120503,Job Search Skills Programmes,12,MIXED FIELD PROGRAMMES,1205,Employment Skills Programmes,120503,Job Search Skills Programmes,ASCED 2001
detailed,120505,Work Practices Programmes,12,MIXED FIELD PROGRAMMES,1205,Employment Skills Programmes,120505,Work Practices Programmes,ASCED 2001
detailed,120599,"Employment Skills Programmes, n.e.c.",12,MIXED FIELD PROGRAMMES,1205,Employment Skills Programmes,120599,"Employment Skills Programmes, n.e.c.",ASCED 2001
narrow,1299,Other Mixed Field Programmes,12,MIXED FIELD PROGRAMMES,1299,Other Mixed Field Programmes,,,ASCED 2001
detailed,129999,"Mixed Field Programmes, n.e.c.",12,MIXED FIELD PROGRAMMES,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",ASCED 2001
