level,state,region,anzsco_code,anzsco_title,date,vacancies
3,QLD,Central Queensland,72,Mobile Plant Operators,2026-07-01,127
3,QLD,Central Queensland,7A,Drivers and Storepersons,2026-07-01,233.333
2,QLD,Central Queensland,8,LABOURERS,2026-07-01,359
3,QLD,Central Queensland,81,Cleaners and Laundry Workers,2026-07-01,65.667
3,QLD,Central Queensland,82,Construction and Mining Labourers,2026-07-01,67.333
3,QLD,Central Queensland,83,Factory Process Workers,2026-07-01,20.667
3,QLD,Central Queensland,84,"Farm, Forestry and Garden Workers",2026-07-01,32
3,QLD,Central Queensland,85,Food Preparation Assistants,2026-07-01,20.667
3,QLD,Central Queensland,89,Other Labourers,2026-07-01,152.667
1,QLD,Far North Queensland,0,Far North Queensland TOTAL,2026-07-01,6173
2,QLD,Far North Queensland,1,MANAGERS,2026-07-01,552.333
3,QLD,Far North Queensland,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,16
3,QLD,Far North Queensland,12,Farmers and Farm Managers,2026-07-01,3.667
3,QLD,Far North Queensland,14,"Hospitality, Retail and Service Managers",2026-07-01,215.333
3,QLD,Far North Queensland,1A,Corporate Managers,2026-07-01,136.667
3,QLD,Far North Queensland,1B,"Construction, Production and Distribution Managers",2026-07-01,139.333
3,QLD,Far North Queensland,1C,"Health, Education, ICT and Other Managers",2026-07-01,41.333
2,QLD,Far North Queensland,2,PROFESSIONALS,2026-07-01,1411.333
3,QLD,Far North Queensland,21,Arts and Media Professionals,2026-07-01,20.333
3,QLD,Far North Queensland,24,Education Professionals,2026-07-01,114.667
3,QLD,Far North Queensland,26,ICT Professionals,2026-07-01,20
3,QLD,Far North Queensland,27,"Legal, Social and Welfare Professionals",2026-07-01,229.667
3,QLD,Far North Queensland,2A,"Business, Finance and Human Resource Professionals",2026-07-01,162
3,QLD,Far North Queensland,2B,Information Professionals,2026-07-01,29.333
3,QLD,Far North Queensland,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,22
3,QLD,Far North Queensland,2D,"Transport and Design Professionals, and Architects",2026-07-01,39.333
3,QLD,Far North Queensland,2E,Engineers,2026-07-01,161.667
3,QLD,Far North Queensland,2F,Science Professionals and Veterinarians,2026-07-01,37.333
3,QLD,Far North Queensland,2G,Health Diagnostic and Therapy Professionals,2026-07-01,213.667
3,QLD,Far North Queensland,2H,Medical Practitioners and Nurses,2026-07-01,361.333
2,QLD,Far North Queensland,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,1123
3,QLD,Far North Queensland,31,"Engineering, ICT and Science Technicians",2026-07-01,141.333
3,QLD,Far North Queensland,32,Automotive and Engineering Trades Workers,2026-07-01,442.333
3,QLD,Far North Queensland,33,Construction Trades Workers,2026-07-01,136
3,QLD,Far North Queensland,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,148.667
3,QLD,Far North Queensland,35,Food Trades Workers,2026-07-01,149
3,QLD,Far North Queensland,36,Skilled Animal and Horticultural Workers,2026-07-01,43.667
3,QLD,Far North Queensland,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,31.667
3,QLD,Far North Queensland,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,30.333
2,QLD,Far North Queensland,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,631
3,QLD,Far North Queensland,41,Health and Welfare Support Workers,2026-07-01,109.333
3,QLD,Far North Queensland,42,Carers and Aides,2026-07-01,351.333
3,QLD,Far North Queensland,43,Hospitality Workers,2026-07-01,80.333
3,QLD,Far North Queensland,44,Protective Service Workers,2026-07-01,31
3,QLD,Far North Queensland,45,"Sports, Travel and Personal Service Workers",2026-07-01,59
2,QLD,Far North Queensland,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,791.333
3,QLD,Far North Queensland,55,Numerical Clerks,2026-07-01,105.667
3,QLD,Far North Queensland,56,Clerical and Office Support Workers,2026-07-01,26.333
3,QLD,Far North Queensland,59,Other Clerical and Administrative Workers,2026-07-01,120.333
3,QLD,Far North Queensland,5A,"Office Managers, Administrators and Secretaries",2026-07-01,91.333
3,QLD,Far North Queensland,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,447.667
2,QLD,Far North Queensland,6,SALES WORKERS,2026-07-01,470
3,QLD,Far North Queensland,61,Sales Representatives and Agents,2026-07-01,103.333
3,QLD,Far North Queensland,62,Sales Assistants and Salespersons,2026-07-01,335.667
3,QLD,Far North Queensland,63,Sales Support Workers,2026-07-01,31
2,QLD,Far North Queensland,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,659.333
3,QLD,Far North Queensland,71,Machine and Stationary Plant Operators,2026-07-01,158
3,QLD,Far North Queensland,72,Mobile Plant Operators,2026-07-01,151
3,QLD,Far North Queensland,7A,Drivers and Storepersons,2026-07-01,350.333
2,QLD,Far North Queensland,8,LABOURERS,2026-07-01,534.667
3,QLD,Far North Queensland,81,Cleaners and Laundry Workers,2026-07-01,118.333
3,QLD,Far North Queensland,82,Construction and Mining Labourers,2026-07-01,88.667
3,QLD,Far North Queensland,83,Factory Process Workers,2026-07-01,35.333
3,QLD,Far North Queensland,84,"Farm, Forestry and Garden Workers",2026-07-01,40.667
3,QLD,Far North Queensland,85,Food Preparation Assistants,2026-07-01,26
3,QLD,Far North Queensland,89,Other Labourers,2026-07-01,225.667
1,QLD,Gold Coast,0,Gold Coast TOTAL,2026-07-01,5736
2,QLD,Gold Coast,1,MANAGERS,2026-07-01,669.333
3,QLD,Gold Coast,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,17
3,QLD,Gold Coast,12,Farmers and Farm Managers,2026-07-01,4.333
3,QLD,Gold Coast,14,"Hospitality, Retail and Service Managers",2026-07-01,261
3,QLD,Gold Coast,1A,Corporate Managers,2026-07-01,202
3,QLD,Gold Coast,1B,"Construction, Production and Distribution Managers",2026-07-01,146.333
3,QLD,Gold Coast,1C,"Health, Education, ICT and Other Managers",2026-07-01,38.667
2,QLD,Gold Coast,2,PROFESSIONALS,2026-07-01,1210
3,QLD,Gold Coast,21,Arts and Media Professionals,2026-07-01,23.667
3,QLD,Gold Coast,24,Education Professionals,2026-07-01,98.333
3,QLD,Gold Coast,26,ICT Professionals,2026-07-01,59.333
3,QLD,Gold Coast,27,"Legal, Social and Welfare Professionals",2026-07-01,167.333
3,QLD,Gold Coast,2A,"Business, Finance and Human Resource Professionals",2026-07-01,168.333
3,QLD,Gold Coast,2B,Information Professionals,2026-07-01,21.667
3,QLD,Gold Coast,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,90.667
3,QLD,Gold Coast,2D,"Transport and Design Professionals, and Architects",2026-07-01,47.333
3,QLD,Gold Coast,2E,Engineers,2026-07-01,93
3,QLD,Gold Coast,2F,Science Professionals and Veterinarians,2026-07-01,21.333
3,QLD,Gold Coast,2G,Health Diagnostic and Therapy Professionals,2026-07-01,183.667
3,QLD,Gold Coast,2H,Medical Practitioners and Nurses,2026-07-01,235.333
2,QLD,Gold Coast,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,890
3,QLD,Gold Coast,31,"Engineering, ICT and Science Technicians",2026-07-01,146.333
3,QLD,Gold Coast,32,Automotive and Engineering Trades Workers,2026-07-01,224.667
3,QLD,Gold Coast,33,Construction Trades Workers,2026-07-01,109.333
3,QLD,Gold Coast,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,97
3,QLD,Gold Coast,35,Food Trades Workers,2026-07-01,181.333
3,QLD,Gold Coast,36,Skilled Animal and Horticultural Workers,2026-07-01,47.667
3,QLD,Gold Coast,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,57.667
3,QLD,Gold Coast,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,26
2,QLD,Gold Coast,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,632.667
3,QLD,Gold Coast,41,Health and Welfare Support Workers,2026-07-01,62.333
3,QLD,Gold Coast,42,Carers and Aides,2026-07-01,294.333
3,QLD,Gold Coast,43,Hospitality Workers,2026-07-01,172.333
3,QLD,Gold Coast,44,Protective Service Workers,2026-07-01,24
3,QLD,Gold Coast,45,"Sports, Travel and Personal Service Workers",2026-07-01,79.667
2,QLD,Gold Coast,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,838
3,QLD,Gold Coast,55,Numerical Clerks,2026-07-01,135
3,QLD,Gold Coast,56,Clerical and Office Support Workers,2026-07-01,16.333
3,QLD,Gold Coast,59,Other Clerical and Administrative Workers,2026-07-01,155.667
3,QLD,Gold Coast,5A,"Office Managers, Administrators and Secretaries",2026-07-01,135
3,QLD,Gold Coast,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,396
2,QLD,Gold Coast,6,SALES WORKERS,2026-07-01,575.333
3,QLD,Gold Coast,61,Sales Representatives and Agents,2026-07-01,150.667
3,QLD,Gold Coast,62,Sales Assistants and Salespersons,2026-07-01,385.333
3,QLD,Gold Coast,63,Sales Support Workers,2026-07-01,39.333
2,QLD,Gold Coast,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,415
3,QLD,Gold Coast,71,Machine and Stationary Plant Operators,2026-07-01,85
3,QLD,Gold Coast,72,Mobile Plant Operators,2026-07-01,127.667
3,QLD,Gold Coast,7A,Drivers and Storepersons,2026-07-01,202.333
2,QLD,Gold Coast,8,LABOURERS,2026-07-01,505.667
3,QLD,Gold Coast,81,Cleaners and Laundry Workers,2026-07-01,115.333
3,QLD,Gold Coast,82,Construction and Mining Labourers,2026-07-01,49.333
3,QLD,Gold Coast,83,Factory Process Workers,2026-07-01,60
3,QLD,Gold Coast,84,"Farm, Forestry and Garden Workers",2026-07-01,18.333
3,QLD,Gold Coast,85,Food Preparation Assistants,2026-07-01,34.667
3,QLD,Gold Coast,89,Other Labourers,2026-07-01,228
1,QLD,Outback Queensland,0,Outback Queensland TOTAL,2026-07-01,609
2,QLD,Outback Queensland,1,MANAGERS,2026-07-01,46.667
3,QLD,Outback Queensland,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,1.667
3,QLD,Outback Queensland,12,Farmers and Farm Managers,2026-07-01,1
3,QLD,Outback Queensland,14,"Hospitality, Retail and Service Managers",2026-07-01,18.667
3,QLD,Outback Queensland,1A,Corporate Managers,2026-07-01,9
3,QLD,Outback Queensland,1B,"Construction, Production and Distribution Managers",2026-07-01,10.333
3,QLD,Outback Queensland,1C,"Health, Education, ICT and Other Managers",2026-07-01,6
2,QLD,Outback Queensland,2,PROFESSIONALS,2026-07-01,189.667
3,QLD,Outback Queensland,21,Arts and Media Professionals,2026-07-01,10.333
3,QLD,Outback Queensland,24,Education Professionals,2026-07-01,8.333
3,QLD,Outback Queensland,26,ICT Professionals,2026-07-01,2.333
3,QLD,Outback Queensland,27,"Legal, Social and Welfare Professionals",2026-07-01,33.667
3,QLD,Outback Queensland,2A,"Business, Finance and Human Resource Professionals",2026-07-01,9
3,QLD,Outback Queensland,2B,Information Professionals,2026-07-01,2.333
3,QLD,Outback Queensland,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,1.667
3,QLD,Outback Queensland,2D,"Transport and Design Professionals, and Architects",2026-07-01,4.667
3,QLD,Outback Queensland,2E,Engineers,2026-07-01,30.667
3,QLD,Outback Queensland,2F,Science Professionals and Veterinarians,2026-07-01,7.667
3,QLD,Outback Queensland,2G,Health Diagnostic and Therapy Professionals,2026-07-01,21.667
3,QLD,Outback Queensland,2H,Medical Practitioners and Nurses,2026-07-01,57.333
2,QLD,Outback Queensland,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,117.333
3,QLD,Outback Queensland,31,"Engineering, ICT and Science Technicians",2026-07-01,17.667
3,QLD,Outback Queensland,32,Automotive and Engineering Trades Workers,2026-07-01,49
3,QLD,Outback Queensland,33,Construction Trades Workers,2026-07-01,14.333
3,QLD,Outback Queensland,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,16
3,QLD,Outback Queensland,35,Food Trades Workers,2026-07-01,11
3,QLD,Outback Queensland,36,Skilled Animal and Horticultural Workers,2026-07-01,3.333
3,QLD,Outback Queensland,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,2
3,QLD,Outback Queensland,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,4
2,QLD,Outback Queensland,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,53.333
3,QLD,Outback Queensland,41,Health and Welfare Support Workers,2026-07-01,16.667
3,QLD,Outback Queensland,42,Carers and Aides,2026-07-01,26.333
3,QLD,Outback Queensland,43,Hospitality Workers,2026-07-01,3.333
3,QLD,Outback Queensland,44,Protective Service Workers,2026-07-01,4.333
3,QLD,Outback Queensland,45,"Sports, Travel and Personal Service Workers",2026-07-01,2.667
2,QLD,Outback Queensland,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,70.667
3,QLD,Outback Queensland,55,Numerical Clerks,2026-07-01,8.333
3,QLD,Outback Queensland,56,Clerical and Office Support Workers,2026-07-01,1.667
3,QLD,Outback Queensland,59,Other Clerical and Administrative Workers,2026-07-01,6.333
3,QLD,Outback Queensland,5A,"Office Managers, Administrators and Secretaries",2026-07-01,5
3,QLD,Outback Queensland,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,49.333
2,QLD,Outback Queensland,6,SALES WORKERS,2026-07-01,31
3,QLD,Outback Queensland,61,Sales Representatives and Agents,2026-07-01,4
3,QLD,Outback Queensland,62,Sales Assistants and Salespersons,2026-07-01,22.333
3,QLD,Outback Queensland,63,Sales Support Workers,2026-07-01,4.667
2,QLD,Outback Queensland,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,65.333
3,QLD,Outback Queensland,71,Machine and Stationary Plant Operators,2026-07-01,20
3,QLD,Outback Queensland,72,Mobile Plant Operators,2026-07-01,13.333
3,QLD,Outback Queensland,7A,Drivers and Storepersons,2026-07-01,32
2,QLD,Outback Queensland,8,LABOURERS,2026-07-01,35
3,QLD,Outback Queensland,81,Cleaners and Laundry Workers,2026-07-01,8.667
3,QLD,Outback Queensland,82,Construction and Mining Labourers,2026-07-01,5
3,QLD,Outback Queensland,83,Factory Process Workers,2026-07-01,0.333
3,QLD,Outback Queensland,84,"Farm, Forestry and Garden Workers",2026-07-01,4
3,QLD,Outback Queensland,85,Food Preparation Assistants,2026-07-01,1.667
3,QLD,Outback Queensland,89,Other Labourers,2026-07-01,15.333
1,QLD,Sunshine Coast,0,Sunshine Coast TOTAL,2026-07-01,3187
2,QLD,Sunshine Coast,1,MANAGERS,2026-07-01,295.667
3,QLD,Sunshine Coast,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,9.333
3,QLD,Sunshine Coast,12,Farmers and Farm Managers,2026-07-01,2
3,QLD,Sunshine Coast,14,"Hospitality, Retail and Service Managers",2026-07-01,135.667
3,QLD,Sunshine Coast,1A,Corporate Managers,2026-07-01,71
3,QLD,Sunshine Coast,1B,"Construction, Production and Distribution Managers",2026-07-01,59.333
3,QLD,Sunshine Coast,1C,"Health, Education, ICT and Other Managers",2026-07-01,18.333
2,QLD,Sunshine Coast,2,PROFESSIONALS,2026-07-01,722
3,QLD,Sunshine Coast,21,Arts and Media Professionals,2026-07-01,8
3,QLD,Sunshine Coast,24,Education Professionals,2026-07-01,50.333
3,QLD,Sunshine Coast,26,ICT Professionals,2026-07-01,15.333
3,QLD,Sunshine Coast,27,"Legal, Social and Welfare Professionals",2026-07-01,104.667
3,QLD,Sunshine Coast,2A,"Business, Finance and Human Resource Professionals",2026-07-01,84.333
3,QLD,Sunshine Coast,2B,Information Professionals,2026-07-01,10.667
3,QLD,Sunshine Coast,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,25.667
3,QLD,Sunshine Coast,2D,"Transport and Design Professionals, and Architects",2026-07-01,24
3,QLD,Sunshine Coast,2E,Engineers,2026-07-01,40.667
3,QLD,Sunshine Coast,2F,Science Professionals and Veterinarians,2026-07-01,20.333
3,QLD,Sunshine Coast,2G,Health Diagnostic and Therapy Professionals,2026-07-01,128
3,QLD,Sunshine Coast,2H,Medical Practitioners and Nurses,2026-07-01,210
2,QLD,Sunshine Coast,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,497
3,QLD,Sunshine Coast,31,"Engineering, ICT and Science Technicians",2026-07-01,77.667
3,QLD,Sunshine Coast,32,Automotive and Engineering Trades Workers,2026-07-01,101
3,QLD,Sunshine Coast,33,Construction Trades Workers,2026-07-01,75.333
3,QLD,Sunshine Coast,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,51.333
3,QLD,Sunshine Coast,35,Food Trades Workers,2026-07-01,117
3,QLD,Sunshine Coast,36,Skilled Animal and Horticultural Workers,2026-07-01,34.333
3,QLD,Sunshine Coast,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,26
3,QLD,Sunshine Coast,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,14.333
2,QLD,Sunshine Coast,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,418
3,QLD,Sunshine Coast,41,Health and Welfare Support Workers,2026-07-01,37.667
3,QLD,Sunshine Coast,42,Carers and Aides,2026-07-01,274.333
3,QLD,Sunshine Coast,43,Hospitality Workers,2026-07-01,57
3,QLD,Sunshine Coast,44,Protective Service Workers,2026-07-01,10.333
3,QLD,Sunshine Coast,45,"Sports, Travel and Personal Service Workers",2026-07-01,38.667
2,QLD,Sunshine Coast,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,440.333
3,QLD,Sunshine Coast,55,Numerical Clerks,2026-07-01,72
3,QLD,Sunshine Coast,56,Clerical and Office Support Workers,2026-07-01,17
3,QLD,Sunshine Coast,59,Other Clerical and Administrative Workers,2026-07-01,70.667
3,QLD,Sunshine Coast,5A,"Office Managers, Administrators and Secretaries",2026-07-01,56.667
3,QLD,Sunshine Coast,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,224
2,QLD,Sunshine Coast,6,SALES WORKERS,2026-07-01,332.333
3,QLD,Sunshine Coast,61,Sales Representatives and Agents,2026-07-01,83
3,QLD,Sunshine Coast,62,Sales Assistants and Salespersons,2026-07-01,231.333
3,QLD,Sunshine Coast,63,Sales Support Workers,2026-07-01,18
2,QLD,Sunshine Coast,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,181.333
3,QLD,Sunshine Coast,71,Machine and Stationary Plant Operators,2026-07-01,33.667
3,QLD,Sunshine Coast,72,Mobile Plant Operators,2026-07-01,45.333
3,QLD,Sunshine Coast,7A,Drivers and Storepersons,2026-07-01,102.333
2,QLD,Sunshine Coast,8,LABOURERS,2026-07-01,300.333
3,QLD,Sunshine Coast,81,Cleaners and Laundry Workers,2026-07-01,70.667
3,QLD,Sunshine Coast,82,Construction and Mining Labourers,2026-07-01,34.333
3,QLD,Sunshine Coast,83,Factory Process Workers,2026-07-01,34
3,QLD,Sunshine Coast,84,"Farm, Forestry and Garden Workers",2026-07-01,20.333
3,QLD,Sunshine Coast,85,Food Preparation Assistants,2026-07-01,29.333
3,QLD,Sunshine Coast,89,Other Labourers,2026-07-01,111.667
1,QLD,Toowoomba and South West QLD,0,Toowoomba and South West QLD TOTAL,2026-07-01,2494.667
2,QLD,Toowoomba and South West QLD,1,MANAGERS,2026-07-01,232.667
3,QLD,Toowoomba and South West QLD,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,8
3,QLD,Toowoomba and South West QLD,12,Farmers and Farm Managers,2026-07-01,13
3,QLD,Toowoomba and South West QLD,14,"Hospitality, Retail and Service Managers",2026-07-01,81
3,QLD,Toowoomba and South West QLD,1A,Corporate Managers,2026-07-01,57.333
3,QLD,Toowoomba and South West QLD,1B,"Construction, Production and Distribution Managers",2026-07-01,48.667
3,QLD,Toowoomba and South West QLD,1C,"Health, Education, ICT and Other Managers",2026-07-01,24.667
2,QLD,Toowoomba and South West QLD,2,PROFESSIONALS,2026-07-01,529.667
3,QLD,Toowoomba and South West QLD,21,Arts and Media Professionals,2026-07-01,7.667
3,QLD,Toowoomba and South West QLD,24,Education Professionals,2026-07-01,53
3,QLD,Toowoomba and South West QLD,26,ICT Professionals,2026-07-01,9
3,QLD,Toowoomba and South West QLD,27,"Legal, Social and Welfare Professionals",2026-07-01,66
3,QLD,Toowoomba and South West QLD,2A,"Business, Finance and Human Resource Professionals",2026-07-01,54.333
3,QLD,Toowoomba and South West QLD,2B,Information Professionals,2026-07-01,9
3,QLD,Toowoomba and South West QLD,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,8
3,QLD,Toowoomba and South West QLD,2D,"Transport and Design Professionals, and Architects",2026-07-01,12.333
3,QLD,Toowoomba and South West QLD,2E,Engineers,2026-07-01,48.333
3,QLD,Toowoomba and South West QLD,2F,Science Professionals and Veterinarians,2026-07-01,11.333
3,QLD,Toowoomba and South West QLD,2G,Health Diagnostic and Therapy Professionals,2026-07-01,89
3,QLD,Toowoomba and South West QLD,2H,Medical Practitioners and Nurses,2026-07-01,161.667
2,QLD,Toowoomba and South West QLD,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,421.667
3,QLD,Toowoomba and South West QLD,31,"Engineering, ICT and Science Technicians",2026-07-01,60.333
3,QLD,Toowoomba and South West QLD,32,Automotive and Engineering Trades Workers,2026-07-01,149
3,QLD,Toowoomba and South West QLD,33,Construction Trades Workers,2026-07-01,48.667
3,QLD,Toowoomba and South West QLD,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,51.333
3,QLD,Toowoomba and South West QLD,35,Food Trades Workers,2026-07-01,55
3,QLD,Toowoomba and South West QLD,36,Skilled Animal and Horticultural Workers,2026-07-01,23
3,QLD,Toowoomba and South West QLD,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,15
3,QLD,Toowoomba and South West QLD,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,19.333
2,QLD,Toowoomba and South West QLD,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,306
3,QLD,Toowoomba and South West QLD,41,Health and Welfare Support Workers,2026-07-01,44.667
3,QLD,Toowoomba and South West QLD,42,Carers and Aides,2026-07-01,192
3,QLD,Toowoomba and South West QLD,43,Hospitality Workers,2026-07-01,28
3,QLD,Toowoomba and South West QLD,44,Protective Service Workers,2026-07-01,9.333
3,QLD,Toowoomba and South West QLD,45,"Sports, Travel and Personal Service Workers",2026-07-01,32
2,QLD,Toowoomba and South West QLD,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,318
3,QLD,Toowoomba and South West QLD,55,Numerical Clerks,2026-07-01,35.333
3,QLD,Toowoomba and South West QLD,56,Clerical and Office Support Workers,2026-07-01,10
3,QLD,Toowoomba and South West QLD,59,Other Clerical and Administrative Workers,2026-07-01,67.333
3,QLD,Toowoomba and South West QLD,5A,"Office Managers, Administrators and Secretaries",2026-07-01,33.667
3,QLD,Toowoomba and South West QLD,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,171.667
2,QLD,Toowoomba and South West QLD,6,SALES WORKERS,2026-07-01,195.333
3,QLD,Toowoomba and South West QLD,61,Sales Representatives and Agents,2026-07-01,30.667
3,QLD,Toowoomba and South West QLD,62,Sales Assistants and Salespersons,2026-07-01,151.667
3,QLD,Toowoomba and South West QLD,63,Sales Support Workers,2026-07-01,13
2,QLD,Toowoomba and South West QLD,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,251.333
3,QLD,Toowoomba and South West QLD,71,Machine and Stationary Plant Operators,2026-07-01,50
3,QLD,Toowoomba and South West QLD,72,Mobile Plant Operators,2026-07-01,82.333
3,QLD,Toowoomba and South West QLD,7A,Drivers and Storepersons,2026-07-01,119
2,QLD,Toowoomba and South West QLD,8,LABOURERS,2026-07-01,240
3,QLD,Toowoomba and South West QLD,81,Cleaners and Laundry Workers,2026-07-01,38.333
3,QLD,Toowoomba and South West QLD,82,Construction and Mining Labourers,2026-07-01,30
3,QLD,Toowoomba and South West QLD,83,Factory Process Workers,2026-07-01,27.333
3,QLD,Toowoomba and South West QLD,84,"Farm, Forestry and Garden Workers",2026-07-01,23.333
3,QLD,Toowoomba and South West QLD,85,Food Preparation Assistants,2026-07-01,9.333
3,QLD,Toowoomba and South West QLD,89,Other Labourers,2026-07-01,111.667
1,SA,Adelaide,0,Adelaide TOTAL,2026-07-01,11982
2,SA,Adelaide,1,MANAGERS,2026-07-01,1431.333
3,SA,Adelaide,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,65
3,SA,Adelaide,12,Farmers and Farm Managers,2026-07-01,9.333
3,SA,Adelaide,14,"Hospitality, Retail and Service Managers",2026-07-01,418.333
3,SA,Adelaide,1A,Corporate Managers,2026-07-01,429.667
3,SA,Adelaide,1B,"Construction, Production and Distribution Managers",2026-07-01,373.667
3,SA,Adelaide,1C,"Health, Education, ICT and Other Managers",2026-07-01,135.333
2,SA,Adelaide,2,PROFESSIONALS,2026-07-01,3162.333
3,SA,Adelaide,21,Arts and Media Professionals,2026-07-01,70.667
3,SA,Adelaide,24,Education Professionals,2026-07-01,84
3,SA,Adelaide,26,ICT Professionals,2026-07-01,334.667
3,SA,Adelaide,27,"Legal, Social and Welfare Professionals",2026-07-01,393
3,SA,Adelaide,2A,"Business, Finance and Human Resource Professionals",2026-07-01,433
3,SA,Adelaide,2B,Information Professionals,2026-07-01,106.667
3,SA,Adelaide,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,120.667
3,SA,Adelaide,2D,"Transport and Design Professionals, and Architects",2026-07-01,90
3,SA,Adelaide,2E,Engineers,2026-07-01,286
3,SA,Adelaide,2F,Science Professionals and Veterinarians,2026-07-01,61.333
3,SA,Adelaide,2G,Health Diagnostic and Therapy Professionals,2026-07-01,435.333
3,SA,Adelaide,2H,Medical Practitioners and Nurses,2026-07-01,747
2,SA,Adelaide,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,1753.667
3,SA,Adelaide,31,"Engineering, ICT and Science Technicians",2026-07-01,288.333
3,SA,Adelaide,32,Automotive and Engineering Trades Workers,2026-07-01,533.667
3,SA,Adelaide,33,Construction Trades Workers,2026-07-01,228.333
3,SA,Adelaide,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,230.667
3,SA,Adelaide,35,Food Trades Workers,2026-07-01,254.333
3,SA,Adelaide,36,Skilled Animal and Horticultural Workers,2026-07-01,89.667
3,SA,Adelaide,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,59
3,SA,Adelaide,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,69.667
2,SA,Adelaide,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,1078.333
3,SA,Adelaide,41,Health and Welfare Support Workers,2026-07-01,166
3,SA,Adelaide,42,Carers and Aides,2026-07-01,579.333
3,SA,Adelaide,43,Hospitality Workers,2026-07-01,142.667
3,SA,Adelaide,44,Protective Service Workers,2026-07-01,59.333
3,SA,Adelaide,45,"Sports, Travel and Personal Service Workers",2026-07-01,131
2,SA,Adelaide,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,1880.667
3,SA,Adelaide,55,Numerical Clerks,2026-07-01,275.333
3,SA,Adelaide,56,Clerical and Office Support Workers,2026-07-01,66.667
3,SA,Adelaide,59,Other Clerical and Administrative Workers,2026-07-01,353.333
3,SA,Adelaide,5A,"Office Managers, Administrators and Secretaries",2026-07-01,272
3,SA,Adelaide,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,913.333
2,SA,Adelaide,6,SALES WORKERS,2026-07-01,917.333
3,SA,Adelaide,61,Sales Representatives and Agents,2026-07-01,244
3,SA,Adelaide,62,Sales Assistants and Salespersons,2026-07-01,604
