level,state,region,anzsco_code,anzsco_title,date,vacancies
3,NSW,Riverina & Murray,21,Arts and Media Professionals,2026-07-01,7.667
3,NSW,Riverina & Murray,24,Education Professionals,2026-07-01,28.333
3,NSW,Riverina & Murray,26,ICT Professionals,2026-07-01,10.667
3,NSW,Riverina & Murray,27,"Legal, Social and Welfare Professionals",2026-07-01,127.333
3,NSW,Riverina & Murray,2A,"Business, Finance and Human Resource Professionals",2026-07-01,56.333
3,NSW,Riverina & Murray,2B,Information Professionals,2026-07-01,7.667
3,NSW,Riverina & Murray,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,5.333
3,NSW,Riverina & Murray,2D,"Transport and Design Professionals, and Architects",2026-07-01,10
3,NSW,Riverina & Murray,2E,Engineers,2026-07-01,33
3,NSW,Riverina & Murray,2F,Science Professionals and Veterinarians,2026-07-01,13.667
3,NSW,Riverina & Murray,2G,Health Diagnostic and Therapy Professionals,2026-07-01,70
3,NSW,Riverina & Murray,2H,Medical Practitioners and Nurses,2026-07-01,256.667
2,NSW,Riverina & Murray,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,287.667
3,NSW,Riverina & Murray,31,"Engineering, ICT and Science Technicians",2026-07-01,45.667
3,NSW,Riverina & Murray,32,Automotive and Engineering Trades Workers,2026-07-01,111
3,NSW,Riverina & Murray,33,Construction Trades Workers,2026-07-01,33
3,NSW,Riverina & Murray,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,30.333
3,NSW,Riverina & Murray,35,Food Trades Workers,2026-07-01,37.667
3,NSW,Riverina & Murray,36,Skilled Animal and Horticultural Workers,2026-07-01,7.667
3,NSW,Riverina & Murray,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,8.667
3,NSW,Riverina & Murray,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,13.667
2,NSW,Riverina & Murray,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,228
3,NSW,Riverina & Murray,41,Health and Welfare Support Workers,2026-07-01,33
3,NSW,Riverina & Murray,42,Carers and Aides,2026-07-01,145
3,NSW,Riverina & Murray,43,Hospitality Workers,2026-07-01,30.333
3,NSW,Riverina & Murray,44,Protective Service Workers,2026-07-01,3.667
3,NSW,Riverina & Murray,45,"Sports, Travel and Personal Service Workers",2026-07-01,16
2,NSW,Riverina & Murray,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,207
3,NSW,Riverina & Murray,55,Numerical Clerks,2026-07-01,32.667
3,NSW,Riverina & Murray,56,Clerical and Office Support Workers,2026-07-01,13.333
3,NSW,Riverina & Murray,59,Other Clerical and Administrative Workers,2026-07-01,37.333
3,NSW,Riverina & Murray,5A,"Office Managers, Administrators and Secretaries",2026-07-01,20.667
3,NSW,Riverina & Murray,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,103
2,NSW,Riverina & Murray,6,SALES WORKERS,2026-07-01,142
3,NSW,Riverina & Murray,61,Sales Representatives and Agents,2026-07-01,26
3,NSW,Riverina & Murray,62,Sales Assistants and Salespersons,2026-07-01,107.667
3,NSW,Riverina & Murray,63,Sales Support Workers,2026-07-01,8.333
2,NSW,Riverina & Murray,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,130.667
3,NSW,Riverina & Murray,71,Machine and Stationary Plant Operators,2026-07-01,27.333
3,NSW,Riverina & Murray,72,Mobile Plant Operators,2026-07-01,38.667
3,NSW,Riverina & Murray,7A,Drivers and Storepersons,2026-07-01,64.667
2,NSW,Riverina & Murray,8,LABOURERS,2026-07-01,161
3,NSW,Riverina & Murray,81,Cleaners and Laundry Workers,2026-07-01,31.333
3,NSW,Riverina & Murray,82,Construction and Mining Labourers,2026-07-01,9.667
3,NSW,Riverina & Murray,83,Factory Process Workers,2026-07-01,17.667
3,NSW,Riverina & Murray,84,"Farm, Forestry and Garden Workers",2026-07-01,31.333
3,NSW,Riverina & Murray,85,Food Preparation Assistants,2026-07-01,11
3,NSW,Riverina & Murray,89,Other Labourers,2026-07-01,60
1,NSW,Southern Highlands & Snowy,0,Southern Highlands & Snowy TOTAL,2026-07-01,1185
2,NSW,Southern Highlands & Snowy,1,MANAGERS,2026-07-01,88.667
3,NSW,Southern Highlands & Snowy,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,2.667
3,NSW,Southern Highlands & Snowy,12,Farmers and Farm Managers,2026-07-01,4.667
3,NSW,Southern Highlands & Snowy,14,"Hospitality, Retail and Service Managers",2026-07-01,36.333
3,NSW,Southern Highlands & Snowy,1A,Corporate Managers,2026-07-01,21
3,NSW,Southern Highlands & Snowy,1B,"Construction, Production and Distribution Managers",2026-07-01,16.667
3,NSW,Southern Highlands & Snowy,1C,"Health, Education, ICT and Other Managers",2026-07-01,7.333
2,NSW,Southern Highlands & Snowy,2,PROFESSIONALS,2026-07-01,414.333
3,NSW,Southern Highlands & Snowy,21,Arts and Media Professionals,2026-07-01,2.333
3,NSW,Southern Highlands & Snowy,24,Education Professionals,2026-07-01,15.667
3,NSW,Southern Highlands & Snowy,26,ICT Professionals,2026-07-01,3.333
3,NSW,Southern Highlands & Snowy,27,"Legal, Social and Welfare Professionals",2026-07-01,112.667
3,NSW,Southern Highlands & Snowy,2A,"Business, Finance and Human Resource Professionals",2026-07-01,20.333
3,NSW,Southern Highlands & Snowy,2B,Information Professionals,2026-07-01,3.333
3,NSW,Southern Highlands & Snowy,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,7.333
3,NSW,Southern Highlands & Snowy,2D,"Transport and Design Professionals, and Architects",2026-07-01,7
3,NSW,Southern Highlands & Snowy,2E,Engineers,2026-07-01,16.667
3,NSW,Southern Highlands & Snowy,2F,Science Professionals and Veterinarians,2026-07-01,8.333
3,NSW,Southern Highlands & Snowy,2G,Health Diagnostic and Therapy Professionals,2026-07-01,30.667
3,NSW,Southern Highlands & Snowy,2H,Medical Practitioners and Nurses,2026-07-01,186.667
2,NSW,Southern Highlands & Snowy,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,175.333
3,NSW,Southern Highlands & Snowy,31,"Engineering, ICT and Science Technicians",2026-07-01,23
3,NSW,Southern Highlands & Snowy,32,Automotive and Engineering Trades Workers,2026-07-01,54.667
3,NSW,Southern Highlands & Snowy,33,Construction Trades Workers,2026-07-01,14.667
3,NSW,Southern Highlands & Snowy,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,22.667
3,NSW,Southern Highlands & Snowy,35,Food Trades Workers,2026-07-01,34.333
3,NSW,Southern Highlands & Snowy,36,Skilled Animal and Horticultural Workers,2026-07-01,12
3,NSW,Southern Highlands & Snowy,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,4.333
3,NSW,Southern Highlands & Snowy,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,9.667
2,NSW,Southern Highlands & Snowy,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,144.667
3,NSW,Southern Highlands & Snowy,41,Health and Welfare Support Workers,2026-07-01,13.667
3,NSW,Southern Highlands & Snowy,42,Carers and Aides,2026-07-01,95
3,NSW,Southern Highlands & Snowy,43,Hospitality Workers,2026-07-01,17.667
3,NSW,Southern Highlands & Snowy,44,Protective Service Workers,2026-07-01,4
3,NSW,Southern Highlands & Snowy,45,"Sports, Travel and Personal Service Workers",2026-07-01,14.333
2,NSW,Southern Highlands & Snowy,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,106
3,NSW,Southern Highlands & Snowy,55,Numerical Clerks,2026-07-01,14
3,NSW,Southern Highlands & Snowy,56,Clerical and Office Support Workers,2026-07-01,6.333
3,NSW,Southern Highlands & Snowy,59,Other Clerical and Administrative Workers,2026-07-01,14.333
3,NSW,Southern Highlands & Snowy,5A,"Office Managers, Administrators and Secretaries",2026-07-01,17.333
3,NSW,Southern Highlands & Snowy,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,54
2,NSW,Southern Highlands & Snowy,6,SALES WORKERS,2026-07-01,75
3,NSW,Southern Highlands & Snowy,61,Sales Representatives and Agents,2026-07-01,11.333
3,NSW,Southern Highlands & Snowy,62,Sales Assistants and Salespersons,2026-07-01,57
3,NSW,Southern Highlands & Snowy,63,Sales Support Workers,2026-07-01,6.667
2,NSW,Southern Highlands & Snowy,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,84.333
3,NSW,Southern Highlands & Snowy,71,Machine and Stationary Plant Operators,2026-07-01,18.333
3,NSW,Southern Highlands & Snowy,72,Mobile Plant Operators,2026-07-01,18.333
3,NSW,Southern Highlands & Snowy,7A,Drivers and Storepersons,2026-07-01,47.667
2,NSW,Southern Highlands & Snowy,8,LABOURERS,2026-07-01,96.667
3,NSW,Southern Highlands & Snowy,81,Cleaners and Laundry Workers,2026-07-01,19.667
3,NSW,Southern Highlands & Snowy,82,Construction and Mining Labourers,2026-07-01,8
3,NSW,Southern Highlands & Snowy,83,Factory Process Workers,2026-07-01,10.333
3,NSW,Southern Highlands & Snowy,84,"Farm, Forestry and Garden Workers",2026-07-01,9.333
3,NSW,Southern Highlands & Snowy,85,Food Preparation Assistants,2026-07-01,4
3,NSW,Southern Highlands & Snowy,89,Other Labourers,2026-07-01,45.333
1,NSW,Sydney,0,Sydney TOTAL,2026-07-01,40218
2,NSW,Sydney,1,MANAGERS,2026-07-01,6359
3,NSW,Sydney,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,261.333
3,NSW,Sydney,12,Farmers and Farm Managers,2026-07-01,4.667
3,NSW,Sydney,14,"Hospitality, Retail and Service Managers",2026-07-01,1611
3,NSW,Sydney,1A,Corporate Managers,2026-07-01,2558
3,NSW,Sydney,1B,"Construction, Production and Distribution Managers",2026-07-01,1417.667
3,NSW,Sydney,1C,"Health, Education, ICT and Other Managers",2026-07-01,506.333
2,NSW,Sydney,2,PROFESSIONALS,2026-07-01,11913.333
3,NSW,Sydney,21,Arts and Media Professionals,2026-07-01,302.333
3,NSW,Sydney,24,Education Professionals,2026-07-01,473.667
3,NSW,Sydney,26,ICT Professionals,2026-07-01,1975
3,NSW,Sydney,27,"Legal, Social and Welfare Professionals",2026-07-01,1444.667
3,NSW,Sydney,2A,"Business, Finance and Human Resource Professionals",2026-07-01,2077.667
3,NSW,Sydney,2B,Information Professionals,2026-07-01,556
3,NSW,Sydney,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,874.667
3,NSW,Sydney,2D,"Transport and Design Professionals, and Architects",2026-07-01,536
3,NSW,Sydney,2E,Engineers,2026-07-01,866.667
3,NSW,Sydney,2F,Science Professionals and Veterinarians,2026-07-01,160.333
3,NSW,Sydney,2G,Health Diagnostic and Therapy Professionals,2026-07-01,1107.333
3,NSW,Sydney,2H,Medical Practitioners and Nurses,2026-07-01,1539
2,NSW,Sydney,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,4708.667
3,NSW,Sydney,31,"Engineering, ICT and Science Technicians",2026-07-01,1015
3,NSW,Sydney,32,Automotive and Engineering Trades Workers,2026-07-01,1011.667
3,NSW,Sydney,33,Construction Trades Workers,2026-07-01,503.333
3,NSW,Sydney,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,661.667
3,NSW,Sydney,35,Food Trades Workers,2026-07-01,790.667
3,NSW,Sydney,36,Skilled Animal and Horticultural Workers,2026-07-01,248
3,NSW,Sydney,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,192.667
3,NSW,Sydney,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,285.667
2,NSW,Sydney,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,3354.333
3,NSW,Sydney,41,Health and Welfare Support Workers,2026-07-01,265.667
3,NSW,Sydney,42,Carers and Aides,2026-07-01,1693.333
3,NSW,Sydney,43,Hospitality Workers,2026-07-01,771.667
3,NSW,Sydney,44,Protective Service Workers,2026-07-01,205
3,NSW,Sydney,45,"Sports, Travel and Personal Service Workers",2026-07-01,418.667
2,NSW,Sydney,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,6810.333
3,NSW,Sydney,55,Numerical Clerks,2026-07-01,1546
3,NSW,Sydney,56,Clerical and Office Support Workers,2026-07-01,131.667
3,NSW,Sydney,59,Other Clerical and Administrative Workers,2026-07-01,1584.667
3,NSW,Sydney,5A,"Office Managers, Administrators and Secretaries",2026-07-01,1103.667
3,NSW,Sydney,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,2444.333
2,NSW,Sydney,6,SALES WORKERS,2026-07-01,3237.667
3,NSW,Sydney,61,Sales Representatives and Agents,2026-07-01,1241.667
3,NSW,Sydney,62,Sales Assistants and Salespersons,2026-07-01,1767
3,NSW,Sydney,63,Sales Support Workers,2026-07-01,229
2,NSW,Sydney,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,1887.667
3,NSW,Sydney,71,Machine and Stationary Plant Operators,2026-07-01,334.667
3,NSW,Sydney,72,Mobile Plant Operators,2026-07-01,603
3,NSW,Sydney,7A,Drivers and Storepersons,2026-07-01,950
2,NSW,Sydney,8,LABOURERS,2026-07-01,1947
3,NSW,Sydney,81,Cleaners and Laundry Workers,2026-07-01,411.333
3,NSW,Sydney,82,Construction and Mining Labourers,2026-07-01,182
3,NSW,Sydney,83,Factory Process Workers,2026-07-01,373
3,NSW,Sydney,84,"Farm, Forestry and Garden Workers",2026-07-01,68.333
3,NSW,Sydney,85,Food Preparation Assistants,2026-07-01,130
3,NSW,Sydney,89,Other Labourers,2026-07-01,782.333
1,NSW,Tamworth and North West NSW,0,Tamworth and North West NSW TOTAL,2026-07-01,1581
2,NSW,Tamworth and North West NSW,1,MANAGERS,2026-07-01,100.333
3,NSW,Tamworth and North West NSW,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,4.667
3,NSW,Tamworth and North West NSW,12,Farmers and Farm Managers,2026-07-01,7.667
3,NSW,Tamworth and North West NSW,14,"Hospitality, Retail and Service Managers",2026-07-01,44.667
3,NSW,Tamworth and North West NSW,1A,Corporate Managers,2026-07-01,22
3,NSW,Tamworth and North West NSW,1B,"Construction, Production and Distribution Managers",2026-07-01,14.667
3,NSW,Tamworth and North West NSW,1C,"Health, Education, ICT and Other Managers",2026-07-01,6.667
2,NSW,Tamworth and North West NSW,2,PROFESSIONALS,2026-07-01,851
3,NSW,Tamworth and North West NSW,21,Arts and Media Professionals,2026-07-01,3.333
3,NSW,Tamworth and North West NSW,24,Education Professionals,2026-07-01,26.333
3,NSW,Tamworth and North West NSW,26,ICT Professionals,2026-07-01,5
3,NSW,Tamworth and North West NSW,27,"Legal, Social and Welfare Professionals",2026-07-01,237
3,NSW,Tamworth and North West NSW,2A,"Business, Finance and Human Resource Professionals",2026-07-01,23.333
3,NSW,Tamworth and North West NSW,2B,Information Professionals,2026-07-01,4.667
3,NSW,Tamworth and North West NSW,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,2.333
3,NSW,Tamworth and North West NSW,2D,"Transport and Design Professionals, and Architects",2026-07-01,6
3,NSW,Tamworth and North West NSW,2E,Engineers,2026-07-01,14.667
3,NSW,Tamworth and North West NSW,2F,Science Professionals and Veterinarians,2026-07-01,4.667
3,NSW,Tamworth and North West NSW,2G,Health Diagnostic and Therapy Professionals,2026-07-01,31.333
3,NSW,Tamworth and North West NSW,2H,Medical Practitioners and Nurses,2026-07-01,492.333
2,NSW,Tamworth and North West NSW,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,167.667
3,NSW,Tamworth and North West NSW,31,"Engineering, ICT and Science Technicians",2026-07-01,23.333
3,NSW,Tamworth and North West NSW,32,Automotive and Engineering Trades Workers,2026-07-01,65
3,NSW,Tamworth and North West NSW,33,Construction Trades Workers,2026-07-01,12.667
3,NSW,Tamworth and North West NSW,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,24
3,NSW,Tamworth and North West NSW,35,Food Trades Workers,2026-07-01,25
3,NSW,Tamworth and North West NSW,36,Skilled Animal and Horticultural Workers,2026-07-01,4.333
3,NSW,Tamworth and North West NSW,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,3.333
3,NSW,Tamworth and North West NSW,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,10
2,NSW,Tamworth and North West NSW,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,120
3,NSW,Tamworth and North West NSW,41,Health and Welfare Support Workers,2026-07-01,15.667
3,NSW,Tamworth and North West NSW,42,Carers and Aides,2026-07-01,78
3,NSW,Tamworth and North West NSW,43,Hospitality Workers,2026-07-01,14.333
3,NSW,Tamworth and North West NSW,44,Protective Service Workers,2026-07-01,3
3,NSW,Tamworth and North West NSW,45,"Sports, Travel and Personal Service Workers",2026-07-01,9
2,NSW,Tamworth and North West NSW,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,101.667
3,NSW,Tamworth and North West NSW,55,Numerical Clerks,2026-07-01,14.667
3,NSW,Tamworth and North West NSW,56,Clerical and Office Support Workers,2026-07-01,7.333
3,NSW,Tamworth and North West NSW,59,Other Clerical and Administrative Workers,2026-07-01,14.667
3,NSW,Tamworth and North West NSW,5A,"Office Managers, Administrators and Secretaries",2026-07-01,11.333
3,NSW,Tamworth and North West NSW,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,53.667
2,NSW,Tamworth and North West NSW,6,SALES WORKERS,2026-07-01,78
3,NSW,Tamworth and North West NSW,61,Sales Representatives and Agents,2026-07-01,12
3,NSW,Tamworth and North West NSW,62,Sales Assistants and Salespersons,2026-07-01,56.333
3,NSW,Tamworth and North West NSW,63,Sales Support Workers,2026-07-01,9.667
2,NSW,Tamworth and North West NSW,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,68.667
3,NSW,Tamworth and North West NSW,71,Machine and Stationary Plant Operators,2026-07-01,16
3,NSW,Tamworth and North West NSW,72,Mobile Plant Operators,2026-07-01,11.667
3,NSW,Tamworth and North West NSW,7A,Drivers and Storepersons,2026-07-01,41
2,NSW,Tamworth and North West NSW,8,LABOURERS,2026-07-01,93.667
3,NSW,Tamworth and North West NSW,81,Cleaners and Laundry Workers,2026-07-01,19.333
3,NSW,Tamworth and North West NSW,82,Construction and Mining Labourers,2026-07-01,6
3,NSW,Tamworth and North West NSW,83,Factory Process Workers,2026-07-01,10
3,NSW,Tamworth and North West NSW,84,"Farm, Forestry and Garden Workers",2026-07-01,15
3,NSW,Tamworth and North West NSW,85,Food Preparation Assistants,2026-07-01,4
3,NSW,Tamworth and North West NSW,89,Other Labourers,2026-07-01,39.333
1,VIC,Ballarat & Central Highlands,0,Ballarat & Central Highlands TOTAL,2026-07-01,868.667
2,VIC,Ballarat & Central Highlands,1,MANAGERS,2026-07-01,77.667
3,VIC,Ballarat & Central Highlands,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,3
3,VIC,Ballarat & Central Highlands,12,Farmers and Farm Managers,2026-07-01,1
3,VIC,Ballarat & Central Highlands,14,"Hospitality, Retail and Service Managers",2026-07-01,29
3,VIC,Ballarat & Central Highlands,1A,Corporate Managers,2026-07-01,21.333
3,VIC,Ballarat & Central Highlands,1B,"Construction, Production and Distribution Managers",2026-07-01,12.667
3,VIC,Ballarat & Central Highlands,1C,"Health, Education, ICT and Other Managers",2026-07-01,10.667
2,VIC,Ballarat & Central Highlands,2,PROFESSIONALS,2026-07-01,262.333
3,VIC,Ballarat & Central Highlands,21,Arts and Media Professionals,2026-07-01,6.333
3,VIC,Ballarat & Central Highlands,24,Education Professionals,2026-07-01,16
3,VIC,Ballarat & Central Highlands,26,ICT Professionals,2026-07-01,8.333
3,VIC,Ballarat & Central Highlands,27,"Legal, Social and Welfare Professionals",2026-07-01,56.333
3,VIC,Ballarat & Central Highlands,2A,"Business, Finance and Human Resource Professionals",2026-07-01,28.333
3,VIC,Ballarat & Central Highlands,2B,Information Professionals,2026-07-01,7.333
3,VIC,Ballarat & Central Highlands,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,4.333
3,VIC,Ballarat & Central Highlands,2D,"Transport and Design Professionals, and Architects",2026-07-01,4
3,VIC,Ballarat & Central Highlands,2E,Engineers,2026-07-01,10.333
3,VIC,Ballarat & Central Highlands,2F,Science Professionals and Veterinarians,2026-07-01,2.333
3,VIC,Ballarat & Central Highlands,2G,Health Diagnostic and Therapy Professionals,2026-07-01,52.333
3,VIC,Ballarat & Central Highlands,2H,Medical Practitioners and Nurses,2026-07-01,66.333
2,VIC,Ballarat & Central Highlands,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,116.333
3,VIC,Ballarat & Central Highlands,31,"Engineering, ICT and Science Technicians",2026-07-01,21
3,VIC,Ballarat & Central Highlands,32,Automotive and Engineering Trades Workers,2026-07-01,32
3,VIC,Ballarat & Central Highlands,33,Construction Trades Workers,2026-07-01,14.667
3,VIC,Ballarat & Central Highlands,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,12
3,VIC,Ballarat & Central Highlands,35,Food Trades Workers,2026-07-01,24
3,VIC,Ballarat & Central Highlands,36,Skilled Animal and Horticultural Workers,2026-07-01,7.333
3,VIC,Ballarat & Central Highlands,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,3
3,VIC,Ballarat & Central Highlands,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,2.333
2,VIC,Ballarat & Central Highlands,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,110
3,VIC,Ballarat & Central Highlands,41,Health and Welfare Support Workers,2026-07-01,20
3,VIC,Ballarat & Central Highlands,42,Carers and Aides,2026-07-01,65.333
3,VIC,Ballarat & Central Highlands,43,Hospitality Workers,2026-07-01,16.333
3,VIC,Ballarat & Central Highlands,44,Protective Service Workers,2026-07-01,2
3,VIC,Ballarat & Central Highlands,45,"Sports, Travel and Personal Service Workers",2026-07-01,6.333
2,VIC,Ballarat & Central Highlands,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,131.667
3,VIC,Ballarat & Central Highlands,55,Numerical Clerks,2026-07-01,18.333
3,VIC,Ballarat & Central Highlands,56,Clerical and Office Support Workers,2026-07-01,2.667
3,VIC,Ballarat & Central Highlands,59,Other Clerical and Administrative Workers,2026-07-01,19.333
3,VIC,Ballarat & Central Highlands,5A,"Office Managers, Administrators and Secretaries",2026-07-01,15.333
3,VIC,Ballarat & Central Highlands,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,76
2,VIC,Ballarat & Central Highlands,6,SALES WORKERS,2026-07-01,79.667
3,VIC,Ballarat & Central Highlands,61,Sales Representatives and Agents,2026-07-01,15.333
3,VIC,Ballarat & Central Highlands,62,Sales Assistants and Salespersons,2026-07-01,59
3,VIC,Ballarat & Central Highlands,63,Sales Support Workers,2026-07-01,5.333
2,VIC,Ballarat & Central Highlands,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,35.333
3,VIC,Ballarat & Central Highlands,71,Machine and Stationary Plant Operators,2026-07-01,7
3,VIC,Ballarat & Central Highlands,72,Mobile Plant Operators,2026-07-01,8.667
3,VIC,Ballarat & Central Highlands,7A,Drivers and Storepersons,2026-07-01,19.667
2,VIC,Ballarat & Central Highlands,8,LABOURERS,2026-07-01,55.667
3,VIC,Ballarat & Central Highlands,81,Cleaners and Laundry Workers,2026-07-01,10
3,VIC,Ballarat & Central Highlands,82,Construction and Mining Labourers,2026-07-01,7.333
3,VIC,Ballarat & Central Highlands,83,Factory Process Workers,2026-07-01,5.333
3,VIC,Ballarat & Central Highlands,84,"Farm, Forestry and Garden Workers",2026-07-01,6.667
3,VIC,Ballarat & Central Highlands,85,Food Preparation Assistants,2026-07-01,2
3,VIC,Ballarat & Central Highlands,89,Other Labourers,2026-07-01,24.333
1,VIC,Bendigo & High Country,0,Bendigo & High Country TOTAL,2026-07-01,3574
2,VIC,Bendigo & High Country,1,MANAGERS,2026-07-01,319.333
3,VIC,Bendigo & High Country,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,11
3,VIC,Bendigo & High Country,12,Farmers and Farm Managers,2026-07-01,15
3,VIC,Bendigo & High Country,14,"Hospitality, Retail and Service Managers",2026-07-01,112.667
3,VIC,Bendigo & High Country,1A,Corporate Managers,2026-07-01,79.333
3,VIC,Bendigo & High Country,1B,"Construction, Production and Distribution Managers",2026-07-01,52.667
3,VIC,Bendigo & High Country,1C,"Health, Education, ICT and Other Managers",2026-07-01,48.667
2,VIC,Bendigo & High Country,2,PROFESSIONALS,2026-07-01,1067.667
3,VIC,Bendigo & High Country,21,Arts and Media Professionals,2026-07-01,16.333
3,VIC,Bendigo & High Country,24,Education Professionals,2026-07-01,74.667
3,VIC,Bendigo & High Country,26,ICT Professionals,2026-07-01,17.667
3,VIC,Bendigo & High Country,27,"Legal, Social and Welfare Professionals",2026-07-01,227
3,VIC,Bendigo & High Country,2A,"Business, Finance and Human Resource Professionals",2026-07-01,67.667
3,VIC,Bendigo & High Country,2B,Information Professionals,2026-07-01,16.667
3,VIC,Bendigo & High Country,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,15.333
3,VIC,Bendigo & High Country,2D,"Transport and Design Professionals, and Architects",2026-07-01,16
3,VIC,Bendigo & High Country,2E,Engineers,2026-07-01,40
3,VIC,Bendigo & High Country,2F,Science Professionals and Veterinarians,2026-07-01,26.333
3,VIC,Bendigo & High Country,2G,Health Diagnostic and Therapy Professionals,2026-07-01,178
3,VIC,Bendigo & High Country,2H,Medical Practitioners and Nurses,2026-07-01,372
2,VIC,Bendigo & High Country,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,495.333
3,VIC,Bendigo & High Country,31,"Engineering, ICT and Science Technicians",2026-07-01,66.333
3,VIC,Bendigo & High Country,32,Automotive and Engineering Trades Workers,2026-07-01,159.667
3,VIC,Bendigo & High Country,33,Construction Trades Workers,2026-07-01,54.333
3,VIC,Bendigo & High Country,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,45.667
3,VIC,Bendigo & High Country,35,Food Trades Workers,2026-07-01,110.667
3,VIC,Bendigo & High Country,36,Skilled Animal and Horticultural Workers,2026-07-01,27.667
3,VIC,Bendigo & High Country,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,12.333
3,VIC,Bendigo & High Country,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,18.667
2,VIC,Bendigo & High Country,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,552.333
3,VIC,Bendigo & High Country,41,Health and Welfare Support Workers,2026-07-01,113.333
3,VIC,Bendigo & High Country,42,Carers and Aides,2026-07-01,348.333
3,VIC,Bendigo & High Country,43,Hospitality Workers,2026-07-01,42.333
3,VIC,Bendigo & High Country,44,Protective Service Workers,2026-07-01,14.667
3,VIC,Bendigo & High Country,45,"Sports, Travel and Personal Service Workers",2026-07-01,33.667
2,VIC,Bendigo & High Country,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,432.667
3,VIC,Bendigo & High Country,55,Numerical Clerks,2026-07-01,52.667
3,VIC,Bendigo & High Country,56,Clerical and Office Support Workers,2026-07-01,9
3,VIC,Bendigo & High Country,59,Other Clerical and Administrative Workers,2026-07-01,84.333
3,VIC,Bendigo & High Country,5A,"Office Managers, Administrators and Secretaries",2026-07-01,40.333
3,VIC,Bendigo & High Country,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,246.333
2,VIC,Bendigo & High Country,6,SALES WORKERS,2026-07-01,240
3,VIC,Bendigo & High Country,61,Sales Representatives and Agents,2026-07-01,45
3,VIC,Bendigo & High Country,62,Sales Assistants and Salespersons,2026-07-01,179
3,VIC,Bendigo & High Country,63,Sales Support Workers,2026-07-01,16
