cricos_provider_code,institution_name,cricos_course_code,course_name,vet_national_code,dual_qualification,course_level,primary_broad_field_code,primary_broad_field_name,primary_narrow_field_code,primary_narrow_field_name,primary_detailed_field_code,primary_detailed_field_name,secondary_broad_field_code,secondary_broad_field_name,secondary_narrow_field_code,secondary_narrow_field_name,secondary_detailed_field_code,secondary_detailed_field_name,foundation_studies,work_component,work_component_hours_per_week,work_component_weeks,work_component_total_hours,course_language,duration_weeks,tuition_fee_aud,non_tuition_fee_aud,estimated_total_course_cost_aud,data_source
00300K,Charles Darwin University (CDU),110435B,Bachelor of Medical Laboratory Science Honours,,No,Bachelor Honours Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,,,,,,,No,Yes,30.0,20,600,English,208,145940,1472,147412,CRICOS
00300K,Charles Darwin University (CDU),110623J,Master of Teaching Secondary,,No,Masters Degree (Coursework),07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,,,,,,,No,Yes,30.0,12,360,English,104,65524,736,66260,CRICOS
00300K,Charles Darwin University (CDU),110624H,Master of Teaching Early Childhood,,No,Masters Degree (Coursework),07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,30.0,16,480,English,104,65524,736,66260,CRICOS
00300K,Charles Darwin University (CDU),110625G,Master of Teaching Primary,,No,Masters Degree (Coursework),07,Education,0701,Teacher Education,070103,Teacher Education: Primary,,,,,,,No,Yes,30.0,12,360,English,104,65524,736,66260,CRICOS
00300K,Charles Darwin University (CDU),110626F,Master of Public Policy,,No,Masters Degree (Coursework),09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,,,,,,,No,No,,,,English,104,75346,736,76082,CRICOS
00300K,Charles Darwin University (CDU),111117H,Doctor of Pharmacy,,No,Masters Degree (Extended),06,Health,0605,Pharmacy,060501,Pharmacy,,,,,,,No,Yes,,40,412,English,104,104228,736,104964,CRICOS
00300K,Charles Darwin University (CDU),111118G,Master of Physiotherapy,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,,,,,,,No,Yes,,20,750,English,104,59040,736,59776,CRICOS
00300K,Charles Darwin University (CDU),111588K,Graduate Diploma of Health and Social Care,,No,Graduate Diploma,06,Health,0699,Other Health,069999,"Health, n.e.c.",,,,,,,No,No,,,,English,52,34742,368,35110,CRICOS
00300K,Charles Darwin University (CDU),112161G,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,98,17420,0,17420,CRICOS
00300K,Charles Darwin University (CDU),112342B,English for Academic Purposes 3,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,15,5500,200,5700,CRICOS
00300K,Charles Darwin University (CDU),112343A,English for Academic Purposes 4,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,15,5500,200,5700,CRICOS
00300K,Charles Darwin University (CDU),112398H,Graduate Certificate of Health Services Management,,No,Graduate Certificate,06,Health,0699,Other Health,069999,"Health, n.e.c.",,,,,,,No,No,,,,English,26,14760,184,14944,CRICOS
00300K,Charles Darwin University (CDU),112399G,Graduate Certificate of Maternal Critical Care,,No,Graduate Certificate,06,Health,0603,Nursing,060303,Midwifery,,,,,,,No,No,,,,English,26,19329,184,19513,CRICOS
00300K,Charles Darwin University (CDU),112400H,Graduate Diploma of Mental Health,,No,Graduate Diploma,06,Health,0699,Other Health,069999,"Health, n.e.c.",,,,,,,No,No,,,,English,52,29520,368,29888,CRICOS
00300K,Charles Darwin University (CDU),112673E,Master of Project Management,,No,Masters Degree (Coursework),08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,Yes,25.0,12,300,English,104,76384,736,77120,CRICOS
00300K,Charles Darwin University (CDU),113099M,Bachelor of Education Primary,,No,Bachelor Degree,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,,,,,,,No,Yes,35.0,16,560,English,208,125736,1472,127208,CRICOS
00300K,Charles Darwin University (CDU),113100A,Bachelor of Primary Education and Master of Secondary Teaching,,Yes,Masters Degree (Coursework),07,Education,0701,Teacher Education,070103,Teacher Education: Primary,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,No,Yes,35.0,16,560,English,234,141453,1656,143109,CRICOS
00300K,Charles Darwin University (CDU),113101M,Bachelor of Education Secondary,,No,Bachelor Degree,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,,,,,,,No,Yes,35.0,16,560,English,208,125736,1472,127208,CRICOS
00300K,Charles Darwin University (CDU),113890K,Master of Teaching (Birth to Five years),,No,Masters Degree (Coursework),07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,30.0,16,480,English,104,65524,736,66260,CRICOS
00300K,Charles Darwin University (CDU),113894F,Master of Information Technology (Artificial Intelligence),,No,Masters Degree (Coursework),02,Information Technology,0201,Computer Science,020199,"Computer Science, n.e.c.",,,,,,,No,No,,,,English,104,72882,736,73618,CRICOS
00300K,Charles Darwin University (CDU),113895E,Bachelor of Health Science/Master of Physiotherapy,,Yes,Masters Degree (Coursework),06,Health,0613,Public Health,061309,Community Health,06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,No,Yes,37.5,20,750,English,208,142348,1472,143820,CRICOS
00300K,Charles Darwin University (CDU),113896D,Bachelor of Educational Studies,,No,Bachelor Degree,07,Education,0703,Curriculum and Education Studies,070303,Education Studies,,,,,,,No,No,,,,English,156,94302,1104,95406,CRICOS
00300K,Charles Darwin University (CDU),114022B,Bachelor of Social Work,,No,Bachelor Degree,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,,,,,,,No,Yes,40.0,25,,English,208,127144,1472,128616,CRICOS
00300K,Charles Darwin University (CDU),114029F,ASSOCIATE DEGREE OF ENGINEERING,,No,Associate Degree,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",,,,,,,No,Yes,18.7,12,224,English,104,78796,736,79532,CRICOS
00300K,Charles Darwin University (CDU),115407K,Bachelor of Education Early Childhood and Primary,,No,Bachelor Degree,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,35.0,20,700,English,208,125736,1472,127208,CRICOS
00300K,Charles Darwin University (CDU),115408J,Bachelor of Education Birth to Five Years,,No,Bachelor Degree,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,35.0,16,560,English,208,125736,1472,127208,CRICOS
00300K,Charles Darwin University (CDU),116324E,Master of Information Technology (Software Engineering),,No,Masters Degree (Coursework),03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031305,Computer Engineering,,,,,,,No,No,,,,English,105,72882,736,73618,CRICOS
00300K,Charles Darwin University (CDU),116326C,Master of Data Science,,No,Masters Degree (Coursework),02,Information Technology,0201,Computer Science,020199,"Computer Science, n.e.c.",,,,,,,No,No,,,,English,104,72882,736,73618,CRICOS
00300K,Charles Darwin University (CDU),116327B,Master of Information Technology (Cyber Security),,No,Masters Degree (Coursework),02,Information Technology,0299,Other Information Technology,029901,Security Science,,,,,,,No,No,,,,English,105,72882,736,73618,CRICOS
00300K,Charles Darwin University (CDU),116328A,Master of Information Technology (Information Systems),,No,Masters Degree (Coursework),02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,,,,English,104,72882,736,73618,CRICOS
00300K,Charles Darwin University (CDU),116329M,Bachelor of Architectural Design,,No,Bachelor Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,,,,,,,No,No,,,,English,156,96096,1104,97200,CRICOS
00300K,Charles Darwin University (CDU),116330G,Bachelor of Accounting/Diploma of Digital Enterprise,,No,Bachelor Degree,08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,,,,English,156,93642,1104,94746,CRICOS
00300K,Charles Darwin University (CDU),116331F,Bachelor of Nutrition,,No,Bachelor Degree,06,Health,0699,Other Health,069901,Nutrition and Dietetics,,,,,,,No,No,,,,English,156,106761,1104,107865,CRICOS
00300K,Charles Darwin University (CDU),116332E,Master of Applied Linguistics,,No,Masters Degree (Coursework),09,Society and Culture,0915,Language and Literature,091521,Linguistics,,,,,,,No,No,,,,English,78,56510,552,57062,CRICOS
00300K,Charles Darwin University (CDU),116333D,Bachelor of Creative Arts,,No,Bachelor Degree,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",,,,,,,No,No,,,,English,156,90315,1104,91419,CRICOS
00300K,Charles Darwin University (CDU),116335B,Bachelor of Arts,,No,Bachelor Degree,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,156,89418,1104,90522,CRICOS
00300K,Charles Darwin University (CDU),116336A,Master of Arts (Coursework),,No,Masters Degree (Coursework),09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,104,75346,736,76082,CRICOS
00300K,Charles Darwin University (CDU),116337M,Graduate Certificate of Arts,,No,Graduate Certificate,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,26,18837,184,19021,CRICOS
00300K,Charles Darwin University (CDU),116338K,Diploma of Arts,,No,Diploma,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,52,29806,368,30174,CRICOS
00300K,Charles Darwin University (CDU),116458B,Bachelor of Medical Laboratory Science Honours,,No,Bachelor Honours Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,,,,,,,No,Yes,30.0,20,600,English,208,145940,1472,147412,CRICOS
00300K,Charles Darwin University (CDU),116626B,Bachelor of Exercise and Sport Science,,No,Bachelor Degree,06,Health,0699,Other Health,069903,Human Movement,,,,,,,No,Yes,40.0,4,160,English,156,106761,1104,107865,CRICOS
00300K,Charles Darwin University (CDU),116878D,Bachelor of Arts Honours,,No,Bachelor Honours Degree,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,52,29806,368,30174,CRICOS
00300K,Charles Darwin University (CDU),116879C,Doctor of Philosophy,,No,Doctoral Degree,09,Society and Culture,0917,Philosophy and Religious Studies,091701,Philosophy,,,,,,,No,No,,,,English,208,134820,0,134820,CRICOS
00300K,Charles Darwin University (CDU),116880K,Master by Research,,No,Masters Degree (Research),09,Society and Culture,0917,Philosophy and Religious Studies,091701,Philosophy,,,,,,,No,No,,,,English,104,67410,0,67410,CRICOS
00300K,Charles Darwin University (CDU),117203F,International Exchange Two Sem,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,52,0,368,368,CRICOS
00300K,Charles Darwin University (CDU),117204E,International Exchange One Sem,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,26,0,184,184,CRICOS
00300K,Charles Darwin University (CDU),118193F,Bachelor of Engineering Honours,,No,Bachelor Honours Degree,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",,,,,,,No,Yes,37.5,12,450,English,211,157592,1472,159064,CRICOS
00300K,Charles Darwin University (CDU),118194E,Master of Engineering,,No,Masters Degree (Coursework),03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",,,,,,,No,Yes,18.7,24,449,English,105,83112,736,83848,CRICOS
00300K,Charles Darwin University (CDU),118196C,Master of Engineering,,No,Masters Degree (Coursework),03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",,,,,,,No,Yes,18.7,24,449,English,156,122442,1104,123546,CRICOS
00300K,Charles Darwin University (CDU),118197B,Bachelor of Nursing,,No,Bachelor Degree,06,Health,0603,Nursing,060301,General Nursing,,,,,,,No,Yes,40.0,20,800,English,156,116175,1104,117279,CRICOS
00300K,Charles Darwin University (CDU),118200A,Graduate Diploma of Linguistic Studies,,No,Graduate Diploma,09,Society and Culture,0915,Language and Literature,091521,Linguistics,,,,,,,No,No,,,,English,52,37673,368,38041,CRICOS
00300K,Charles Darwin University (CDU),118201M,Master of Architecture,,No,Masters Degree (Coursework),04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,,,,,,,No,No,,,,English,104,75346,736,76082,CRICOS
00300K,Charles Darwin University (CDU),118219A,Bachelor of Health Science/Master of Occupational Therapy,,Yes,Masters Degree (Coursework),06,Health,0613,Public Health,061309,Community Health,06,Health,0617,Rehabilitation Therapies,061703,Occupational Therapy,No,Yes,40.0,25,,English,208,142348,1472,143820,CRICOS
00300K,Charles Darwin University (CDU),118220H,Diploma of Health Science,,No,Diploma,06,Health,0699,Other Health,069999,"Health, n.e.c.",,,,,,,No,No,,,,English,52,35587,368,35955,CRICOS
00300K,Charles Darwin University (CDU),118221G,Graduate Certificate of Business,,No,Graduate Certificate,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,26,19096,184,19280,CRICOS
00300K,Charles Darwin University (CDU),118227A,Bachelor of Biomedical Science,,No,Bachelor Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,,,,,,,No,No,,,,English,156,109455,1104,110559,CRICOS
00300K,Charles Darwin University (CDU),118228M,Bachelor of Health Science/Master of Speech Pathology,,No,Masters Degree (Coursework),06,Health,0613,Public Health,061309,Community Health,,,,,,,No,Yes,27.0,24,648,English,208,142348,1472,143820,CRICOS
00300K,Charles Darwin University (CDU),118254J,Master of Business Administration,,No,Masters Degree (Coursework),08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,78,57288,552,57840,CRICOS
00300K,Charles Darwin University (CDU),118255H,Master of Business Administration (Professional Practice),,No,Masters Degree (Coursework),08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,Yes,30.0,10,300,English,104,76384,736,77120,CRICOS
00300K,Charles Darwin University (CDU),118256G,Master of Occupational Therapy,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061703,Occupational Therapy,,,,,,,No,Yes,40.0,25,,English,104,69484,736,70220,CRICOS
00300K,Charles Darwin University (CDU),118268C,Master of Speech Pathology,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,,,,,,,No,Yes,,24,640,English,104,69484,736,70220,CRICOS
00300K,Charles Darwin University (CDU),118269B,Bachelor of Oral Health Therapy,,No,Bachelor Degree,06,Health,0607,Dental Studies,060799,"Dental Studies, n.e.c.",,,,,,,No,Yes,16.0,72,,English,156,106761,1104,107865,CRICOS
00300K,Charles Darwin University (CDU),118270J,Graduate Certificate of Research Methods,,No,Graduate Certificate,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,26,18837,184,19021,CRICOS
00300K,Charles Darwin University (CDU),118544K,Bachelor of Business,,No,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,156,93642,1104,94746,CRICOS
00300K,Charles Darwin University (CDU),118951F,Master of Nursing Practice (Pre-Registration),,No,Masters Degree (Coursework),06,Health,0603,Nursing,060301,General Nursing,,,,,,,No,Yes,40.0,20,800,English,104,80832,736,81568,CRICOS
00300K,Charles Darwin University (CDU),121273B,Bachelor of Health Honours,,No,Bachelor Honours Degree,06,Health,0699,Other Health,069999,"Health, n.e.c.",,,,,,,No,No,,,,English,52,35584,368,35952,CRICOS
00300K,Charles Darwin University (CDU),121274A,Diploma of Science,,No,Diploma,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,,,,English,52,36480,368,36848,CRICOS
00300K,Charles Darwin University (CDU),121279G,Bachelor of Science and Technology,,No,Bachelor Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,,,,English,156,109440,1104,110544,CRICOS
00300K,Charles Darwin University (CDU),121280C,Bachelor of Digital Enterprise,,No,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,156,93624,1104,94728,CRICOS
00300K,Charles Darwin University (CDU),121281B,Master of Clinical Audiology,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061709,Audiology,,,,,,,No,Yes,38.0,12,456,English,104,69472,736,70208,CRICOS
00301J,Curtin University,003691K,Bachelor of Science (Health Sciences),,No,Bachelor Degree,06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,No,,,,English,156,139752,1200,140952,CRICOS
00301J,Curtin University,003779B,Bachelor of Science (Health Promotion),,No,Bachelor Degree,06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,Yes,0.0,3,100,English,156,138666,1200,139866,CRICOS
00301J,Curtin University,003868A,Bachelor of Applied Science (Architectural Science),,No,Bachelor Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,,,,,,,No,No,0.0,0,0,English,156,128992,1000,129992,CRICOS
00301J,Curtin University,003875B,Bachelor of Science (Applied Geology),,No,Bachelor Degree,01,Natural and Physical Sciences,0107,Earth Sciences,010703,Geology,,,,,,,No,No,0.0,0,0,English,156,118138,1000,119138,CRICOS
00301J,Curtin University,003887J,Bachelor of Science (Nutrition and Food Science),,No,Bachelor Degree,06,Health,0699,Other Health,069901,Nutrition and Dietetics,,,,,,,No,No,0.0,0,0,English,156,139998,1200,141198,CRICOS
00301J,Curtin University,003888G,Bachelor of Science (Occupational Therapy),,No,Bachelor Degree,06,Health,0617,Rehabilitation Therapies,061703,Occupational Therapy,,,,,,,No,No,0.0,0,0,English,208,0,0,146200,CRICOS
00301J,Curtin University,003890C,Bachelor of Science (Physiotherapy),,No,Bachelor Degree,06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,,,,,,,No,No,0.0,0,0,English,208,175393,1000,176393,CRICOS
00301J,Curtin University,003896G,English Language Bridging (ELB) Course,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,0.0,0,0,English,19,0,0,8730,CRICOS
00301J,Curtin University,003903C,Bachelor of Urban and Regional Planning,,No,Bachelor Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040103,Urban Design and Regional Planning,,,,,,,No,No,0.0,0,0,English,208,153800,1000,154800,CRICOS
00301J,Curtin University,003922M,Bachelor of Surveying,,No,Bachelor Degree,03,Engineering and Related Technologies,0311,Geomatic Engineering,031101,Surveying,,,,,,,No,No,0.0,0,0,English,208,157700,955,158655,CRICOS
00301J,Curtin University,003967J,Graduate Diploma in Mining,,No,Graduate Diploma,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030303,Mining Engineering,,,,,,,No,Yes,0.0,2,43,English,52,49740,2000,51740,CRICOS
00301J,Curtin University,004005G,Master of Education,,No,Masters Degree (Coursework),07,Education,0703,Curriculum and Education Studies,070300,"Curriculum and Education Studies, n.f.d",,,,,,,No,No,0.0,0,0,English,52,40660,1000,41660,CRICOS
00301J,Curtin University,006092J,Doctor of Philosophy (Spatial Sciences) Research,,No,Doctoral Degree,03,Engineering and Related Technologies,0311,Geomatic Engineering,031101,Surveying,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,006093G,Doctor of Philosophy (Business) Research,,No,Doctoral Degree,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,0.0,0,0,English,208,148600,1000,149600,CRICOS
00301J,Curtin University,006095F,Doctor of Philosophy (Petroleum Engineering) Research,,No,Doctoral Degree,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030303,Mining Engineering,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,006110A,Master of Health Administration,,No,Masters Degree (Coursework),06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,No,0.0,0,0,English,104,92660,1200,93860,CRICOS
00301J,Curtin University,006112K,Graduate Diploma in Business,,No,Graduate Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,0.0,0,0,English,52,47048,1000,48048,CRICOS
00301J,Curtin University,006827G,Not For Degree - Formal Exchange Programs,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,0.0,0,0,English,26,0,0,0,CRICOS
00301J,Curtin University,007289K,Graduate Diploma in Food Science and Technology,,No,Graduate Diploma,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030307,Food Processing Technology,,,,,,,No,No,0.0,0,0,English,52,51654,2000,53654,CRICOS
00301J,Curtin University,007874D,Graduate Diploma in Health Administration,,No,Graduate Diploma,06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,No,0.0,0,0,English,52,46502,1200,47702,CRICOS
00301J,Curtin University,0100022,Master of Research (Agriculture),,No,Masters Degree (Research),05,"Agriculture, Environmental and Related Studies",0501,Agriculture,050101,Agricultural Science,,,,,,,No,No,,,,English,104,86554,1000,87554,CRICOS
00301J,Curtin University,0100023,Master of Research (Biomedical Science),,No,Masters Degree (Research),01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,,,,,,,No,No,,,,English,104,92728,1000,93728,CRICOS
00301J,Curtin University,0100024,Master of Research (Chemistry),,No,Masters Degree (Research),01,Natural and Physical Sciences,0105,Chemical Sciences,010500,"Chemical Sciences, n.f.d.",,,,,,,No,No,,,,English,104,86554,1000,87554,CRICOS
00301J,Curtin University,0100025,Master of Research (Earth and Planetary Sciences),,No,Masters Degree (Research),01,Natural and Physical Sciences,0107,Earth Sciences,010700,"Earth Sciences, n.f.d.",,,,,,,No,No,,,,English,104,86554,1000,87554,CRICOS
00301J,Curtin University,0100026,Master of Research (Economics and Finance),,No,Masters Degree (Research),09,Society and Culture,0919,Economics and Econometrics,091901,Economics,,,,,,,No,No,,,,English,104,81262,1000,82262,CRICOS
00301J,Curtin University,0100027,Master of Research (Environmental Science),,No,Masters Degree (Research),05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050900,"Environmental Studies, n.f.d.",,,,,,,No,No,,,,English,104,84790,1000,85790,CRICOS
00301J,Curtin University,0100028,Master of Research (Fine Arts),,No,Masters Degree (Research),10,Creative Arts,1003,Visual Arts and Crafts,100301,Fine Arts,,,,,,,No,No,,,,English,104,81262,1000,82262,CRICOS
00301J,Curtin University,0100029,Master of Research (Marketing),,No,Masters Degree (Research),08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,,,,,,,No,No,,,,English,104,82915,1000,83915,CRICOS
00301J,Curtin University,0100030,Master of Research (Physics),,No,Masters Degree (Research),01,Natural and Physical Sciences,0103,Physics and Astronomy,010301,Physics,,,,,,,No,No,,,,English,104,86554,1000,87554,CRICOS
00301J,Curtin University,0100217,Doctor of Physiotherapy,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,,,,,,,No,Yes,,30,,English,156,161172,1200,162372,CRICOS
00301J,Curtin University,0100481,Master of Social Work (Qualifying),,No,Masters Degree (Coursework),09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,,,,,,,No,Yes,37.5,28,,English,104,92448,1200,93648,CRICOS
00301J,Curtin University,0100482,Graduate Certificate in Digital Marketing,,No,Graduate Certificate,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,,,,,,,No,No,,,,English,26,26026,1000,27026,CRICOS
00301J,Curtin University,0100574,Master of Geospatial Intelligence,,No,Masters Degree (Coursework),03,Engineering and Related Technologies,0311,Geomatic Engineering,031100,"Geomatic Engineering, n.f.d.",,,,,,,No,Yes,7.5,1,8,English,104,98272,2000,100272,CRICOS
00301J,Curtin University,0100578,Graduate Diploma in Geospatial Intelligence,,No,Graduate Diploma,03,Engineering and Related Technologies,0311,Geomatic Engineering,031100,"Geomatic Engineering, n.f.d.",,,,,,,No,No,,,,English,52,50136,2000,52136,CRICOS
00301J,Curtin University,0100582,Graduate Certificate in Geospatial Intelligence,,No,Graduate Certificate,03,Engineering and Related Technologies,0311,Geomatic Engineering,031199,"Geomatic Engineering, n.e.c.",,,,,,,No,No,,,,English,26,26068,2000,28068,CRICOS
00301J,Curtin University,0100583,Bachelor of Science (Speech Pathology) (Honours),,No,Bachelor Honours Degree,06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,,,,,,,No,No,,,,English,208,189312,1200,190512,CRICOS
00301J,Curtin University,0100584,Master of Clinical Psychology,,No,Masters Degree (Coursework),09,Society and Culture,0907,Behavioural Science,090701,Psychology,,,,,,,No,Yes,,20,750,English,52,47566,1200,48766,CRICOS
00301J,Curtin University,0100585,Master of Research (Public Health),,No,Masters Degree (Research),06,Health,0613,Public Health,061399,"Public Health, n.e.c.",,,,,,,No,No,,,,English,104,72000,60,72060,CRICOS
00301J,Curtin University,0100633,Bachelor of Creative Arts,,No,Bachelor Degree,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",,,,,,,No,No,,,,English,156,124054,1000,125054,CRICOS
00301J,Curtin University,0100657,Master of Professional Engineering,,No,Masters Degree (Coursework),03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",,,,,,,No,Yes,37.5,12,450,English,104,109856,2000,111856,CRICOS
00301J,Curtin University,0100817,Bachelor of Computing,,No,Bachelor Degree,02,Information Technology,0201,Computer Science,020199,"Computer Science, n.e.c.",,,,,,,No,No,,,,English,156,137336,2000,139336,CRICOS
00301J,Curtin University,0100818,Bachelor of Information Technology,,No,Bachelor Degree,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",,,,,,,No,No,,,,English,156,137546,2000,139546,CRICOS
00301J,Curtin University,0100978,Doctor of Philosophy - Medicine,,No,Doctoral Degree,06,Health,0601,Medical Studies,060101,General Medicine,,,,,,,No,No,,,,English,208,138592,1000,139592,CRICOS
00301J,Curtin University,0101365,Master of Environment and Climate Emergency,,No,Masters Degree (Coursework),09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",,,,,,,No,Yes,,1,18,English,104,85616,1000,86616,CRICOS
00301J,Curtin University,0101366,Graduate Diploma in Environment and Climate Emergency,,No,Graduate Diploma,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",,,,,,,No,Yes,,1,18,English,52,41468,1000,42468,CRICOS
00301J,Curtin University,0101367,Graduate Certificate in Environment and Climate Emergency,,No,Graduate Certificate,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",,,,,,,No,Yes,,1,6,English,26,21234,1000,22234,CRICOS
00301J,Curtin University,0101368,Master of Accounting,,No,Masters Degree (Coursework),08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,,,,English,78,46300,0,46300,CRICOS
00301J,Curtin University,0101413,Master of TESOL,,No,Masters Degree (Coursework),09,Society and Culture,0915,Language and Literature,091521,Linguistics,,,,,,,No,No,,,,English,104,80320,1000,81320,CRICOS
00301J,Curtin University,0102163,Master of Research (Psychology),,No,Masters Degree (Research),09,Society and Culture,0907,Behavioural Science,090701,Psychology,,,,,,,No,No,,,,English,104,90964,1000,91964,CRICOS
