cricos_provider_code,institution_name,cricos_course_code,course_name,vet_national_code,dual_qualification,course_level,primary_broad_field_code,primary_broad_field_name,primary_narrow_field_code,primary_narrow_field_name,primary_detailed_field_code,primary_detailed_field_name,secondary_broad_field_code,secondary_broad_field_name,secondary_narrow_field_code,secondary_narrow_field_name,secondary_detailed_field_code,secondary_detailed_field_name,foundation_studies,work_component,work_component_hours_per_week,work_component_weeks,work_component_total_hours,course_language,duration_weeks,tuition_fee_aud,non_tuition_fee_aud,estimated_total_course_cost_aud,data_source
00301J,Curtin University,010548C,Bachelor of Applied Science (Construction Management),,No,Bachelor Degree,04,Architecture and Building,0403,Building,040301,Building Science and Technology,,,,,,,No,Yes,0.0,36,600,English,208,168856,1000,169856,CRICOS
00301J,Curtin University,013905G,Bachelor of Commerce,,No,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,0.0,0,0,English,156,124438,1000,125438,CRICOS
00301J,Curtin University,014167F,Graduate Certificate in Food Science and Technology,,No,Graduate Certificate,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030307,Food Processing Technology,,,,,,,No,No,0.0,0,0,English,26,26828,2000,28828,CRICOS
00301J,Curtin University,018007A,Bachelor of Business Administration,,No,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,0.0,0,0,English,156,124438,1000,125438,CRICOS
00301J,Curtin University,018029F,Graduate Certificate in Human Resources,,No,Graduate Certificate,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,0.0,0,0,English,26,26026,1000,27026,CRICOS
00301J,Curtin University,018030B,Graduate Certificate in Mineral and Energy Economics,,No,Graduate Certificate,09,Society and Culture,0919,Economics and Econometrics,091900,"Economics and Econometrics, n.f.d",,,,,,,No,No,0.0,0,0,English,26,21641,2000,23641,CRICOS
00301J,Curtin University,018629D,Bachelor of Communications,,No,Bachelor Degree,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",,,,,,,No,No,0.0,0,0,English,156,119236,1000,120236,CRICOS
00301J,Curtin University,020852A,Bachelor of Education (Early Childhood Education),,No,Bachelor Degree,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,0.0,23,840,English,208,161208,1000,162208,CRICOS
00301J,Curtin University,020853M,Bachelor of Education (Primary Education),,No,Bachelor Degree,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,,,,,,,No,Yes,0.0,21,760,English,208,161208,1000,162208,CRICOS
00301J,Curtin University,023967K,Bachelor of Applied Science (Interior Architecture),,No,Bachelor Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040107,Interior and Environmental Design,,,,,,,No,No,0.0,0,0,English,208,134724,1000,135724,CRICOS
00301J,Curtin University,023971C,Doctor of Business Administration,,No,Doctoral Degree,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,0.0,0,0,English,208,121723,1000,122723,CRICOS
00301J,Curtin University,023972B,Doctor of Education,,No,Doctoral Degree,07,Education,0703,Curriculum and Education Studies,070303,Education Studies,,,,,,,No,No,0.0,0,0,English,208,111799,1000,112799,CRICOS
00301J,Curtin University,023976J,Graduate Certificate in Development Planning,,No,Graduate Certificate,04,Architecture and Building,0401,Architecture and Urban Environment,040103,Urban Design and Regional Planning,,,,,,,No,No,0.0,0,0,English,26,21562,1000,22562,CRICOS
00301J,Curtin University,023985G,Master of Arts (Applied Linguistics),,No,Masters Degree (Coursework),09,Society and Culture,0915,Language and Literature,091521,Linguistics,,,,,,,No,No,,,,English,52,43884,1000,44884,CRICOS
00301J,Curtin University,027213J,Graduate Diploma in Project Management,,No,Graduate Diploma,08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,0.0,0,0,English,52,44260,1000,45260,CRICOS
00301J,Curtin University,027245A,Master of Science (Project Management),,No,Masters Degree (Coursework),08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,0.0,0,0,English,78,65890,1000,66890,CRICOS
00301J,Curtin University,027250D,Not For Degree - Study Abroad,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,0.0,0,0,English,52,25900,0,25900,CRICOS
00301J,Curtin University,029345C,Bachelor of Agribusiness,,No,Bachelor Degree,05,"Agriculture, Environmental and Related Studies",0599,"Other Agriculture, Environmental and Related Studies",059999,"Agriculture, Environmental and Related Studies, n.e.c.",,,,,,,No,Yes,38.5,1,38,English,156,129422,2000,131422,CRICOS
00301J,Curtin University,029361C,Graduate Certificate in Project Management,,No,Graduate Certificate,08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,0.0,0,0,English,26,22630,1000,23630,CRICOS
00301J,Curtin University,030948K,Graduate Certificate in Digital and Social Media,,No,Graduate Certificate,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,0.0,0,0,English,26,20612,1000,21612,CRICOS
00301J,Curtin University,030949J,Graduate Diploma in Digital and Social Media,,No,Graduate Diploma,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,0.0,0,0,English,52,40220,1000,41220,CRICOS
00301J,Curtin University,032949D,Bachelor of Science (Speech Pathology),,No,Bachelor Degree,06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,,,,,,,No,No,,,,English,208,144900,0,144900,CRICOS
00301J,Curtin University,032965D,Graduate Certificate in Indigenous Australian Cultural Studies,,No,Graduate Certificate,09,Society and Culture,0903,Studies in Human Society,090311,Indigenous Studies,,,,,,,No,No,0.0,0,0,English,26,0,0,12200,CRICOS
00301J,Curtin University,032988G,Master of Digital and Social Media,,No,Masters Degree (Coursework),02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,0.0,0,0,English,78,59830,1000,60830,CRICOS
00301J,Curtin University,033868G,Master of Speech Pathology,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,,,,,,,No,Yes,,21,757,English,104,104857,1200,106057,CRICOS
00301J,Curtin University,038785D,Bachelor of Science (Actuarial Science),,No,Bachelor Degree,01,Natural and Physical Sciences,0101,Mathematical Sciences,010199,"Mathematical Sciences, n.e.c.",,,,,,,No,No,0.0,0,0,English,156,128816,2000,130816,CRICOS
00301J,Curtin University,041070B,Bachelor of Psychology,,No,Bachelor Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,,,,,,,No,No,,,,English,208,175512,1200,176712,CRICOS
00301J,Curtin University,041280C,Bachelor of Technology (Computer Systems and Networking),,No,Bachelor Degree,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031305,Computer Engineering,,,,,,,No,Yes,37.5,8,300,English,156,137546,2000,139546,CRICOS
00301J,Curtin University,041794K,Bachelor of Science (Nursing),,No,Bachelor Degree,06,Health,0603,Nursing,060301,General Nursing,,,,,,,No,Yes,0.0,23,840,English,182,167324,1200,168524,CRICOS
00301J,Curtin University,041930G,Graduate Certificate in Supply Chain Management,,No,Graduate Certificate,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",,,,,,,No,No,,,,English,26,26026,1000,27026,CRICOS
00301J,Curtin University,043753C,"Bachelor of Engineering (Chemical Engineering) (Honours), Bachelor of Science (Extractive Metallurgy)",,Yes,Bachelor Degree,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030301,Chemical Engineering,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030305,Materials Engineering,No,Yes,37.5,12,450,English,260,240260,2000,242260,CRICOS
00301J,Curtin University,043932M,Doctor of Philosophy (Architecture and Interior Architecture) Research,,No,Doctoral Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040199,"Architecture and Urban Environment, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043949B,Doctor of Philosophy (Applied Geology) Research,,No,Doctoral Degree,01,Natural and Physical Sciences,0107,Earth Sciences,010703,Geology,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043950J,Doctor of Philosophy (Physics) Research,,No,Doctoral Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043951G,Doctor of Philosophy (Chemical Engineering) Research,,No,Doctoral Degree,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030301,Chemical Engineering,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043952G,Doctor of Philosophy (Civil Engineering) Research,,No,Doctoral Degree,03,Engineering and Related Technologies,0309,Civil Engineering,030903,Structural Engineering,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043954E,Doctor of Philosophy (Exploration Geophysics) Research,,No,Doctoral Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043955D,Doctor of Philosophy (Mathematics and Statistics) Research,,No,Doctoral Degree,01,Natural and Physical Sciences,0101,Mathematical Sciences,010101,Mathematics,,,,,,,No,No,0.0,0,0,English,208,152000,1000,153000,CRICOS
00301J,Curtin University,043956C,Doctor of Philosophy (Mechanical Engineering) Research,,No,Doctoral Degree,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030701,Mechanical Engineering,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043957B,Doctor of Philosophy - Medical Radiation Science,,No,Doctoral Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043958A,Doctor of Philosophy (Health Sciences) Research,,No,Doctoral Degree,06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043959M,Doctor of Philosophy (Humanities) Research,,No,Doctoral Degree,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043960G,Doctor of Philosophy (Education ) Research,,No,Doctoral Degree,07,Education,0703,Curriculum and Education Studies,070303,Education Studies,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043962E,Doctor of Philosophy (Human Communication Science) Research,,No,Doctoral Degree,06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043964C,Doctor of Philosophy (National Drug Research Institute) Research,,No,Doctoral Degree,06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,No,0.0,0,0,English,208,163288,1000,164288,CRICOS
00301J,Curtin University,043965B,Doctor of Philosophy (Psychology) Research,,No,Doctoral Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,,,,,,,No,No,0.0,0,0,English,208,180928,1000,181928,CRICOS
00301J,Curtin University,043967M,Doctor of Philosophy (Accounting) Research,,No,Doctoral Degree,08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043968K,Doctor of Philosophy (Chemistry) Research,,No,Doctoral Degree,01,Natural and Physical Sciences,0105,Chemical Sciences,010599,"Chemical Sciences, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043971D,Doctor of Philosophy (Biomedical Sciences) Research,,No,Doctoral Degree,01,Natural and Physical Sciences,0109,Biological Sciences,010900,"Biological Sciences, n.f.d.",,,,,,,No,No,0.0,0,0,English,208,180928,1000,181928,CRICOS
00301J,Curtin University,043987G,Doctor of Philosophy (Computing) Research,,No,Doctoral Degree,02,Information Technology,0201,Computer Science,020100,"Computer Science, n.f.d.",,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043988F,Doctor of Philosophy (Design) Research,,No,Doctoral Degree,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043989E,Doctor of Philosophy (Economics and Finance) Research,,No,Doctoral Degree,09,Society and Culture,0919,Economics and Econometrics,091901,Economics,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043990A,Doctor of Philosophy (Electrical and Computer Engineering) Research,,No,Doctoral Degree,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031301,Electrical Engineering,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,043991M,Doctor of Philosophy (Information Systems) Research,,No,Doctoral Degree,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043993J,Doctor of Philosophy (Management) Research,,No,Doctoral Degree,08,Management and Commerce,0803,Business and Management,080307,Organisation Management,,,,,,,No,No,0.0,0,0,English,208,60056,1000,61056,CRICOS
00301J,Curtin University,043994G,Doctor of Philosophy (Marketing) Research,,No,Doctoral Degree,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043995G,"Doctor of Philosophy (Media, Culture and Creative Arts)",,No,Doctoral Degree,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043996F,Doctor of Philosophy (Nursing and Midwifery) Research,,No,Doctoral Degree,06,Health,0603,Nursing,060301,General Nursing,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,043997E,Doctor of Philosophy (Occupational Therapy) Research,,No,Doctoral Degree,06,Health,0617,Rehabilitation Therapies,061703,Occupational Therapy,,,,,,,No,No,0.0,0,0,English,208,180928,1000,181928,CRICOS
00301J,Curtin University,043998D,Doctor of Philosophy (Pharmacy) Research,,No,Doctoral Degree,06,Health,0605,Pharmacy,060501,Pharmacy,,,,,,,No,No,0.0,0,0,English,208,180928,1000,181928,CRICOS
00301J,Curtin University,043999C,Doctor of Philosophy (Physiotherapy) Research,,No,Doctoral Degree,06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,,,,,,,No,No,0.0,0,0,English,208,180928,1000,181928,CRICOS
00301J,Curtin University,044001B,Doctor of Philosophy (Public Health) Research,,No,Doctoral Degree,06,Health,0613,Public Health,061300,"Public Health, n.f.d.",,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,044003M,Doctor of Philosophy (Social Work and Social Policy) Research,,No,Doctoral Degree,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,,,,,,,No,No,0.0,0,0,English,208,161524,1000,162524,CRICOS
00301J,Curtin University,044005J,Doctor of Philosophy (Mining and Metallurgical Engineering),,No,Doctoral Degree,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030303,Mining Engineering,,,,,,,No,No,0.0,0,0,English,208,168580,1000,169580,CRICOS
00301J,Curtin University,044636M,Graduate Certificate in Marketing,,No,Graduate Certificate,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,,,,,,,No,No,0.0,0,0,English,26,26026,1000,27026,CRICOS
00301J,Curtin University,046654D,"Bachelor of Science (Health Promotion), Bachelor of Science (Health and Safety)",,Yes,Bachelor Degree,06,Health,0613,Public Health,061307,Health Promotion,06,Health,0613,Public Health,061301,Occupational Health and Safety,No,Yes,,39,350,English,208,184744,1200,185944,CRICOS
00301J,Curtin University,046656B,"Bachelor of Science (Nutrition), Bachelor of Science (Health Promotion)",,Yes,Bachelor Degree,06,Health,0699,Other Health,069901,Nutrition and Dietetics,06,Health,0613,Public Health,061307,Health Promotion,No,Yes,0.0,3,106,English,208,184744,1200,185944,CRICOS
