qualification_code,qualification_title,osca_code,osca_description,pathway,special_conditions,special_conditions_description,jsc
ICP50120,Diploma of Printing and Graphic Arts Business Management,242332,Graphic Designer,Specialised training,,,Manufacturing Industry Skills Alliance
ICP50120,Diploma of Printing and Graphic Arts Business Management,391433,Printing Machinist,Specialised training,,,Manufacturing Industry Skills Alliance
ICP50120,Diploma of Printing and Graphic Arts Business Management,391434,Screen Printer,Specialised training,,,Manufacturing Industry Skills Alliance
ICP50120,Diploma of Printing and Graphic Arts Business Management,731936,Photographic Print Processor,Specialised training,,,Manufacturing Industry Skills Alliance
ICP50120,Diploma of Printing and Graphic Arts Business Management,391432,Print Finisher,Specialised training,,,Manufacturing Industry Skills Alliance
ICP50120,Diploma of Printing and Graphic Arts Business Management,391431,Graphic Pre-press Operator,Specialised training,,,Manufacturing Industry Skills Alliance
ICP50120,Diploma of Printing and Graphic Arts Business Management,132232,Production Manager (Manufacturing),Specialised training,,,Manufacturing Industry Skills Alliance
ICT20120,Certificate II in Applied Digital Technologies,561231,Data Entry Operator,Occupation ready,,,Future Skills Organisation
ICT20120,Certificate II in Applied Digital Technologies,561233,Word Processing Operator,Occupation ready,,,Future Skills Organisation
ICT20219,Certificate II in Telecommunications Network Build and Operation,899933,Electrical or Telecommunications Trades Assistant,Occupation ready,,,Future Skills Organisation
ICT20219,Certificate II in Telecommunications Network Build and Operation,272133,Network Architect,Specialised training,,,Future Skills Organisation
ICT20219,Certificate II in Telecommunications Network Build and Operation,382333,Telecommunications Linesworker,Progression pathway,,,Future Skills Organisation
ICT20219,Certificate II in Telecommunications Network Build and Operation,382332,Telecommunications Cable Technician,Progression pathway,,,Future Skills Organisation
ICT20219,Certificate II in Telecommunications Network Build and Operation,314132,Radiocommunications Technician,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,382331,Cabler (Data and Telecommunications),Occupation ready,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,314135,Telecommunications Technical Officer or Technologist,Specialised training,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,899933,Electrical or Telecommunications Trades Assistant,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,314131,ICT Hardware Technician,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,382334,Telecommunications Technician,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,314132,Radiocommunications Technician,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,391232,Broadcast Technician,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,382332,Telecommunications Cable Technician,Progression pathway,,,Future Skills Organisation
ICT20319,Certificate II in Telecommunications Technology,382333,Telecommunications Linesworker,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,314231,ICT Customer Support Officer,Occupation ready,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,273331,Cloud Engineer,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,272233,ICT Test Analyst,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,273132,Web Developer,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,271132,Cyber Security Advice and Assessment Specialist,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,272232,ICT Support Engineer,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,314131,ICT Hardware Technician,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,221632,ICT Sales Representative,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,272132,Network Administrator,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,273232,ICT Business Analyst,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,314199,ICT and Telecommunications Technicians nec,Progression pathway,,,Future Skills Organisation
ICT30120,Certificate III in Information Technology,273234,Systems Analyst,Progression pathway,,,Future Skills Organisation
ICT30419,Certificate III in Telecommunications Network Build and Operation,382333,Telecommunications Linesworker,Occupation ready,,,Future Skills Organisation
ICT30419,Certificate III in Telecommunications Network Build and Operation,314199,ICT and Telecommunications Technicians nec,Occupation ready,,,Future Skills Organisation
ICT30419,Certificate III in Telecommunications Network Build and Operation,382332,Telecommunications Cable Technician,Occupation ready,,,Future Skills Organisation
ICT30419,Certificate III in Telecommunications Network Build and Operation,382334,Telecommunications Technician,Occupation ready,,,Future Skills Organisation
ICT30419,Certificate III in Telecommunications Network Build and Operation,272133,Network Architect,Progression pathway,,,Future Skills Organisation
ICT30419,Certificate III in Telecommunications Network Build and Operation,314135,Telecommunications Technical Officer or Technologist,Progression pathway,,,Future Skills Organisation
ICT30524,Certificate III in Telecommunications Technology,382334,Telecommunications Technician,Occupation ready,,,Future Skills Organisation
