qualification_code,qualification_title,osca_code,osca_description,pathway,special_conditions,special_conditions_description,jsc
CPC31220,Certificate III in Wall and Ceiling Lining,362231,Plasterer (Wall and Ceiling),Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31220,Certificate III in Wall and Ceiling Lining,821431,Building Insulation Installer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31220,Certificate III in Wall and Ceiling Lining,362431,Wall and Floor Tiler,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31220,Certificate III in Wall and Ceiling Lining,362232,Renderer (Solid Plaster),Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31220,Certificate III in Wall and Ceiling Lining,369933,Waterproofer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31320,Certificate III in Wall and Floor Tiling,362431,Wall and Floor Tiler,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31320,Certificate III in Wall and Floor Tiling,821431,Building Insulation Installer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31420,Certificate III in Construction Waterproofing,821631,"Drainage, Sewerage and Stormwater Labourer",Specialised training,,,BuildSkills Australia
CPC31420,Certificate III in Construction Waterproofing,821132,Builder's Labourer,Specialised training,,,BuildSkills Australia
CPC31420,Certificate III in Construction Waterproofing,821431,Building Insulation Installer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31420,Certificate III in Construction Waterproofing,369933,Waterproofer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31920,Certificate III in Joinery,372133,Joiner,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31920,Certificate III in Joinery,821433,Shed Builder,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31920,Certificate III in Joinery,821132,Builder's Labourer,Specialised training,,,BuildSkills Australia
CPC31920,Certificate III in Joinery,372131,Carpenter and Joiner,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31920,Certificate III in Joinery,372132,Carpenter,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31920,Certificate III in Joinery,369931,Shopfitter,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC31920,Certificate III in Joinery,369131,Cabinet Maker,Related,,,BuildSkills Australia
CPC32320,Certificate III in Stonemasonry,371132,Stonemason,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32320,Certificate III in Stonemasonry,371131,Bricklayer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32420,Certificate III in Plumbing,363131,Plumber (General),Occupation ready,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32420,Certificate III in Plumbing,312233,Plumbing Inspector,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32420,Certificate III in Plumbing,243236,Water Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32420,Certificate III in Plumbing,821631,"Drainage, Sewerage and Stormwater Labourer",Related,,,BuildSkills Australia
CPC32420,Certificate III in Plumbing,821632,Pipe Layer,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32420,Certificate III in Plumbing,821633,Plumber's Assistant,Related,,,BuildSkills Australia
CPC32420,Certificate III in Plumbing,621231,Sales Representative (Building and Plumbing Supplies),Related,,,BuildSkills Australia
CPC32420,Certificate III in Plumbing,899331,Handyperson,Related,,,BuildSkills Australia
CPC32420,Certificate III in Plumbing,363231,Gasfitter,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32420,Certificate III in Plumbing,363932,Fire Protection Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32420,Certificate III in Plumbing,363931,Drainer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32420,Certificate III in Plumbing,369933,Waterproofer,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32420,Certificate III in Plumbing,363331,Roof Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32420,Certificate III in Plumbing,363933,Mechanical Services Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,363331,Roof Plumber,Occupation ready,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,821632,Pipe Layer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,821633,Plumber's Assistant,Specialised training,,,BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,821631,"Drainage, Sewerage and Stormwater Labourer",Specialised training,,,BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,899331,Handyperson,Specialised training,,,BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,312233,Plumbing Inspector,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,363131,Plumber (General),Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,363933,Mechanical Services Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,362331,Roof Tiler,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,363932,Fire Protection Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,369933,Waterproofer,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32620,Certificate III in Roof Plumbing,363931,Drainer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,363231,Gasfitter,Occupation ready,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,591135,Meter Reader,Specialised training,,,BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,821632,Pipe Layer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,821633,Plumber's Assistant,Specialised training,,,BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,899331,Handyperson,Specialised training,,,BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,363131,Plumber (General),Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,312233,Plumbing Inspector,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,363932,Fire Protection Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,399934,Gas Network Technician,Related,,,BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,399132,Gas or Petroleum Production Technician,Related,,,BuildSkills Australia
CPC32720,Certificate III in Gas Fitting,363933,Mechanical Services Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32820,Certificate III in Fire Protection,363932,Fire Protection Plumber,Occupation ready,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32820,Certificate III in Fire Protection,399933,Fire Protection Equipment Technician,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32820,Certificate III in Fire Protection,243936,Fire Safety Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32820,Certificate III in Fire Protection,363131,Plumber (General),Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC32920,Certificate III in Construction Crane Operations,732131,"Crane, Hoist or Lift Operator",Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32920,Certificate III in Construction Crane Operations,821231,Construction Rigger,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32920,Certificate III in Construction Crane Operations,741232,Backhoe Operator,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32920,Certificate III in Construction Crane Operations,741231,Earthmoving Plant Operator (General),Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC32920,Certificate III in Construction Crane Operations,741233,Bulldozer Operator,Related,,,BuildSkills Australia
CPC32920,Certificate III in Construction Crane Operations,821232,Dogger,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC33020,Certificate III in Bricklaying and Blocklaying,371131,Bricklayer,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC33020,Certificate III in Bricklaying and Blocklaying,821132,Builder's Labourer,Specialised training,,,BuildSkills Australia
CPC33020,Certificate III in Bricklaying and Blocklaying,371132,Stonemason,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40120,Certificate IV in Building and Construction,312432,Construction Site Supervisor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40120,Certificate IV in Building and Construction,312231,Building Inspector,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40120,Certificate IV in Building and Construction,131331,Project Builder,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,599933,Facilities Administrator,Specialised training,,,BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,541231,Estimator,Specialised training,,,BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,223932,Cost Controller,Progression pathway,,,BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,312131,Architectural Technician,Progression pathway,,,BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,511131,Contract Administrator,Progression pathway,,,BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,131331,Project Builder,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40320,Certificate IV in Building Project Support,312331,Construction Estimator,Progression pathway,,,BuildSkills Australia
CPC40820,Certificate IV in Swimming Pool and Spa Building,369932,Swimming Pool and Spa Builder,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,363131,Plumber (General),Specialised training,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,821632,Pipe Layer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,821633,Plumber's Assistant,Specialised training,,,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,821631,"Drainage, Sewerage and Stormwater Labourer",Specialised training,,,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,732431,Wastewater or Water Plant Operator,Specialised training,,,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,313131,Civil Engineering Draftsperson,Progression pathway,,,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,243236,Water Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,313132,Civil Engineering Technician,Progression pathway,,,BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,312233,Plumbing Inspector,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,363932,Fire Protection Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,363931,Drainer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,363933,Mechanical Services Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC40920,Certificate IV in Plumbing and Services,363331,Roof Plumber,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC41020,Certificate IV in Demolition,821134,Demolition Labourer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC41020,Certificate IV in Demolition,312432,Construction Site Supervisor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),131331,Project Builder,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),511131,Contract Administrator,Progression pathway,,,BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),241131,Architect,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),131431,Property Developer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),312231,Building Inspector,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50220,Diploma of Building and Construction (Building),312331,Construction Estimator,Related,,,BuildSkills Australia
CPC50320,Diploma of Building and Construction (Management),312431,Civil Construction Leading Hand,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50320,Diploma of Building and Construction (Management),312432,Construction Site Supervisor,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50320,Diploma of Building and Construction (Management),131331,Project Builder,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC50320,Diploma of Building and Construction (Management),131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50320,Diploma of Building and Construction (Management),111633,Work Health and Safety Manager,Progression pathway,,,BuildSkills Australia
CPC50320,Diploma of Building and Construction (Management),241932,Quantity Surveyor,Related,,,BuildSkills Australia
CPC50520,Diploma of Fire Systems Design,399933,Fire Protection Equipment Technician,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50520,Diploma of Fire Systems Design,243936,Fire Safety Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50620,Diploma of Hydraulic Services Design,313937,Other Draftsperson,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50620,Diploma of Hydraulic Services Design,243236,Water Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50722,Diploma of Construction Waterproofing Design and Survey,312231,Building Inspector,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50722,Diploma of Construction Waterproofing Design and Survey,369933,Waterproofer,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC50722,Diploma of Construction Waterproofing Design and Survey,362331,Roof Tiler,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,312231,Building Inspector,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,241932,Quantity Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,241299,Geospatial Information Professionals and Surveyors nec,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,241232,Engineering Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,241931,Building Surveyor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,131931,Surveying Manager,Progression pathway,,,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,241234,Land Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60121,Advanced Diploma of Building Surveying,312135,Surveying Technician,Related,,,BuildSkills Australia
CPC60220,Advanced Diploma of Building and Construction (Management),131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPC60220,Advanced Diploma of Building and Construction (Management),131331,Project Builder,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPC60220,Advanced Diploma of Building and Construction (Management),312231,Building Inspector,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP20121,Certificate II in Surveying and Spatial Information Services,312135,Surveying Technician,Progression pathway,,,BuildSkills Australia
CPP20121,Certificate II in Surveying and Spatial Information Services,311533,Geospatial Technician,Progression pathway,,,BuildSkills Australia
CPP20121,Certificate II in Surveying and Spatial Information Services,821936,Surveyor's Assistant,Related,,,BuildSkills Australia
CPP20218,Certificate II in Security Operations,452238,Security Officer,Occupation ready,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20218,Certificate II in Security Operations,521232,Court Bailiff or Sheriff,Progression pathway,,,BuildSkills Australia
CPP20218,Certificate II in Security Operations,452237,Security Consultant,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP20218,Certificate II in Security Operations,452131,Correctional Officer,Progression pathway,,,BuildSkills Australia
CPP20218,Certificate II in Security Operations,452235,Protective Services Officer,Related,,,BuildSkills Australia
CPP20218,Certificate II in Security Operations,452231,"Alarm, Security or Surveillance Monitor",Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20218,Certificate II in Security Operations,452241,Security Screening Officer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20218,Certificate II in Security Operations,452236,Retail Loss Prevention Officer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20319,Certificate II in Technical Security,382232,Electronic Equipment Trades Worker,Progression pathway,,,BuildSkills Australia
CPP20319,Certificate II in Technical Security,452237,Security Consultant,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP20319,Certificate II in Technical Security,452241,Security Screening Officer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20319,Certificate II in Technical Security,452231,"Alarm, Security or Surveillance Monitor",Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20319,Certificate II in Technical Security,452238,Security Officer,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP20521,Certificate II in Fire Protection Inspection and Testing,399933,Fire Protection Equipment Technician,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP20521,Certificate II in Fire Protection Inspection and Testing,363932,Fire Protection Plumber,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP30119,Certificate III in Urban Pest Management,399331,Pest Control Technician,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP30119,Certificate III in Urban Pest Management,311134,Biosecurity Officer,Progression pathway,,,BuildSkills Australia
CPP30119,Certificate III in Urban Pest Management,591134,"Invasive Pest, Weed and Disease Inspector",Related,,,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,821936,Surveyor's Assistant,Occupation ready,,,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,312135,Surveying Technician,Progression pathway,,,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,241231,Cartographer,Progression pathway,,,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,223231,Data Analyst,Progression pathway,,,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,241234,Land Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,241931,Building Surveyor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
