onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,15.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,5.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,5.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2024,Occupational Expert,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2024,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),9.68,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,12.9,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,12.9,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,32.26,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,25.81,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,6.45,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Occupational Expert,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.15,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,2.21,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,3.46,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,88.98,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,3.91,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,1.29,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2023,Incumbent,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2023,Incumbent,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,4.76,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,76.19,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,4.76,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,14.29,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2023,Occupational Expert,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2023,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),4.35,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,4.35,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,4.35,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,4.35,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,78.26,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,4.35,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2018,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2018,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),13.33,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,20.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,6.67,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,30.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,26.67,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,3.33,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Occupational Expert,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,2.52,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,8.99,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,88.04,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.45,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2018,Incumbent,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2018,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),3.13,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,1.67,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,5.07,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,84.8,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.81,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,4.52,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),2.94,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,8.82,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,8.82,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,26.47,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,2.94,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2022,Occupational Expert,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2022,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,4.17,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),8.33,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,16.67,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,4.17,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,16.67,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,45.83,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,4.17,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2017,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2017,Occupational Expert,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,15.86,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.42,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,29.58,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,2.14,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,10.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),15.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,10.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,10.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2022,Occupational Expert,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2022,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),5.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,5.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,15.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,15.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,5.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2018,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2018,Occupational Expert,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),6.26,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.65,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,17.52,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,22.95,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,27.35,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,25.27,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),5.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,10.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,60.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,10.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,15.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2021,Occupational Expert,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2021,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),15.0,08/2026,Occupational Expert,O*NET
