onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,25.8,08/2021,Incumbent,O*NET
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,2.45,08/2021,Incumbent,O*NET
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,1.24,08/2021,Incumbent,O*NET
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2021,Incumbent,O*NET
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2021,Incumbent,O*NET
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2021,Incumbent,O*NET
11-3051.00,Industrial Production Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2021,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,100.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2022,Incumbent,O*NET
11-3051.01,Quality Control Systems Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2022,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),11.15,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,18.91,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,47.61,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,2.72,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,14.61,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,4.99,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2011,Incumbent,O*NET
11-3051.02,Geothermal Production Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2011,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),14.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,19.13,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,14.83,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,45.44,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,6.6,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2016,Incumbent,O*NET
11-3051.03,Biofuels Production Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2016,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),6.83,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,13.23,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,1.75,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,16.7,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,61.49,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2020,Incumbent,O*NET
11-3051.04,Biomass Power Plant Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2020,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),13.59,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,28.95,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,14.08,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,21.28,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,14.85,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,7.24,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2016,Incumbent,O*NET
11-3051.06,Hydroelectric Production Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2016,Incumbent,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),5.26,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,15.79,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,5.26,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,10.53,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.63,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,10.53,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2023,Occupational Expert,O*NET
11-3061.00,Purchasing Managers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2023,Occupational Expert,O*NET
11-3071.04,Supply Chain Managers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2017,Occupational Expert,O*NET
11-3071.04,Supply Chain Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),0.0,07/2017,Occupational Expert,O*NET
11-3071.04,Supply Chain Managers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,07/2017,Occupational Expert,O*NET
11-3071.04,Supply Chain Managers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,07/2017,Occupational Expert,O*NET
