cricos_course_code,course_name,course_level,field_rank,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,field_code,field_name,data_source
060043C,Cambridge Certificate in Advanced English Exam Preparation (Upper Intermediate to Advanced),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
062588J,IELTS Test Preparation Course (Intermediate to Advanced) (2 to 15 weeks),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
103914A,Certificate IV in Project Management Practice,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
104100J,Diploma of Project Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
104123B,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
104468K,Advanced Diploma of Program Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
105002C,Certificate III in Business,Certificate III,1,08,Management and Commerce,0809,Office Studies,080999,"Office Studies, n.e.c.",CRICOS
105003B,Certificate IV in Business,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
105004A,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
105005M,Certificate IV in Marketing and Communication,Certificate IV,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
105006K,Diploma of Marketing and Communication,Diploma,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
105007J,Advanced Diploma of Marketing and Communication,Advanced Diploma,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
108559H,Certificate IV in Ageing Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
109441C,Advanced Diploma of Travel and Tourism Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080323,Tourism Management,CRICOS
109629B,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
109950D,Certificate IV in Accounting and Bookkeeping,Certificate IV,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
111814E,Diploma of Accounting,Diploma,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
111815D,Advanced Diploma of Accounting,Advanced Diploma,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
112095A,Certificate III in Hospitality,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110101,Hospitality,CRICOS
112096M,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
112097K,Certificate III in Tourism,Certificate III,1,08,Management and Commerce,0807,Tourism,080701,Tourism,CRICOS
112098J,Diploma of Travel and Tourism Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080323,Tourism Management,CRICOS
112099H,Advanced Diploma of Hospitality Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
112228D,PET Cambridge course - Cambridge B1 Preliminary Exam Preparation Course,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
113906G,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
120019B,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
0100033,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
0102143,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
032533F,Secondary Years 11 - 12 VCE,Senior Secondary Certificate of Education,1,12,Mixed Field Programmes,1201,General Education Programmes,120101,General Primary and Secondary Education Programmes,CRICOS
057075K,Bachelor of Business,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
069334G,Bachelor of Business (Accounting),Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
080625D,English for Academic Purposes (1-52 weeks),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
080627B,English for Secondary Schools (1-52 weeks),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
080628A,General English (1-52 weeks),Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
090983K,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
091141M,Advanced Diploma of Hospitality Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
091282J,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
096281C,Bachelor of Community Services,Bachelor Degree,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
099236F,Diploma of Practical Accounting,Diploma,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
103455A,Bachelor of Tourism and Hospitality Management,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
104833E,Bachelor of Social Work,Bachelor Degree,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
105034F,Certificate IV in Health Administration,Certificate IV,1,08,Management and Commerce,0809,Office Studies,080999,"Office Studies, n.e.c.",CRICOS
105230B,Advanced Diploma of Civil Construction Design,Advanced Diploma,1,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",CRICOS
108711E,Diploma of Civil Construction Design,Diploma,1,03,Engineering and Related Technologies,0309,Civil Engineering,030900,"Civil Engineering, n.f.d.",CRICOS
109487M,Certificate IV in Patisserie,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110107,Baking and Pastrymaking,CRICOS
109630J,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
109756F,Certificate III in Patisserie,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110107,Baking and Pastrymaking,CRICOS
109767C,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
109925E,Certificate II in Cookery,Certificate II,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
110764G,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
110765F,Advanced Diploma of Hospitality Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
111660G,Bachelor of Construction Project Management,Bachelor Degree,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
112602J,Undergraduate Certificate in Construction Management,Bachelor Degree,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
112603H,Undergraduate Certificate in Tourism,Bachelor Degree,1,08,Management and Commerce,0807,Tourism,080701,Tourism,CRICOS
114531C,Diploma of Nursing,Diploma,1,06,Health,0603,Nursing,060301,General Nursing,CRICOS
114804E,Master of Social Work (Qualifying),Masters Degree (Research),1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
115053J,Graduate Certificate of Health and Community,Graduate Certificate,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
116234G,Master of Social Work (Qualifying),Masters Degree (Coursework),1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
116494J,Graduate Diploma of Early Childhood Education,Graduate Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
116768K,Graduate Certificate of Health and Community,Graduate Certificate,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
119026B,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
104124A,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
107159K,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
108732M,Certificate III in Business,Certificate III,1,08,Management and Commerce,0809,Office Studies,080901,Secretarial and Clerical Studies,CRICOS
108733K,Certificate IV in Business,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
108734J,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090501,Social Work,CRICOS
109182F,Graduate Diploma of Portfolio Management,Graduate Diploma,1,08,Management and Commerce,0803,Business and Management,080315,Project Management,CRICOS
110393G,Diploma of Travel and Tourism Management,Diploma,1,08,Management and Commerce,0807,Tourism,080701,Tourism,CRICOS
110827H,Certificate III in Travel,Certificate III,1,08,Management and Commerce,0807,Tourism,080701,Tourism,CRICOS
115360J,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
115361H,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
118877M,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
120130C,Diploma of Sport,Diploma,1,09,Society and Culture,0921,Sport and Recreation,092103,"Sports Coaching, Officiating and Instruction",CRICOS
0100504,Bachelor of Business (Sport Management),Bachelor Degree,1,09,Society and Culture,0921,Sport and Recreation,092199,"Sport and Recreation, n.e.c.",CRICOS
019936G,Bachelor of Information Technology,Bachelor Degree,1,02,Information Technology,0200,Information Technology,020000,"Information Technology, n.f.d.",CRICOS
019948C,Non-award Program - Non Fee Paying Exchange Students,Non AQF Award,1,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",CRICOS
025533J,Bachelor of Science,Bachelor Degree,1,01,Natural and Physical Sciences,0100,Natural and Physical Sciences,010000,"Natural and Physical Sciences, n.f.d.",CRICOS
035365D,Master of Education (Research),Masters Degree (Research),1,07,Education,0703,Curriculum and Education Studies,070303,Education Studies,CRICOS
035435F,Non-award Examinable - Fee Paying - Study Abroad,Non AQF Award,1,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",CRICOS
040739C,Graduate Certificate in Information Technology,Graduate Certificate,1,02,Information Technology,0200,Information Technology,020000,"Information Technology, n.f.d.",CRICOS
040756B,Graduate Diploma in Information Technology,Graduate Diploma,1,02,Information Technology,0200,Information Technology,020000,"Information Technology, n.f.d.",CRICOS
046612C,Bachelor of Human Nutrition,Bachelor Degree,1,06,Health,0699,Other Health,069901,Nutrition and Dietetics,CRICOS
049490F,Bachelor of Business Informatics,Bachelor Degree,1,02,Information Technology,0201,Computer Science,020100,"Computer Science, n.f.d.",CRICOS
049506C,Master of Nutrition and Dietetics,Masters Degree (Coursework),1,06,Health,0699,Other Health,069901,Nutrition and Dietetics,CRICOS
049512E,Master of Clinical Psychology,Masters Degree (Coursework),1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
050002F,Master of Physiotherapy,Masters Degree (Coursework),1,06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,CRICOS
052826E,Master of Business Administration,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
054017M,Bachelor of Software Engineering,Bachelor Degree,1,02,Information Technology,0201,Computer Science,020103,Programming,CRICOS
054171A,Bachelor of Environmental Science,Bachelor Degree,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050999,"Environmental Studies, n.e.c.",CRICOS
054172M,Bachelor of Science in Psychology,Bachelor Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
054178E,Master of Information Technology,Masters Degree (Coursework),1,02,Information Technology,0200,Information Technology,020000,"Information Technology, n.f.d.",CRICOS
055937G,Master of Information Sciences (Research),Masters Degree (Research),1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
056138G,Bachelor of Software Engineering/Bachelor of Business Informatics,Bachelor Degree,1,02,Information Technology,0201,Computer Science,020100,"Computer Science, n.f.d.",CRICOS
056138G,Bachelor of Software Engineering/Bachelor of Business Informatics,Bachelor Degree,2,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
056139G,Bachelor of Science in Psychology (Honours),Bachelor Honours Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
056140C,Graduate Certificate in Human Movement Science,Graduate Certificate,1,06,Health,0699,Other Health,069903,Human Movement,CRICOS
058965A,Master of Applied Science (Research),Masters Degree (Research),1,01,Natural and Physical Sciences,0100,Natural and Physical Sciences,010000,"Natural and Physical Sciences, n.f.d.",CRICOS
059330F,English Language Intensive Course for Overseas Students,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
059960J,Master of Architecture,Masters Degree (Coursework),1,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,CRICOS
061441C,Doctor of Philosophy (Law),Doctoral Degree,1,09,Society and Culture,0909,Law,090999,"Law, n.e.c.",CRICOS
062888G,Diploma of Communication,Diploma,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
064327C,Master of Information Technology and Systems,Masters Degree (Coursework),1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
065103M,Doctor of Philosophy in Clinical Psychology,Doctoral Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
069272F,Master of Health (Research),Masters Degree (Research),1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
069273E,Master of Occupational Therapy,Masters Degree (Coursework),1,06,Health,0617,Rehabilitation Therapies,061703,Occupational Therapy,CRICOS
069528J,Graduate Certificate in Health Research,Graduate Certificate,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
070210K,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
070213G,Diploma of Information Technology,Diploma,1,02,Information Technology,0200,Information Technology,020000,"Information Technology, n.f.d.",CRICOS
071683B,Graduate Certificate in Business Informatics,Graduate Certificate,1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
071684A,Graduate Diploma in Business Informatics,Graduate Diploma,1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
072530M,Graduate Diploma in Nutritional Science,Graduate Diploma,1,06,Health,0699,Other Health,069901,Nutrition and Dietetics,CRICOS
073946A,Bachelor of Accounting,Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
073951D,Bachelor of Marketing Management,Bachelor Degree,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
074935G,Diploma of Science,Diploma,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",CRICOS
074938D,Master of International Development,Masters Degree (Coursework),1,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",CRICOS
076136M,Diploma of Design,Diploma,1,10,Creative Arts,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",CRICOS
076804B,Bachelor of Educational Studies,Bachelor Degree,1,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",CRICOS
076966F,Bachelor of Physiotherapy,Bachelor Degree,1,06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,CRICOS
076973G,Master of Education Studies,Masters Degree (Coursework),1,07,Education,0703,Curriculum and Education Studies,070303,Education Studies,CRICOS
077741D,Doctor of Philosophy 254HC,Doctoral Degree,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",CRICOS
077742C,Doctor of Philosophy 254LC,Doctoral Degree,1,09,Society and Culture,0917,Philosophy and Religious Studies,091701,Philosophy,CRICOS
078923A,Bachelor of Exercise Physiology and Rehabilitation,Bachelor Degree,1,06,Health,0617,Rehabilitation Therapies,061799,"Rehabilitation Therapies, n.e.c.",CRICOS
081005B,Bachelor of Sport and Exercise Science,Bachelor Degree,1,06,Health,0699,Other Health,069903,Human Movement,CRICOS
082807D,Bachelor of Landscape Design,Bachelor Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040105,Landscape Architecture,CRICOS
083324D,Master of Professional Accounting,Masters Degree (Coursework),1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
083325C,Master of Sport and Exercise Science (Research),Masters Degree (Research),1,06,Health,0699,Other Health,069903,Human Movement,CRICOS
083326B,Master of Sport Management (Research),Masters Degree (Research),1,09,Society and Culture,0921,Sport and Recreation,092199,"Sport and Recreation, n.e.c.",CRICOS
084222B,Bachelor of Arts and Design (Honours),Bachelor Honours Degree,1,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",CRICOS
085113K,Graduate Certificate in Business,Graduate Certificate,1,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",CRICOS
085806C,Bachelor of Film Production,Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100701,Audio Visual Studies,CRICOS
085807B,Graduate Certificate in Pharmacotherapy,Graduate Certificate,1,06,Health,0605,Pharmacy,060501,Pharmacy,CRICOS
085964M,Master of Applied Arts and Humanities (Research),Masters Degree (Research),1,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
085977F,Bachelor of Acting and Performance,Bachelor Degree,1,10,Creative Arts,1001,Performing Arts,100103,Drama and Theatre Studies,CRICOS
085978E,Bachelor of Applied Fashion,Bachelor Degree,1,10,Creative Arts,1005,Graphic and Design Studies,100505,Fashion Design,CRICOS
085979D,Bachelor of Contemporary Music Practice,Bachelor Degree,1,10,Creative Arts,1001,Performing Arts,100101,Music,CRICOS
085980M,Bachelor of Games and Interactive Design,Bachelor Degree,1,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
085981K,Bachelor of Visual Arts,Bachelor Degree,1,10,Creative Arts,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",CRICOS
087618B,Master of Business Informatics,Masters Degree (Coursework),1,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",CRICOS
087831G,Bachelor of Health Science,Bachelor Degree,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
087832G,Bachelor of Health Science (Honours),Bachelor Honours Degree,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
087833F,Bachelor of Medical Radiation Science (Medical Imaging),Bachelor Degree,1,06,Health,0615,Radiography,061501,Radiography,CRICOS
087835D,Graduate Certificate in International Development,Graduate Certificate,1,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",CRICOS
087836C,Graduate Diploma in International Development,Graduate Diploma,1,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",CRICOS
087837B,Master of Diagnostic Pathology,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,CRICOS
088630J,Bachelor of Health Studies,Bachelor Degree,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
088690G,Bachelor of Primary Education,Bachelor Degree,1,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,CRICOS
088691G,Bachelor of Primary Education (STeM),Bachelor Degree,1,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,CRICOS
088692F,Bachelor of Primary Education (Creative Arts),Bachelor Degree,1,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,CRICOS
088693E,Bachelor of Primary Education (Health and Physical Education),Bachelor Degree,1,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,CRICOS
088695C,Bachelor of Early Childhood and Primary Education,Bachelor Degree,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
088696B,Bachelor of Secondary Education/Bachelor of Arts,Bachelor Degree,1,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,CRICOS
088696B,Bachelor of Secondary Education/Bachelor of Arts,Bachelor Degree,2,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
088697A,Bachelor of Secondary Education/Bachelor of Science,Bachelor Degree,1,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,CRICOS
088697A,Bachelor of Secondary Education/Bachelor of Science,Bachelor Degree,2,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",CRICOS
088699K,Bachelor of Secondary Education (Health and Physical Education),Bachelor Degree,1,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,CRICOS
088964J,Master of Medical Imaging,Masters Degree (Coursework),1,06,Health,0615,Radiography,061501,Radiography,CRICOS
089733E,University of Canberra International Foundation Studies,Non AQF Award,1,12,Mixed Field Programmes,1201,General Education Programmes,120101,General Primary and Secondary Education Programmes,CRICOS
089802G,Bachelor of Engineering in Network and Software Engineering (Honours),Bachelor Honours Degree,1,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",CRICOS
090013E,Master of Engineering,Masters Degree (Coursework),1,02,Information Technology,0201,Computer Science,020113,Networks and Communications,CRICOS
090071F,Diploma of Health,Diploma,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
094977J,Bachelor of Vision Science,Bachelor Degree,1,06,Health,0609,Optical Science,060901,Optometry,CRICOS
094978G,Master of Speech Pathology,Masters Degree (Coursework),1,06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,CRICOS
094979G,Master of Optometry,Masters Degree (Coursework),1,06,Health,0609,Optical Science,060901,Optometry,CRICOS
095076E,Bachelor of Nursing,Bachelor Degree,1,06,Health,0603,Nursing,060301,General Nursing,CRICOS
095232J,Bachelor of Occupational Therapy,Bachelor Degree,1,06,Health,0617,Rehabilitation Therapies,061703,Occupational Therapy,CRICOS
095562B,Bachelor of Arts (Creative Writing),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100705,Written Communication,CRICOS
095563A,Bachelor of Arts (Digital Media),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100701,Audio Visual Studies,CRICOS
095565K,Bachelor of Arts (Global Studies),Bachelor Degree,1,09,Society and Culture,0903,Studies in Human Society,090309,Human Geography,CRICOS
095566J,Bachelor of Communication and Media (Corporate and Public Communication),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
095567G,Bachelor of Communication and Media (Journalism),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100703,Journalism,CRICOS
095568G,Bachelor of Communication and Media (Marketing Communication),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
095569F,Bachelor of Communication and Media (Sports Media),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100703,Journalism,CRICOS
095570B,Bachelor of Design (Visual Communication Design),Bachelor Degree,1,10,Creative Arts,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",CRICOS
095571A,Bachelor of Design (Industrial Design),Bachelor Degree,1,03,Engineering and Related Technologies,0301,Manufacturing Engineering and Technology,030199,"Manufacturing Engineering and Technology, n.e.c.",CRICOS
095572M,Bachelor of Design (Interaction Design),Bachelor Degree,1,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",CRICOS
095575G,Bachelor of the Built Environment (Architecture),Bachelor Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040101,Architecture,CRICOS
095576G,Bachelor of the Built Environment (Interior Architecture),Bachelor Degree,1,04,Architecture and Building,0401,Architecture and Urban Environment,040107,Interior and Environmental Design,CRICOS
095927M,Bachelor of Commerce (Accounting),Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
095928K,Bachelor of Commerce (Finance and Banking),Bachelor Degree,1,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081101,Banking and Finance,CRICOS
095929J,Bachelor of Commerce (Financial Planning),Bachelor Degree,1,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081199,"Banking, Finance and Related Fields, n.e.c.",CRICOS
095930E,Bachelor of Commerce (Business Economics),Bachelor Degree,1,09,Society and Culture,0919,Economics and Econometrics,091901,Economics,CRICOS
095931D,Bachelor of Business (Marketing),Bachelor Degree,1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
095932C,Bachelor of Business (Human Resource Management),Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,CRICOS
095934A,Bachelor of Business (International Business),Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080311,International Business,CRICOS
095935M,Bachelor of Business (Entrepreneurship and Innovation),Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
095936K,Bachelor of Business (Management),Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
095937J,Bachelor of Laws,Bachelor Degree,1,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
095938G,Bachelor of Accounting,Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
095939G,Bachelor of Politics and International Relations,Bachelor Degree,1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
095940C,Bachelor of Event and Tourism Management,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080323,Tourism Management,CRICOS
095941B,Bachelor of Justice Studies,Bachelor Degree,1,09,Society and Culture,0911,Justice and Law Enforcement,091101,Justice Administration,CRICOS
096389B,Bachelor of Arts (Culture and Heritage),Bachelor Degree,1,09,Society and Culture,0903,Studies in Human Society,090307,Archaeology,CRICOS
096887F,Bachelor of Commerce (Accounting and Finance),Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
096888E,Bachelor of Midwifery,Bachelor Degree,1,06,Health,0603,Nursing,060303,Midwifery,CRICOS
097118F,Professional Doctorate in Business Administration (Research),Doctoral Degree,1,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",CRICOS
097614A,Graduate Certificate in Academic Foundations,Graduate Certificate,1,07,Education,0799,Other Education,079999,"Education, n.e.c.",CRICOS
097655C,Master of Secondary Teaching,Masters Degree (Coursework),1,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,CRICOS
097656B,Master of Primary Teaching,Masters Degree (Coursework),1,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,CRICOS
097664B,Bachelor of Social and Economic Policy (Economic Policy),Bachelor Degree,1,09,Society and Culture,0919,Economics and Econometrics,091901,Economics,CRICOS
097665A,Bachelor of Social and Economic Policy (Sociology),Bachelor Degree,1,09,Society and Culture,0903,Studies in Human Society,090301,Sociology,CRICOS
098023E,Graduate Certificate in Teaching English to Speakers of Other Languages (TESOL) and Foreign Language Teaching (FLT),Graduate Certificate,1,07,Education,0701,Teacher Education,070115,English as a Second Language Teaching,CRICOS
098024D,Graduate Diploma in Teaching English to Speakers of Other Languages (TESOL) and Foreign Language Teaching (FLT),Graduate Diploma,1,07,Education,0701,Teacher Education,070115,English as a Second Language Teaching,CRICOS
