cricos_course_code,course_name,course_level,field_rank,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,field_code,field_name,data_source
117217M,Diploma of Islamic Studies,Diploma,1,09,Society and Culture,0917,Philosophy and Religious Studies,091700,"Philosophy and Religious Studies, n.f.d",CRICOS
117218K,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
117219J,Certificate IV in Community Services,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
117220E,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090515,Welfare Studies,CRICOS
118864E,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
119316C,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
119317B,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
119318A,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
119319M,Advanced Diploma of Hospitality Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
119939E,Certificate III in Early Childhood Education and Care,Certificate III,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
119940A,Diploma of Early Childhood Education and Care,Diploma,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
117232A,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110101,Hospitality,CRICOS
117233M,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117234K,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
117235J,Prepare to work safely in the construction industry,Vocational Short Course,1,06,Health,0600,Health,060000,"Health, n.f.d.",CRICOS
117243J,Bachelor of Business,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117244H,Master of Professional Accounting (Advanced),Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117256D,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117257C,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117259A,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117260H,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117261G,Certificate IV in Boating Services,Certificate IV,1,03,Engineering and Related Technologies,0317,Maritime Engineering and Technology,031703,Marine Construction,CRICOS
117262F,Advanced Diploma of Civil Construction Design,Advanced Diploma,1,03,Engineering and Related Technologies,0309,Civil Engineering,030901,Construction Engineering,CRICOS
117278J,COURSE0001225,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117280D,General English,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117281C,English for Academic Purposes,Non AQF Award,1,09,Society and Culture,0915,Language and Literature,091501,ELICOS,CRICOS
117307J,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,CRICOS
117308H,Certificate IV in Kitchen Management,Diploma,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110101,Hospitality,CRICOS
117353C,English,Non AQF Award,1,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030711,Boilermaking and Welding,CRICOS
119162E,Certificate III in Engineering - Fabrication Trade,Certificate III,1,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030711,Boilermaking and Welding,CRICOS
119163D,Certificate III in Engineering - Fabrication Trade,Certificate III,1,03,Engineering and Related Technologies,0307,Mechanical and Industrial Engineering and Technology,030711,Boilermaking and Welding,CRICOS
117382J,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117383H,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117384G,Certificate IV in Information Technology,Certificate IV,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
117385F,Diploma of Information Technology,Diploma,1,02,Information Technology,0203,Information Systems,020300,"Information Systems, n.f.d.",CRICOS
117386E,Certificate IV in Accounting and Bookkeeping,Certificate IV,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
117387D,Diploma of Accounting,Diploma,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
117371A,Certificate III in Light Vehicle Mechanical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,CRICOS
117372M,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",CRICOS
117392G,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117393F,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117394E,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",CRICOS
117396C,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117397B,Advanced Diploma of Leadership and Management,Advanced Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117419A,Certificate III in Light Vehicle Mechanical Technology,Certificate III,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030503,Vehicle Mechanics,CRICOS
117420H,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030599,"Automotive Engineering and Technology, n.e.c.",CRICOS
117421G,Diploma of Automotive Technology,Diploma,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030599,"Automotive Engineering and Technology, n.e.c.",CRICOS
120364G,Certificate IV in Automotive Mechanical Diagnosis,Certificate IV,1,03,Engineering and Related Technologies,0305,Automotive Engineering and Technology,030501,Automotive Engineering,CRICOS
117463H,Diploma of Leadership and Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",CRICOS
117464G,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",CRICOS
120574H,Certificate III in Solid Plastering,Certificate III,1,04,Architecture and Building,0403,Building,040317,Plastering,CRICOS
120575G,Certificate III in Wall and Ceiling Lining,Certificate III,1,04,Architecture and Building,0403,Building,040313,"Ceiling, Wall and Floor Fixing",CRICOS
120576F,Certificate III in Bricklaying and Blocklaying,Certificate III,1,04,Architecture and Building,0403,Building,040309,Bricklaying and Stonemasonry,CRICOS
120577E,Certificate IV in Building and Construction,Certificate IV,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
120578D,Diploma of Building and Construction (Building),Diploma,1,04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",CRICOS
120579C,Certificate III in Glass and Glazing,Certificate III,1,04,Architecture and Building,0403,Building,040323,Glazing,CRICOS
120580K,Certificate IV in Glass and Glazing,Certificate IV,1,04,Architecture and Building,0403,Building,040323,Glazing,CRICOS
120827C,Certificate III in Carpentry,Certificate III,1,04,Architecture and Building,0403,Building,040311,Carpentry and Joinery,CRICOS
120828B,Certificate III in Painting and Decorating,Certificate III,1,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",CRICOS
120829A,Certificate III in Wall and Floor Tiling,Certificate III,1,04,Architecture and Building,0403,Building,040313,"Ceiling, Wall and Floor Fixing",CRICOS
117479M,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
117480G,Certificate IV in Disability Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090509,Care for the Disabled,CRICOS
117481F,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
117482E,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117483D,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117484C,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117485B,Graduate Diploma of Management (Learning),Graduate Diploma,1,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",CRICOS
118865D,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",CRICOS
117474E,Diploma of Business,Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117475D,Certificate IV in Business,Certificate IV,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117476C,Certificate III in Commercial Cookery,Certificate III,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117477B,Certificate IV in Kitchen Management,Certificate IV,1,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,CRICOS
117478A,Diploma of Hospitality Management,Diploma,1,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,CRICOS
117491D,Bachelor of Business,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117492C,Graduate Certificate of Business,Graduate Certificate,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117493B,Graduate Diploma of Business,Graduate Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117494A,Master of Business,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117495M,Master of Business Administration,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
117507A,Certificate III in Individual Support,Certificate III,1,09,Society and Culture,0905,Human Welfare Studies and Services,090507,Care for the Aged,CRICOS
117508M,Certificate IV in Disability Support,Certificate IV,1,09,Society and Culture,0905,Human Welfare Studies and Services,090509,Care for the Disabled,CRICOS
117509K,Diploma of Community Services,Diploma,1,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",CRICOS
